date,title,artist,peak_pos,last_pos,weeks,rank,change,video_link,genre,broad_genre,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,lyrics,polarity
3/14/15,All Your Fault,big sean,80,0,1,80,New,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71500811,"[u'detroit hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.738,0.232,199.915,0.357,0.321,0,5,0.609,5,224387,-4.444,0.525,0,yea yeah we good you talkin about this shit but whatever we can go back and forth all day  how much i need i live for your love live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love straight up  thats that dont play thats that new ye people sayin im the closest thing to mike since janet tom cruise homie we jumpin up on them couches thats a fresh house is that a guest house your house got another house your bitch got a bitch your spouse got another spouse young walt disney ima tell you truthfully if you leave mickey you gon end up with a goofy i imagine thats what chris told karrueche girls be actin like its diamonds in they coochie i dont give a fuck i dont give a fuck but cops chokin niggas out in the media we finna have to protest and tear the city up we bout to tear this whole place up pretty much  and you know its all your fault nobody nobody nobody nobody babe you know its all your fault nobody nobody nobody nobody babe  live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love straight up  ho we done made it through hell and disaster my crib done got bigger my women got badder you wonderin how you done get in the game im wonderin how do i get to the rafters oh boy im mad at titties records gettin shattered til im mj or magic oh she just want the status so you the man she got but im the man she after she done sent so many naked pics my phone aint got no data i walk off in new york like my name derek jeter headed home to the d where you know i keep a gina im the good with the evil fuck you nice to meet you you can have a peace sign man without the middle finger with the clique when you see us thats my family to me thats my family tree theyre my arms legs hands and my feet and i cant cut them off even with diabetes hit the beat and kerosene it scratch that i white sheet it a 100 dollar fade every single time you see us been a king all my life so i shoulda got a caesar somewhere off in vegas rollin dice up off the caesars got me thinkin back bout how i used to roll to little caesars piece of pizza with tanisha now im with a boniqua she finna blow at that i got your dream girl yeah she actin like a ho at that throw her to me ima throw that back top spot im finna go at that  live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love live for your love live for your love baby live for your love straight up  ho you gotta move quick world at my hands i aint gotta loose grip i dont like loose pussy or loose lips and i done did the impossible a few times tom cruise shit and i aint satisfied bein on that top 5 list i aint satisfied until that all time list til everything i spit is all timeless my girl on that all fine list my life a little luck a lot of grind bitch no maybe ho i gotta make it fuck your nomination man fuck the world im repopulatin wrap that rollie round my waist yeah times a waistin niggas want the comma comma combination long as im around its gonna be dot dot dot a lot of waitin got my pinky on her brain while im gettin brain plottin world domination people ask me how i done make it im just like man if you want the crown bitch you gotta take it straight up,0.20408522033522042
1/31/15,Hot Boy,bobby shmurda,6,29,25,34,-5,,"[u'rap', u'trap music']",rap,0.5,0.0616,83.981,0.347,0.042,1.60E-05,4,0.859,9,194561,-7.628,0.186,1,in truey im some hot nigga like i talk to shyste when i shot niggas like you seen em twirl then he drop nigga and we keep them 9 millis on my block nigga and monte keep it on him he done dropped niggas and trigger he be wilding he some hot nigga tones known to get busy with them glocks nigga try to run down and you can catch a shot nigga running through these checks till i pass out your shawty gave me neck til i pass out i swear to god all i do is cash out and if you aint a ho get up out my trap house i been selling crack since like the 5th grade really never made no difference what the shit made jaja taught me flip them packs and how to maintain get that money back and spend it on the same thing shawty like the way that i ball out i be getting money till i fall out you talking cash dog i goes all out shawty love the way that i floss out free greezy though let all of my dogs out mama said no pussy cats inside my dog house thats what got my daddy locked up in the dog pound free phantom though let all of my dogs out we gon pull up in that hooptie like we cops on em with the 16s we gon put some shots on em i send a lil thot to send the drop on em she gon call me up and imma sick the hots on em grimey savage thats what we are grimey shooters dressed in gstar gs9 i go so hard but gs for my gun squad and bitch if theres a problem we gon gun brawl shots poppin out the ar im with trigger im with rasha im with araw broad daylight and we gon let them things bark tell them niggas free meeshie ho subwave free greezy ho and tell my niggas shmurda teaming ho mitch caught a body bout a week ago fuck with us and then we tweaking ho run up on that nigga get to squeezing ho everybody catching bullet holes niggas got me on my bully yo imma run up put that gun on em imma run up go dumb on em niggas got me on that young shit got me on that go dumb shit doodoo stain gang,0.01960835058661145
10/18/14,Somethin' Bad,miranda lambert,19,57,20,60,-3,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV51400015,"[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock']",country,0.872,0.18,197.679,0.0802,0.00517,9.00E-05,4,0.25,2,150893,-6.368,0.541,1,stand on the bar stomp your feet start clappin i got a real good feeling something bad is bout to happen pulled up to the church but i got so nervous had to back it on up couldnt make it to the service grabbed all the cash underneath my mattress i got a real good feeling something bad is bout to happen ran into a girl in a pretty white dress rolled down the window where you heading to next say im heading to the bar with my money out the matress i got a real good feeling something bad is bout to happen stand on the bar stomp your feet start clappin i got a real good feeling something bad is bout to happen drinks keep coming throw my head back laughing wake up in the morning dont know what happened oh somethin bad oh somethin bad now me and that girl that i met on the street were rollin down the road down to new orleans got full tank gas and the money out the mattress i got a real good feeling something bad is bout to happen šbout to tear it up down in new orleans just like a reallife thelma  louise if the cops catch up theyre gonna call it kidnapping i got a real good feeling something bad is bout to happen stand on the bar stomp your feet start clappin i got a real good feeling something bad is bout to happen drinks keep coming throw my head back laughing wake up in the morning dont know what happened oh somethin bad oh somethin bad stand on the bar stomp your feet start clappin i got a real good feeling something bad is bout to happen drinks keep coming throw my head back laughing wake up in the morning dont know what happened oh somethin bad oh somethin bad,-0.04304152637485964
6/14/14,Cop Car,keith urban,41,72,18,86,-14,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USUV71302433,"[u'australian country', u'contemporary country', u'country', u'country road']",country,0.662,0.0973,154.022,0.0388,0.167,0,4,0.536,1,256747,-6.245,0.383,1,we drove right past that no trespassing sign we sat on the tailgate and watched the planes take off  we thought we had all night there was no need to rush thats when those cops came pulling up and i thought  man aint this some shhhh  your daddys gonna kill me but if i survive tonight i wouldnt change one thing  baby yeah i know it sounds crazy  but there was somethin bout the way the blue lights were shinin bringing out the freedom in your eyes i was too busy watching you going wild child to be worried about going to jail you were thinking that running for it would make a good story i was thinking you were crazy as hell and you were so  innocent but you were stealing my heart i fell in love in the back of a cop car  man they werent playin they sure threw those cuffs on quick you tried to sweet talk em they didnt fall for it but i did you were on the left i was on the right  i knew you didnt smoke when you asked him for a light and i laughed he got mad and slammed the door  your daddys gonna kill me but if i survive tonight i wouldnt change one thing baby yeah i know it sounds crazy  but there was somethin bout the way the blue lights were shinin bringing out the freedom in your eyes i was too busy watching you going wild child to be worried about going to jail you were thinking that running for it  would make a good story i was thinking you were crazy as hell and you were so innocent  but you were stealing my heart i fell in love in the back of a cop car  side by side and locked in tight  they were taking their time but we didnt mind  we talked and we laughed we sat real close by the time they let us go i was already gone  but there was somethin bout the way the blue lights were shinin bringing out the freedom in your eyes i was too busy watching you going wild child to be worried about going to jail you were thinking that running for it would make a good story i was thinking you were crazy as hell and you were so innocent but you were stealing my heart i fell in love in the back of a cop car i fell in love in the back of a cop car  side by side and locked in tight they were taking their time but we didnt mind we talked and we laughed we sat real close by the time they let us go i was already gone  i was already gone baby i fell in love in back of a cop car,0.1392371234207969
6/14/14,Part II (On The Run),jay-z,77,96,16,97,-1,,"[u'bulgarian hip hop', u'east coast hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",rap,0.634,0.456,86.988,0.0939,0.286,0,4,0.597,8,333747,-5.739,0.326,1,who wants that perfect love story any way anyway clich clich clich clich who wants that hero love that saves the day anyway clich clich clich clich what about the bad guy goes good yeah an innocent love unmisunderstood yeah black hour glass hour glass toast to clich is in a dark past toast to clich is in a dark past  boy meets girl girl perfect woman girl get the bustin before the cops come running chunking deuces chugging dusse fuck what you say boys in blue say  i dont care if we on the run baby as long as im next to you and if loving you is a crime tell me why do i bring out the best in you  i hear sirens while we make love loud as hell but they dont know theyre nowhere near us i will hold your heart and your gun i dont care if they come no i know its crazy but  they can take me now that i found the places that you take me without you i got nothing to lose  im an outlaw got an outlaw chick bumping 2pac on my outlaw shit matching tatts this ink dont come off even if rings come off if things ring off my nails get dirty my past aint pretty my lady is my mercedes is my baby momma harder than a lot of you niggas keep it 100 hit the lottery niggas you aint about that life aint gotta lie to me nigga you know its til the death i hope its obvi to niggas cross the line speak about mine im a wave this tech im a geek about mine touch a nigga where his rib at i click clat push your motherfucking wig back i did that i been wilding since a juvi she was a good girl til she knew me now she is in the drop bussin ue screaming  they can take me now that i found the places that you take me without you i got nothing to lose  deeper than words beyond right die for your love beyond life sweet as a jesus piece beyond ice blind me baby with your neon lights ray bans on police in sight oh what a beautiful death lets both wear white if you go to heaven and they bring me to hell just sneak out and meet me bring a box of ls she fell in love with the bad guy the bad guy what you doing with them rap guys them rap guys they aint see potential in me girl but you see it if its me and you against the world then so be it  i dont care if they give me life i get all of my life from you and if loving you had a price i would pay my life for you  i hear sirens while we make love loud as hell but they dont know theyre nowhere near us i will hold your heart and your gun i dont care if they come no i know its crazy but  i dont care ill never give it up give it up give it up give it all away no i swear ill never give it up give it up give it up give it all away i dont care ill never give it up give it up give it up give it all away no i swear ill never give it up give it up give it up give it all away without you i got nothing to lose,0.07248168498168495
1/11/14,Gorilla,bruno mars,22,0,16,89,Re-Entry,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USATV1300773,"[u'dance pop', u'pop', u'post-teen pop']",pop,0.544,0.0973,139.959,0.0371,0.445,5.16E-06,4,0.717,7,244493,-6.598,0.641,1,ooh i got a body full of liquor with a cocaine kicker and im feeling like im thirty feet tall so lay it down lay it down you got your legs up in the sky with the devil in your eyes let me hear you say you want it all say it now say it now  look what youre doing look what youve done but in this jungle you cant run cause what i got for you i promise its a killer youll be banging on my chest bang bang gorilla  oooooh ooh yeah you and me baby making love like gorillas oooooh ooh yeah you and me baby making love like gorillas  yeah i got a fistful of your hair but you dont look like youre scared youre just smiling tell me daddy its yours cause you know how i like it yous a dirty little lover  if the neighbors call the cops call the sheriff call the swat we dont stop we keep rocking while theyre knocking on our door and youre screaming give it to me baby give it to me motherfucker  oh look what youre doing look what youve done but in this jungle you cant run cause what i got for you i promise its a killer youll be banging on my chest bang bang gorilla  oooooh ooh yeah you and me baby making love like gorillas oooooh ooh yeah you and me baby making love like gorillas  i bet you never ever felt so good so good i got your body trembling like it should it should youll never be the same baby once im done with you oohoohoohooh you you you  oh you with me baby making love like gorillas oooooh ooh yeah you and me baby well be fuckin like gorillas oooooh ooh yeah you and me baby making love like gorillas,0.260813492063492
8/17/13,Rich As F**k,lil wayne,38,60,20,65,-5,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USCMV1300041,"[u'hip hop', u'pop', u'pop rap', u'rap', u'trap music']",rap,0.596,0.508,104.596,0.469,0.0355,0,3,0.598,1,223173,-6.292,0.854,1,ak on my night stand right next to that bible but i swear with these 50 shots ill shoot it out with 50 pockets getting too fat no weight watchers no lipo money talks bullshit walks on a motherfucking tight rope and i make that pussy tap out i knock that pussy out cold nigga you get beat the crap out but thats just how the dice roll these hoes want that hose pipe so i give all these hoes pipe she get on that dick and stay on all night like porch lights lets do it fuck talking we out here we balling and im spraying that on these rusty niggas like wd40 we fucked up we trukd up no if ands or but fucks bitch niggas go behind yo back like nunchucks and thats fucked up but my hoes down my cups up my niggas down for whatever these bitches think theyre too fly well tell em hoes i pluck feathers im tunechi young tunechi i wear trukfit fuck gucci shes blowing kisses at me with her pussy lips smooches and thats 2 chainz  look at you now look at us  all my niggas look rich as fuck  all my niggas look rich as fuck all my niggas look rich as fuck  look at you now look at us  all my niggas look rich as fuck bitch all my niggas look rich as fuck ho ass all my niggas look rich as fuck  never talk to the cops i dont speak pig latin i turn the penny to a motherfucking janet jackson tell the bitches that be hating i aint got no worries i just wanna hit and run like i aint got insurances ho whats yo name whats yo sign zodiac killer all rats gotta die even master splinter yeah murder 187 i be killing them bitches i hope all dogs go to heaven and i got xanax percocet promethazine with codeine call me mr sandman im selling all these hoes dreams got a white girl with big titties flat ass tv screen i keep a bad bitch call me the bb king you know i got that mouth out her  and put that bitch out like a house fire  im killing these hoes like michael myers i eat that cat just like a lion and i cant trust none of these niggas  cant trust none of these hoes  i see your girl when i want i got that ho tivod got a red ass bitch with a red ass pussy nigga try me that a dead ass pussy since yall motherfuckers so blind to the fact to tell you the truth i dont care whos looking all i know is i love my bitch that pussy feel just like heaven on earth  six feet deep dick shovel in dirt rip rest in pussy light that shit then pass that shit we gon get so smoked out and then i went got locked up  every night i dreamt i broke out  one time for them pussy niggas thats that shit i dont like we eating over here nigga fuck around and have food fight and thats 2 chainz  look at you now look at us all my niggas look rich as fuck all my niggas look rich as fuck all my niggas look rich as fuck  look at you now look at us all my niggas look rich as fuck all my niggas look rich as fuck all my niggas look rich as fuck  aint yo nigga a ho,-0.09870851370851376
7/27/13,Picasso Baby,jay-z,91,0,1,91,New,,"[u'bulgarian hip hop', u'east coast hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop']",rap,0.738,0.193,86.084,0.295,0.0176,6.22E-05,4,0.562,5,245787,-5.357,0.689,0,i just want a picasso in my casa no my castle im a hassa no im a asshole im never satisfied cant knock my hustle i wanna rothko no i wanna brothel no i want a wife that fuck me like a prostitute lets make love on a million in a dirty hotel with the fan on the ceiling all for the love of drug dealing marble floors gold ceilings oh what a feeling fuck it i want a billion jeff koons balloons i just wanna blow up condos in my condos i wanna row of christies with my missy live at the moma bacons and turkey bacons smell the aroma  oh what a feeling picasso baby ca picasso baby ca ca picasso baby ca ca picasso baby oh what a feeling picasso baby ca picasso baby ca ca picasso baby ca ca picasso baby  it aint hard to tell im the new jean michel surrounded by warhols my whole team ball twin bugattis outside the art basel i just wanna live life colossal leonardo da vinci flows riccardo tisci givenchy clothes see me throning at the met vogueing on these niggas champagne on my breath yes house like the louvre or the tate modern because i be going ape at the auction oh what a feeling aw fuck it i want a trillion sleeping every night next to mona lisa the modern day version yellow basquiat in my kitchen corner go ahead lean on that shit blue you own it  oh what a feeling picasso baby ca picasso baby ca ca picasso baby ca ca picasso baby oh what a feeling picasso baby ca picasso baby ca ca picasso baby ca ca picasso baby  et l¾ je tai tout donn montr rien ¾ cacher tu es l¾ ivy comme le nombre dor jay comment tu dis nombre dor  the golden number  touch  ok  i never stuck my cock in the foxs box but damned if i aint open pandoras box they try to slander your man on cnn and fox my mirandas dont stand a chance with cops even my old fans like old man just stop i could if i would but i cant im hot and you blow im still the man to watch hublot on my left hand or not soon i step out the booth the cameras pops niggas is cool with it till the canons pop now my hand on the bible on the stand got your man in a jam again got my hands in cuff im like god damn enough i put down the cans and they ran amok my hairpin pierce skin ruptures spleens cracks ribs go through cribs and other things no sympathy for the king huh niggas even talk about your baby crazy eventually the pendulum swings dont forget america this how you made me come through with the ye mask on spray everything like samo i wont scratch the lambo whats it gon take for me to go for you to see im the modern day pablo,0.03784907902554961
6/22/13,Mama's Broken Heart,miranda lambert,20,58,20,60,-2,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV51300015,"[u'contemporary country', u'country', u'country dawn', u'country road', u'modern country rock']",country,0.809,0.139,111.989,0.0616,0.278,0,4,0.768,4,177773,-4.204,0.748,0,i cut my bangs with some rusty kitchen scissors i screamed his name štil the neighbors called the cops  i numbed the pain at the expense of my liver  dont know what i did next all i know i couldnt stop word got around to the barflies and the baptists my mamas phone started  ringin off the hook i can hear her now sayin she aint gonna have it dont matter how you feel  it only matters how you look  go and fix your make up girl its just a break up  run and hide your crazy and start actin like a lady cause i raised you better gotta keep it together even when you fall apart  but this aint my mamas broken heart  i wish i could be just a little less dramatic like a kennedy when camelot went down in flames leave it to me to be holdin the matches when the fire trucks show up and theres nobody else to blame cant get revenge and keep a spotless reputation awe sometimes revenge is a choice you gotta make awe my mama came from a softer generation where you get a grip and bite your lip just to save a little face  go and fix your make up girl its just a break up run and hide your crazy and start actin like a lady cause i raised you better gotta keep it together even when you fall apart but this aint my mamas broken heart  powder your nose paint your toes line your lips and keep em closed cross your legs dot your is and never let em see you cry  go and fix your make up girl its just a break up run and hide your crazy and start actin like a lady cause i raised you better gotta keep it together even when you fall apart but this aint my mamas broken heart,-0.15169753086419754
2/2/13,Long Live A$AP,a$ap rocky,86,0,1,86,New,https://embed.vevo.com?partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&autoplay=true&isrc=USRV81200549,"[u'east coast hip hop', u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.828,0.115,130.044,0.291,0.607,1.15E-06,4,0.729,0,289587,-4.98,0.343,0,i thought id probably die in prison expensive taste in women aint had no pot to piss in now my kitchen full of dishes nose bloody from that sniffin your heroin addiction trigger finger itching fuck parental supervision this be that murder business little timmy got that semi i aint kidding hide yo kittens hit yo children with that smith and a bunch of ignant little niglets hard headed never listen purple sippin finger twistin teeth glisten like its memphis a bunch of hypocritic christians the land of no religion my santa claus was missing catch you slippin then its christmas motherfuck a wishlist my ghetto was ambition for my benjis and my bentley and them bitches now i gets gets on the road to riches a diamond ring designer jeans choking on that biscuit till im no longer existing i wonder if they miss me as long as i make history now my soul is feeling empty tell the reaper come and get me  who said you cant live forever lied of course im living forever ill forever ill live long you cant ever deny my force im living forever ill forever ill live  riding through your city like that motherfucka mine or choking on that semi rob a motherfucka blind license plate says wipe me down car from 1989 but a nigga sits so pretty call that motherfucker fine lost your motherfucking mind whats on your mind niggas talking down never talk to cops make him talk to god when i tote that 9 he aint talking now tell em watch your spine i mean watch your back better guide your track better not look back now stay in line dont step on cracks so you break her back im talking bout your mom cause theres killers in my town making hits sniffing lines out committing crimes wait for shit to simmer down corrupted little minds 8 and 9 finna shine on the grind do you dirty with that shimmy shimmy ya where they shoot without a purpose services n hearses kids who aint deserve it cant survive a thing youre worthless strangers make me nervous whos that peekin in my window with a pistol to my curtains  who said you cant live forever lied of course im living forever ill forever ill live long you cant ever deny my force im living forever ill forever ill live  pretty nigga rich flacko be the shit and that bitch know we poppin so she boppin on this dick nigga rip to pimp cant forget little flip and i take it out to memphis so shout out to triple six  who said you cant live forever lied of course im living forever ill forever ill live long you cant ever deny my force im living forever ill forever ill live,-0.15651655443322104
8/11/12,New God Flow,pusha t,89,0,1,89,Hot Shot Debut,,"[u'alternative hip hop', u'dirty south rap', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap music', u'underground hip hop']",rap,0.92,0.354,174.202,0.411,0.443,0,4,0.463,3,294907,-2.845,0.521,0, shake that body party that bod shake that body party that bod shake that body party that body come and have a good time with god  i believe theres a god above me im just the god of everything else i put holes in everything else new god flow fuck everything else supreme dope dealer write it in bold letters they love a niggas spirit like pac at the coachella they said pusha aint fit with the umbrella but i was good with the yay as a wholesaler i think its good that ye got a blow dealer a hot temper matched with a cold killer i came aboard for more than just to rhyme with him think 99 when puff woulda had shyne with him š yuugh matching daytonas rose gold on us goin hîàaîàm in ibiza done took a toll on us but since you over do it imma pour more well if you goin coupe im goin four door  step on they necks til they cant breathe claim they five stars but sell you dreams they say death multiplies by threes line them all up and lets just see fuck em ye fuck em ye i wouldnt piss on that nigga with grand marnier woo they still shoppin at targt woo my shit is luxury balmain ay im balling amare a nick sold in the park then i want in whats a king without a crown nigga whats a circus without you clown niggas whats a brick from an outtatown nigga when you flood and you can drown niggas heres the good music golden child ma dollar sign cant nobody hold me down  hold up i aint trying to stunt man but these yeezys jumped over the jumpman went from most hated to the champion god flow i guess thats a feeling only me and lebron know im living three dreams biggie smalls dr kings rodney kings cause we cant get along no resolution till we drown all these haters rest in peace to whitney houston cars money girls and the clothes aww man you sold your soul naww man mad people was frontin aww man made something from nothing picture working so hard and you cant cut through that can mess up your whole life like an uncle that touched you what has the world come to im from the 312 where cops dont come through and dreams dont come true like there the god go in his murcielago from working mcdonalds barely paying the car note he even got enough to get his mama a condo then they ran up and shot him right in front of his mom 40 killings in a weekend 40 killings in a week man the summer too hot you can feel it in the street welcome to sunday service if you hope to someday serve us we got green in our eyes just follow my erick sermon did moses not part the water with the cane did strippers not make an ark when i made it rain did yeezy not get signed by hov and dame and ran to jacob and made the new jesus chains in jesus name let the choir say im on fire ay thats what richard pryor say and well annihilate anybody that violate ask any dope boy you know they admire ye  ya nigga yall had my i had my jesus piece since š94 i dont know what i i dont know what youre talkin bout and my eagle š still got it all in the bag b all i did was play possum yo come on  six hundred cuban cigar in the big tub medallion on dove soap on the fresh cut with soap suds on the mac11 my big lion havent ate since twelve and its after seven we feed the nigga like forty chickens his tail wag when i send him a bag with just one victim uhhuh now let me show you what my closet on gems in the display case call it a rockathon i got soccer moms paying for cock asians get it from behind while they cleanin their wok coming with flows thats toxic deadly fumes when im in the room repercussions occur when you dry snitch red light green light one two three look mean got my machine cried and hit you please say shake that body scar up that body should i kill him now ton i said probably side bets are four and better bust hammers with pot holders and yo dead a cow for his fuckin leather im not bowlegged but old school like redd foxx my favorite colour in my hustle days was red tops my gold eagle arm shitted out a red rock threw it off my project roof saw red dots kanye shine a light on my wallabees you can have a good time with god  good music good music good music good music and all my niggas say good music and all my ladies say good music i dont know but ive been told i dont know but ive been told if you get fresh get all the hoes if you get fresh get all the hoes im way fresher than all my foes im way fresher than all my foes somebody please pick out they clothes somebody please pick out they clothes and all my niggas say good music and all my ladies say good music who runnin shit today good music who runnin shit today good music,0.19109403559403554
4/28/12,Where I Come From,montgomery gentry,71,77,15,94,-17,,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",country,0.837,0.247,90.015,0.0303,0.012,9.38E-06,4,0.62,1,201840,-4.239,0.532,1,dont you dare go runnin down my little town where i grew up and i wont cuss your city lights if you aint ever took a ride around and cruised right through the heart of my town  anything you say would be a lie we may live our lives a little slower but that dont mean i wouldnt be proud to show ya  where i come from theres an old plow boy out turning up dirt where i come from theres a preacher man in a cowboy shirt  where i come from well a couple of boys fight in the parking lot no nobodys gonna call the cops where i come from  see that door right there man i swear it aint never been locked and i can tell you that it never will that old man right there in the rocking chair  at the courthouse square ill tell you now he could buy your fancy car with hundred dollar bills dont let those faded overalls fool ya he made his bands without one day of schoolin  where i come from theres a pickup truck with the tailgate down where i come from the pine trees are singing a song of the south  where i come from that little white church is gonna have a crowd yeah im pretty damn proud of where i come from  where i come from theres a big ole moon shining down at night where i come from theres a man done wrong gonna make it right  where i come from theres an old plow boy out turning up dirt where i come from theres a preacher man in a cowboy shirt  where i come from when a couple of boys fight in the parking lot no aint nobody gonna call the cops  yeah that river runs across that oakland rock where i come from where i come from,0.04943427784336874
3/10/12,Stereo Hearts,gym class heroes,4,38,37,40,-2,,"[u'dance pop', u'emo', u'pop punk', u'pop rap']",rap,0.795,0.267,89.99,0.0976,0.0319,0,4,0.646,9,210960,-3.293,0.796,1,my hearts a stereo it beats for you so listen close hear my thoughts in every note ohoh  make me your radio and turn me up when you feel low this melody was meant for you just sing along to my stereo  gym class heroes baby  if i was just another dusty record on the shelf would you blow me off and play me like everybody else if i asked you to scratch my back could you manage that like yea check it travie i can handle that  furthermore i apologize for any skipping tracks its just the last girl that played me left a couple cracks i used to used to used to now im over that cause holding grudges over love is ancient artifacts  if i could only find a note to make you understand id sing it softly in your ear and grab you by the hand just keep it stuck inside your head like your favorite tune and know my hearts a stereo that only plays for you  my hearts a stereo it beats for you so listen close hear my thoughts in every note ohoh  make me your radio and turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo  lets go  if i was an oldschool fifty pound boombox would you hold me on your shoulder wherever you walk would you turn my volume up in front of the cops and crank it higher everytime they told you to stop  and all i ask is that you dont get mad at me when you have to purchase mad d batteries appreciate every mixtape your friends make you never know we come and go like on the interstate  i think i finally found a note to make you understand if you can hit it sing along and take me by the hand just keep me stuck inside your head like your favorite tune you know my hearts a stereo that only plays for you  my hearts a stereo it beats for you so listen close hear my thoughts in every note ohoh  make me your radio turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo  i only pray youll never leave me behind never leave me because good music can be so hard to find so hard to find i take your hand and hold it closer to mine yeah thought love was dead but now youre changing my mind  my hearts a stereo it beats for you so listen close hear my thoughts in every note ohoh  make me your radio and turn me up when you feel low this melody was meant for you just sing along to my stereo  oh oh oh oh oh oh oh oh to my stereo oh oh oh oh so sing along to my stereo  yeah,0.008333333333333328
3/3/12,Ima Boss,meek mill,79,51,2,79,-28,,"[u'hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap music']",rap,0.87,0.604,79.092,0.271,0.0415,0,4,0.37,5,250240,-2.09,0.331,1,look i be riding through my old hood but im in my new whip same old attitude but im on that new shit they say they gon rob me see me never do shit cause they know thats the reason thats gone end up on a news clips audemar on my wrist bustdown we poppin bottles like i scored the winning touchdown remember meek dead broke look at me up now i run my city from south philly back to uptown thank god all these bottles i popped all this paper i been gettin all these models i popped i done sold a hundred thousand before my album got dropped and im only 23 im the shit now look at me look at me im a boss like my nigga rozay shawty asked me for a check i told that bitch like no way cause i made it from the bottom there was nothin on the way and i never had a job you know i had to sell yay bitch im a boss i call the shots im with the murder team call the cops we in the building yall are not you short on the paper you gon ball or not  bitch im a boss im a boss bitch im a boss im a boss i plan the shots ugh i call the calls ugh we in this bitch its goin down yeah im the king now where my mufuckin crown  bitch im a boss im a boss  i plan the shots i call the calls  got so many shades they thought i had a lazy eye shorty rode me smooth as my mercedes ride no love cry when only babies die and when i go that casket better cost a hundred thou i pray to god i look my killer in his eyes snatch his soul up out that shirt lets take him for that ride og is one who standing on his own feet a boss is one who guarantee we gone eat fuck a blog dog cause one day we gon meet im a spazz on yo ass like im on e or a double stack better nigga double that jerry jones money nigga you a running back herschel walker bo jack ricky waters better run that dope back boss and i put that on my maybach fo hundred thou bitch you wish you saved that  bitch im a boss im a boss  i plan the shots i call the calls  couple cars i dont never drive bikes i dont never ride crib i aint never been pool i dont never swim fool you aint better i move like the president err thang black on black you know i be strappn that rattin ass niggas walkin round wearn wires fuckin up the game got the hood on fire bitch im a king call me sire if you say i dont run my city you a muthafucking liar bitch im a boss you a fraud you cross the line i get you murdered for a cost out in vegas i took a loss at the fight we watchin floyd we on the floor scared money dont make no money if i ever go broke im a take yo money i aint never dropped a dime you aint take nun from me in the hood err day im good what i say  bitch im a boss im a boss  i plan the shots i call the calls,0.06810966810966812
