,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
27,Republican,Congratulations to @derekbrownutah on becoming Chairman of the @UtahGOP! Utah’s economy is on FIRE thanks to the le… https://t.co/cF07KnYfMA,Mike Pence,19,0.119,0.61,0.27,0.6071
28,Republican,Hello Indiana! Thanks for the warm welcome home for the @SecondLady and me! Heading to @LucasOilStadium now for the… https://t.co/xbm10WHXWQ,Mike Pence,20,0.0,0.67,0.33,0.8118
29,Republican,See you soon Indianapolis! It’s going to be a great day at the @NRAILA forum! https://t.co/JZY8SaY8K7,Mike Pence,16,0.0,0.749,0.251,0.6892
30,Republican,Looking forward to being back home in Indiana tomorrow with @realDonaldTrump to speak to the @NRAILA forum! #2A https://t.co/2LbDeaGXpA,Mike Pence,19,0.0,1.0,0.0,0.0
31,Republican,Hello Texas!  Great to be back in Dallas - thank you for the warm welcome! @realDonaldTrump is fighting for you in… https://t.co/bs4UltBCxT,Mike Pence,22,0.082,0.523,0.395,0.8619
32,Republican,Great to meet with the producers behind the powerful new pro-life film - @UnplannedMovie yesterday. Life is winning… https://t.co/CFWxxjHavo,Mike Pence,19,0.0,0.699,0.301,0.7845
33,Republican,"The last 2 years, under @RealDonaldTrump, have been 2 years of action – it’s been 2 years of results – &amp; it’s been… https://t.co/BG4rjRLBQf",Mike Pence,24,0.0,1.0,0.0,0.0
34,Republican,"THANK YOU, @RJC! @realDonaldTrump &amp; I are with you all the way! #MAGA https://t.co/26H0SDlpw1",Mike Pence,14,0.0,0.759,0.241,0.5882
35,Republican,.@RealDonaldTrump is doing his job to SECURE OUR BORDER! @CBP is doing their job. It’s time for Congress to do its… https://t.co/QJTdlsRZU7,Mike Pence,22,0.0,0.86,0.14,0.5307
36,Republican,"Make no mistake about it: No matter what you hear from the Democrats and their allies in the media, we have a CRISI… https://t.co/LmxieZBEvi",Mike Pence,24,0.253,0.706,0.041,-0.6908
37,Republican,"Great to be in Las Vegas for the @RJC! Under @RealDonaldTrump, America will always stand with the Jewish people, we… https://t.co/1WaM3cdC8w",Mike Pence,21,0.0,0.82,0.18,0.6588
38,Republican,Coming up shortly at the @RJC! PROUD to serve with a President who is the greatest friend to Israel to ever sit in… https://t.co/Mbuw5LpoPM,Mike Pence,24,0.0,0.634,0.366,0.9104
39,Republican,"THANK YOU Greenville, SC! Great campaign kickoff for @LindseyGrahamSC crisscrossing the Palmetto State. Help us sen… https://t.co/GRG3LAEg4R",Mike Pence,17,0.0,0.576,0.424,0.884
40,Republican,"Off to Greenville, South Carolina with @LindseyGrahamSC &amp; Governor @henrymcmaster! See you soon! https://t.co/uq671jWJcL",Mike Pence,14,0.0,1.0,0.0,0.0
41,Republican,Great crowd and support in Myrtle Beach! @realDonaldTrump &amp; I have no stronger ally in the US Senate than… https://t.co/NYHPbqWSBD,Mike Pence,20,0.082,0.558,0.36,0.8172
42,Republican,Hello South Carolina! Heading to our first rally in Myrtle Beach with @lindseygrahamSC! Thanks for the warm welcome! https://t.co/bA1X95uP1k,Mike Pence,19,0.0,0.648,0.352,0.826
43,Republican,Looking forward to joining my good friend @LindseyGrahamSC in South Carolina today! https://t.co/0F1dknmMJD,Mike Pence,13,0.0,0.632,0.368,0.75
44,Republican,Under leaders like @MattBevin &amp; @RealDonaldTrump — Kentucky &amp; America are back! https://t.co/bqF2w1XBxB,Mike Pence,13,0.0,0.798,0.202,0.4199
45,Republican,Great to be in Kentucky! I’m proud to stand with @MattBevin who is working tirelessly for the great people of the B… https://t.co/uymjA9ZBBN,Mike Pence,23,0.0,0.633,0.367,0.9117
46,Republican,Heading to Kentucky this evening to support my friend &amp; a conservative CHAMPION - @MattBevin! Gov Bevin has put Ken… https://t.co/QoKQ8Z2Y2N,Mike Pence,21,0.0,0.596,0.404,0.8962
47,Republican,Thank you @Franklin_Graham. Karen and I truly appreciate your support and prayers! https://t.co/8yp2uIKnZN,Mike Pence,13,0.0,0.419,0.581,0.8777
48,Republican,We’ll let the critics roll off our back. But the criticism of Christian education in America must stop. https://t.co/ync0tgwhG4,Mike Pence,19,0.313,0.687,0.0,-0.743
49,Republican,Congratulations to @MarthaMcSally on being appointed to replace Sen. Jon Kyl in the US Senate! Martha served our Na… https://t.co/n2IVy8JSsU,Mike Pence,20,0.0,0.819,0.181,0.636
50,Republican,CONGRATULATIONS Senator @CindyHydeSmith! @RealDonaldTrump &amp; I look forward to continuing to work with you to build… https://t.co/Gyi6Avpadc,Mike Pence,17,0.0,0.753,0.247,0.7118
51,Republican,Mississippi - get out and VOTE TODAY for @CindyHydeSmith for Senate. @RealDonaldTrump &amp; I need her in the Senate to… https://t.co/OmyjcMnTBC,Mike Pence,21,0.0,1.0,0.0,0.0
52,Republican,Mississippi needs to send @cindyhydesmith back to the U.S. Senate! President @realDonaldTrump and I are proud to ST… https://t.co/Vp5Zm2ZqE1,Mike Pence,19,0.0,0.834,0.166,0.5255
53,Republican,".@CindyHydeSmith is standing with the Trump Administration every single day. As a Senator, she supported funding fo… https://t.co/FTObDfR4pK",Mike Pence,18,0.0,0.874,0.126,0.3182
54,Republican,Heading to Mississippi tonight to support @CindyHydeSmith! Cindy is a conservative leader who will stand with… https://t.co/uR2kko4wZb,Mike Pence,17,0.0,0.834,0.166,0.4574
55,Republican,"For 243 years, @USMC has been defending our freedom. From the Halls of Montezuma to Iwo Jima, from the Chosin Reser… https://t.co/xA4kSrkC7x",Mike Pence,22,0.0,0.833,0.167,0.6369
56,Republican,Congratulations to all our successful Republican House and Senate candidates across the country. @POTUS and I look… https://t.co/73lxX980iH,Mike Pence,18,0.0,0.661,0.339,0.8271
57,Republican,Congratulations to all the great Republican Governors &amp; Governors-elect across the country on their election victor… https://t.co/Ns9HhGqHWF,Mike Pence,17,0.0,0.652,0.348,0.8402
58,Republican,Good work Indiana on electing @Braun4Indiana as the next Senator from the Hoosier state! Mike Braun will make us pr… https://t.co/b95yVkAfdM,Mike Pence,21,0.0,0.862,0.138,0.4926
59,Republican,Congrats to my brother @GregPenceIN on being elected to serve in the US Congress. Greg served our country admirably… https://t.co/f9i4MaaFif,Mike Pence,20,0.0,0.848,0.152,0.5267
60,Republican,The choice in this election is between results or resistance —&gt; read my Election Day op-ed in @USAToday #VoteGOP https://t.co/fjRdHQo1Yv,Mike Pence,20,0.0,1.0,0.0,0.0
61,Republican,Election Day is here! The choice is clear: Results vs Resistance. @RealDonaldTrump and I need you to vote for our g… https://t.co/qCvsCmAoR9,Mike Pence,22,0.0,0.874,0.126,0.4389
62,Republican,PROUD to stand with @KristiNoem - the next Governor of the Great State of South Dakota! Go vote @KristiNoem tomorro… https://t.co/3l8ml1TLxy,Mike Pence,21,0.0,0.686,0.314,0.8491
63,Republican,.@RealDonaldTrump &amp; I are with @DannyTarkanian ALL THE WAY! Nevada – get out &amp; vote for Danny Tarkanian for #NV03 tomorrow!,Mike Pence,21,0.0,1.0,0.0,0.0
64,Republican,PROUD to stand with @StittForGov! Kevin Stitt will work WITH @RealDonaldTrump to deliver results to the people of O… https://t.co/iRhbDLaWdu,Mike Pence,20,0.0,0.822,0.178,0.628
65,Republican,Make no mistake– Heidi Heitkamp is too liberal for North Dakota. Get out &amp; support @KevinCramer -  a proven leader… https://t.co/nLukQBy1zD,Mike Pence,21,0.1,0.776,0.123,0.128
66,Republican,.@SessionsTX32 is a principled conservative &amp; proven fighter who STANDS WITH @RealDonaldTrump. Get out &amp; support PETE SESSIONS for #TX32!,Mike Pence,20,0.0,0.787,0.213,0.5562
67,Republican,Virginia – get out &amp; support my friend @BarbaraComstock for #VA10. Barbara is a proven leader in Congress who fough… https://t.co/7I1ii2IdXb,Mike Pence,21,0.0,0.742,0.258,0.7096
68,Republican,.@RealDonaldTrump &amp; I are with @MorriseyWV all the way! We need Patrick Morrisey in the U.S. Senate to fight for Pr… https://t.co/GYZ4LXtoki,Mike Pence,22,0.126,0.874,0.0,-0.4389
69,Republican,PROUD to be in Montana supporting @MattforMontana! Matt Rosendale will STAND with @RealDonaldTrump &amp; deliver result… https://t.co/u4uWRRuVJJ,Mike Pence,17,0.0,0.681,0.319,0.792
70,Republican,Ohio needs strong conservative leaders like @SteveChabot in the U.S. Congress. Vote Steve Chabot on Tuesday! #OH1,Mike Pence,17,0.0,0.711,0.289,0.7263
71,Republican,.@JohnCulberson is the right candidate to fight in Congress for the people of Texas 7! Get out &amp; vote for John Culb… https://t.co/bObLxBPg05,Mike Pence,23,0.116,0.884,0.0,-0.4389
72,Republican,"Get out &amp; support @DougDucey for Governor, Arizona! Doug is a proven leader who will put the people of Arizona FIRS… https://t.co/5L7e22Qnsi",Mike Pence,22,0.0,0.87,0.13,0.4574
73,Republican,"Get out &amp; support my friend, Cathy McMorris Rodgers, a proven leader in Congress &amp; fighter for the people of Washin… https://t.co/Q85r0Sn63E",Mike Pence,22,0.0,0.706,0.294,0.7579
74,Republican,Rod Blum is a principled conservative leader who stood with @RealDonaldTrump on tax cuts for America families &amp; fou… https://t.co/Ybw3gpetPh,Mike Pence,20,0.109,0.891,0.0,-0.296
75,Republican,West Virginia – get out &amp; support @CarolMillerWV – the right leader for the great people of #WV3!,Mike Pence,18,0.0,0.664,0.336,0.7959
76,Republican,.@DaveBratVA7th is a conservative fighter who stands up against the establishment &amp; WITH @RealDonaldTrump. We need… https://t.co/mhXFHpK5ui,Mike Pence,17,0.0,0.904,0.096,0.1531
77,Republican,"Mike Bost supports a strong national defense, tax cuts for American families, &amp; more choices for our veterans. He’s… https://t.co/6cup6A2mWn",Mike Pence,20,0.09,0.612,0.298,0.6249
78,Republican,.@JohnFasoNY is the right candidate for Upstate New York. He’s a strong advocate for our military &amp; our veterans &amp;… https://t.co/AyNaTHZYuW,Mike Pence,21,0.0,0.852,0.148,0.5106
79,Republican,Hello Michigan! Get out &amp; support @ElectMikeBishop for #MI08. Mike Bishop is a principled conservative who will sta… https://t.co/9jtk9QI6Ka,Mike Pence,19,0.0,0.85,0.15,0.4574
80,Republican,.@karenhandel is a proven leader who helped deliver tax cuts to Georgia families &amp; has fought for our military &amp; ve… https://t.co/yc62OjjmdQ,Mike Pence,22,0.191,0.809,0.0,-0.5423
81,Republican,.@realDonaldTrump &amp; I are PROUD to stand with @JohnJamesMI for U.S. Senate in Michigan. John is a future star of… https://t.co/TdFCsWuLnY,Mike Pence,21,0.0,0.824,0.176,0.5904
82,Republican,Get out and vote @tmac4congress! Tom MacArthur is a proven leader who puts RESULTS before partisanship. He’s the fi… https://t.co/6RPvG00XqK,Mike Pence,20,0.0,1.0,0.0,0.0
83,Republican,The people of Kentucky deserve strong leaders like @barrforcongress. Andy Barr fought for tax cuts for working Amer… https://t.co/rjE6mtHABL,Mike Pence,19,0.178,0.593,0.229,0.3182
84,Republican,.@MikeKellyForPA FIGHTS for the people of Pennsylvania &amp; stands with @RealDonaldTrump to get REAL results. Get out… https://t.co/kqbAl1pdEC,Mike Pence,18,0.168,0.832,0.0,-0.5319
85,Republican,.@RealDonaldTrump &amp; I are with @MarthaMcSally all the way! She’s served our country proudly in uniform &amp; in the US… https://t.co/l7y6yhSFam,Mike Pence,21,0.0,0.83,0.17,0.5983
86,Republican,.@RealDonaldTrump &amp; I stand with @Troy_Balderson for #OH12. Get out and support Troy Balderson for U.S. Congress!,Mike Pence,17,0.0,0.834,0.166,0.4574
87,Republican,"Nevada needs a Governor who will work with @RealDonaldTrump – that person is @AdamLaxalt, a veteran who has dedicat… https://t.co/KvudLJlYcA",Mike Pence,20,0.0,1.0,0.0,0.0
88,Republican,People of Nebraska - get out and support @DonJBacon for Congress. Don served our country proudly in uniform complet… https://t.co/hDFSc3ql3Y,Mike Pence,20,0.0,0.73,0.27,0.743
89,Republican,We need @DeanHeller back in the Senate Nevada! Get out and vote for him tomorrow! https://t.co/FBdcffwZqL,Mike Pence,16,0.0,1.0,0.0,0.0
90,Republican,Make sure to get out and vote for @TeamCMR tomorrow WA-5! https://t.co/1FjTeN33ry,Mike Pence,12,0.0,0.809,0.191,0.3802
91,Republican,"One day to go! Heading to Montana this morning to campaign with @MattForMontana for US Senate, then on to South Dak… https://t.co/pFl03cPyLW",Mike Pence,22,0.0,1.0,0.0,0.0
92,Republican,THANK YOU TENNESSEE! What a great crowd to see @realDonaldTrump and support at @VoteMarsha Blackburn for Senate. Sh… https://t.co/0v1d4CfkLx,Mike Pence,19,0.0,0.592,0.408,0.884
93,Republican,WHEELS UP! President @realDonaldTrump and I will see you soon Chattanooga! We need your support for Tennessee’s nex… https://t.co/vwpXMffUxT,Mike Pence,19,0.0,0.838,0.162,0.508
94,Republican,It’s Results vs Resistance in 3 days Florida. @realDonaldTrump &amp; I need you to vote for @ScottforFlorida &amp;… https://t.co/Dq9RnC5WXO,Mike Pence,19,0.0,1.0,0.0,0.0
95,Republican,"Thank you Florida! Under @RealDonaldTrump: Promises Made, Promises Kept! #MAGA https://t.co/a9srALHNOq",Mike Pence,11,0.0,0.491,0.509,0.8065
96,Republican,"HUGE crowd in Pensacola, FL tonight for @RealDonaldTrump rally! Florida - Go vote for @ScottforFlorida for US Senat… https://t.co/che6gG6O4R",Mike Pence,19,0.0,0.836,0.164,0.5147
97,Republican,Just a few days away from re-electing one of the best Governors in the Nation - my good friend @ScottWalker! And le… https://t.co/cSeF2KwWJ0,Mike Pence,23,0.0,0.63,0.37,0.8908
98,Republican,"Karen is hitting the campaign trail this morning in Charleston, South Carolina supporting @karringtonsc. Great brea… https://t.co/RiaL17LQbv",Mike Pence,17,0.0,0.682,0.318,0.7906
99,Republican,Picture perfect fall morning! Great day to hit the campaign trail with @ScottWalker and @LeahVukmir in Wisconsin an… https://t.co/hxvXSMCHVO,Mike Pence,19,0.0,0.678,0.322,0.8439
100,Republican,GREAT NIGHT in Indiana! Huge crowd to support @realdonaldtrump &amp; @braunforindiana #MAGA https://t.co/YsBlldiYLZ,Mike Pence,13,0.0,0.497,0.503,0.8786
101,Republican,"THANK YOU for the warm welcome, Hoosiers! PROUD to stand with @RealDonaldTrump &amp; @Braun4Indiana in my home state of… https://t.co/xtRxTSWAhj",Mike Pence,20,0.0,0.566,0.434,0.9054
102,Republican,"THANK YOU, KANSAS CITY! Great afternoon supporting @HawleyMO for MO Senate &amp; @KrisKobach1787 for Governor of KS! Th… https://t.co/djyZrQhHfs",Mike Pence,19,0.0,0.597,0.403,0.896
103,Republican,Coming up LIVE @CPAC 365! Watch here:  https://t.co/Iiwq7DugX8,Mike Pence,8,0.0,1.0,0.0,0.0
104,Republican,"Check out our daughter @charlipence on @700club today talking about her new book, “Where You Go: Life Lessons from… https://t.co/SqDVNNBh4C",Mike Pence,20,0.0,1.0,0.0,0.0
105,Republican,"We’re off! Heading to Kansas City, Missouri for @CPAC 365 &amp; to support my friend @HawleyMO — then home to join… https://t.co/C6KnNymU83",Mike Pence,22,0.0,0.754,0.246,0.7345
106,Republican,"Another GREAT crowd in Savannah tonight for @BrianKempGA! GREAT day, GREAT candidate, and soon to be GREAT Governor… https://t.co/UWfLv47ijh",Mike Pence,19,0.0,0.433,0.567,0.9706
107,Republican,"I’ve got a message for all of Stacey Abrams’ Hollywood friends: This ain’t Hollywood. This is Georgia!

Vote… https://t.co/LPFmqo7ZBu",Mike Pence,19,0.0,0.834,0.166,0.5255
108,Republican,"THANK YOU, GEORGIA! HUGE crowds and GREAT energy throughout the state for the next Governor of Georgia -… https://t.co/0oTpj0eKLV",Mike Pence,19,0.0,0.526,0.474,0.9259
109,Republican,PROUD to be in Georgia supporting @BrianKempGA for Governor! Georgians don’t want Hollywood elites telling them who… https://t.co/OYmE2f9jRi,Mike Pence,18,0.0,0.643,0.357,0.8087
110,Republican,"My wife Karen has been hard at work on the campaign trail! Today she’s in Virginia supporting DAVE BRAT, a principl… https://t.co/7ehdVdJF2t",Mike Pence,22,0.059,0.805,0.135,0.4199
111,Republican,"GREAT to be in Ohio today supporting STRONG Republican candidates. Proud to stand with @MikeDeWine for Governor,… https://t.co/Njv3qnRUYu",Mike Pence,18,0.0,0.485,0.515,0.942
112,Republican,"Incredible day in Michigan! One of best parts was walking off AF2 with @SchuetteonDuty, @JohnJamesMI — his wife Liz… https://t.co/ArvdTtC6lY",Mike Pence,20,0.0,0.8,0.2,0.6696
113,Republican,HUGE crowd tonight in Grand Rapids supporting STRONG Republican candidates: @JohnJamesMI for US Senate &amp;… https://t.co/evLBrFSow3,Mike Pence,16,0.0,0.481,0.519,0.918
114,Republican,PROUD to be in Michigan today with STRONG Republican candidates down ballot. Get out and vote @ScheutteOnDuty for G… https://t.co/AwG1YZ4oBe,Mike Pence,20,0.0,0.696,0.304,0.8345
115,Republican,GREAT to be in Michigan supporting two great Republican leaders -@ElectMikeBishop &amp; @LenaEpstein! We need them in C… https://t.co/qGG5DhUSek,Mike Pence,19,0.0,0.569,0.431,0.9205
116,Republican,Great to see @AdamLaxalt today in Carson City! Get out and vote to make him the next Governor of Nevada! https://t.co/gjg8R8GDJv,Mike Pence,21,0.0,0.81,0.19,0.6892
117,Republican,"PROUD to stand with @DeanHeller for Senate! Dean has a proven record of supporting our military, voting for tax cut… https://t.co/OjzeB3fvr8",Mike Pence,21,0.0,0.719,0.281,0.792
118,Republican,Great to be in Las Vegas today supporting @CresentHardy for Congress! Cresent will be a voice for @RealDonaldTrump’… https://t.co/j6XVWy8zrY,Mike Pence,19,0.0,0.687,0.313,0.807
119,Republican,Karen had a great day on the campaign trail supporting @LenaEpstein for MI-11. Lena is a strong supporter of the… https://t.co/gIKeboiKvi,Mike Pence,21,0.0,0.547,0.453,0.9081
120,Republican,"PROUD to stand with the next Senator from Arizona - @MarthaMcSally! Martha is a leader in Congress, veteran of our… https://t.co/ndsYbpE7at",Mike Pence,21,0.0,0.814,0.186,0.628
121,Republican,"THANK YOU, New Mexico! Get out and support @Yvette4Congress &amp; @Pearce4NM! We need leaders like Yvette Herrell in Co… https://t.co/iEOpE9BaLa",Mike Pence,20,0.0,0.653,0.347,0.8409
122,Republican,"GREAT to be in New Mexico supporting @Pearce4NM for Governor! Steve stands for secure borders, with our law enforce… https://t.co/VedNBZF497",Mike Pence,20,0.0,0.62,0.38,0.8866
123,Republican,"GREAT to be in Jacksonville, supporting the next Governor of Florida @RonDesantisFL &amp; the next Lieutenant Governor… https://t.co/32tkw3F9TQ",Mike Pence,18,0.0,0.674,0.326,0.8286
124,Republican,Latest @Freep poll has @JohnJamesMI &amp; @SchuetteOnDuty surging thanks to @realDonaldTrump’s increased approval ratin… https://t.co/xnINejSknV,Mike Pence,15,0.0,0.597,0.403,0.7964
125,Republican,Virginia has a warrior in @Scotttaylorva who fought for Americans in the Navy and he is still fighting alongside… https://t.co/sRpRN0AOwJ,Mike Pence,20,0.22,0.78,0.0,-0.5859
126,Republican,Couldn’t come to Pennsylvania without saying - @realDonaldTrump and I love Lou Barletta! He’s a great leader who is… https://t.co/xBp8u2OSJF,Mike Pence,20,0.0,0.636,0.364,0.8622
127,Republican,"It is great to be in Lancaster, PA with two great American Congressman  and two great supporters of… https://t.co/RWwWjiInv0",Mike Pence,19,0.0,0.497,0.503,0.9451
128,Republican,"WHEELS DOWN in Lancaster, PA. Looking forward to joining everyone shortly to show my support for @LloydSmuckerPA an… https://t.co/nbTomfKusd",Mike Pence,19,0.0,0.87,0.13,0.4019
129,Republican,"The American economy is booming! America is leading again on the world stage! PROUD to be in Wilkes-Barre/Scranton,… https://t.co/jL9uYugUGK",Mike Pence,19,0.0,0.803,0.197,0.6616
130,Republican,We are off to Pennsylvania to support @JohnChrin for Congress. See you soon Wilkes-Barre/Scranton! https://t.co/LGRq2tksrO,Mike Pence,15,0.0,0.824,0.176,0.4574
131,Republican,"We must secure our border, build the wall, close the loopholes, &amp; fix this broken immigration system once and for a… https://t.co/VAQWN6ijYq",Mike Pence,22,0.139,0.768,0.092,-0.3016
132,Republican,"We must secure our border, build the wall, close the loopholes, &amp; fix this broken immigration system once and for a… https://t.co/VAQWN6ijYq",Mike Pence,22,0.139,0.768,0.092,-0.3016
133,Republican,"The caravan is made up of many vulnerable families, children and elderly being exploited by human traffickers and c… https://t.co/B3nz3Ohk2M",Mike Pence,20,0.214,0.786,0.0,-0.5994
134,Republican,"Despite the fact that we have told the leaders of Honduras and Guatemala to turn the caravan around, the now 7,000… https://t.co/IHeZpjAUSj",Mike Pence,22,0.0,1.0,0.0,0.0
135,Republican,THANK YOU West Virginia! You overwhelmingly supported President @realDonaldTrump in 2016. In 2018 you will send… https://t.co/5LuI3edDXz,Mike Pence,17,0.07,0.657,0.273,0.6514
136,Republican,Delivered an important message today while campaigning for @MorriseyWV. Joe Manchin voted for Justice Kavanaugh aft… https://t.co/PFDUgc3iJX,Mike Pence,17,0.0,0.743,0.257,0.6369
137,Republican,It is GREAT to be back in West Virginia with your next great Senator @MorriseyWV. https://t.co/iFfyHOFDQl,Mike Pence,16,0.0,0.61,0.39,0.873
138,Republican,Virginia needs veteran and small-business owner @Denver4VA in Congress. Denver has my full endorsement because he i… https://t.co/BntyIMRUgj,Mike Pence,18,0.0,0.881,0.119,0.3182
139,Republican,PROUD to give my full endorsement today in Richmond to Congressman @DaveBratVA7th. Dave is a conservative committed… https://t.co/8wuDcGypjn,Mike Pence,18,0.0,0.71,0.29,0.7297
140,Republican,GREAT crowd today in Richmond for @RyanMcAdams4VA. Ryan is a strong conservative who will support the MAGA Agenda a… https://t.co/ZIdfgzCUm2,Mike Pence,20,0.0,0.596,0.404,0.8964
141,Republican,"GREAT to be in Virginia!!! Our country needs leaders in Congress like @DaveBratVA7th, @Denver4VA, and… https://t.co/m0UARqQPtz",Mike Pence,16,0.0,0.63,0.37,0.8485
142,Republican,BUSY DAY as we head to Virginia and West Virginia to show @realDonaldTrump‘s and my strong support for… https://t.co/Ahvc2B7lXT,Mike Pence,19,0.0,0.739,0.261,0.7184
143,Republican,GREAT afternoon in Iowa supporting my friend &amp; one of America’s best governors - @KimReynoldsIA! Kim puts the peopl… https://t.co/0KjD8XSFk8,Mike Pence,20,0.0,0.493,0.507,0.9471
144,Republican,"GREAT to be in Des Moines supporting @YoungForIowa &amp; @KimReynoldsIA! 1st up, a great event for David Young- a princ… https://t.co/V1ceMiPhVB",Mike Pence,21,0.0,0.569,0.431,0.9205
145,Republican,"Hello Topeka! GREAT to be here supporting a veteran, businessman, &amp; 6th generation Kansan @Steve4Kansas!… https://t.co/VcYECuLBJZ",Mike Pence,16,0.0,0.61,0.39,0.8525
146,Republican,Great to be in Wichita supporting an early supporter of @RealDonaldTrump’s @KrisKobach1787 to be be next Governor o… https://t.co/3mtBiV64bB,Mike Pence,19,0.0,0.637,0.363,0.8442
147,Republican,GREAT night in TULSA! Had the privilege to meet these great Americans who waited in line since 8:30am to attend ton… https://t.co/PkLmjJyrCO,Mike Pence,22,0.0,0.618,0.382,0.914
