,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
18,Democrats,This month marks 50 years since a movement was born on Christopher Street — a movement that has delivered so much a… https://t.co/fFcoEPJhZ5,Sen Warren,23,0.0,1.0,0.0,0.0
19,Democrats,"What we need is presidential leadership that will take strategic action to counter the Iranian threat, restore Amer… https://t.co/upMOS2BkF3",Sen Warren,19,0.15,0.752,0.097,-0.296
20,Democrats,Make no mistake: Iran continues to be a bad actor that abuses human rights and supports terrorist activities throughout the region.,Sen Warren,21,0.498,0.426,0.076,-0.9313
21,Democrats,It’s sadly ironic that the State Department is now calling on Iran to abide by the very deal the Trump Administrati… https://t.co/2rv8jHL0Ri,Sen Warren,22,0.177,0.823,0.0,-0.5106
22,Democrats,But they’ve only gotten more aggressive. Trump also promised that walking away would somehow lead to a better deal… https://t.co/rT82mD4rwc,Sen Warren,20,0.081,0.687,0.232,0.5434
23,Democrats,He unilaterally withdrew from the hard-won nuclear agreement that the Obama-Biden Administration negotiated to stop… https://t.co/LDXtmDghqw,Sen Warren,16,0.0,0.824,0.176,0.4939
24,Democrats,President Trump's Iran strategy is a self-inflicted disaster. Two of America's vital interests in the Middle East a… https://t.co/FRucbdCYut,Sen Warren,19,0.176,0.644,0.18,-0.2263
25,Democrats,"As we recognize Juneteenth and the progress we’ve made since slavery, we must also double down on our efforts to ro… https://t.co/9XBeCMVTK4",Sen Warren,22,0.174,0.725,0.101,-0.4588
26,Democrats,"America was founded on the ideals of equality, equity, &amp; fairness—but has failed to live up to that promise for all… https://t.co/IaRBX6okNz",Sen Warren,22,0.125,0.72,0.155,-0.0516
27,Democrats,Trump’s policies appear intentionally designed to aggravate the situation to scare Americans into re-electing him.… https://t.co/yHbZyjQHCa,Sen Warren,16,0.324,0.676,0.0,-0.7717
28,Democrats,President Trump threatening the mass deportation of immigrants is cruel and un-American. We can fix our broken immi… https://t.co/qd43knpKGV,Sen Warren,19,0.392,0.608,0.0,-0.8834
29,Democrats,"This is truly the most important election of our lifetime. If we want to defeat Donald Trump, it’s going to take ev… https://t.co/Y3an2xagBb",Sen Warren,23,0.106,0.672,0.222,0.3167
30,Democrats,"Trump’s response to Charlottesville two years ago was abhorrent, but it’s not just that. It’s happening every day.… https://t.co/5fomDtXGyn",Sen Warren,19,0.124,0.876,0.0,-0.3716
31,Democrats,"Trump continues to undermine our standing in the world.

Our core values of inclusivity, diversity, respect for the… https://t.co/SEkkIHNjCy",Sen Warren,19,0.092,0.667,0.242,0.5574
32,Democrats,"Just look at his tax plan.

As president, Biden will reverse Trump’s tax cuts for the super wealthy. It’s time we r… https://t.co/UKUDl9v5EK",Sen Warren,23,0.077,0.699,0.224,0.6369
33,Democrats,"Let’s be clear: President Trump inherited a growing economy from the Obama-Biden administration. And now, he’s in t… https://t.co/TS2H4HBVJB",Sen Warren,19,0.0,0.788,0.212,0.5106
34,Democrats,Hey there - @TeamJoe here. President Trump dismisses everything he doesn’t want to hear as “FAKE NEWS” -- so as he… https://t.co/LsuOQHMV37,Sen Warren,22,0.0,0.939,0.061,0.0772
35,Democrats,"For all the hard-won progress, for as much as we can celebrate how much better things have gotten — this fight is n… https://t.co/hD6YptIvVG",Sen Warren,24,0.096,0.605,0.299,0.7506
36,Democrats,Stopped by @TheStonewallNYC to celebrate #PrideMonth &amp; #WorldPride where the movement began 50 years ago. https://t.co/2Z4PyfzyOq,Sen Warren,16,0.097,0.714,0.189,0.4215
37,Democrats,It’s past time for a $15 minimum wage. https://t.co/PQf5I3Qxzp,Sen Warren,9,0.0,1.0,0.0,0.0
38,Democrats,"I’ll be taking the stage at 9PM ET on June 27 for the first Democratic debate!

We’re organizing debate watch parti… https://t.co/GrfKGpmioG",Sen Warren,22,0.0,1.0,0.0,0.0
39,Democrats,"This weekend, I’m heading to South Carolina for the @SCDP Convention and world-famous #ClyburnFishFry! RSVP to come… https://t.co/JTawef1TTJ",Sen Warren,18,0.0,1.0,0.0,0.0
40,Democrats,"Under President Trump’s policies, a four-month-old was separated from his family at the border. It’s unconscionable… https://t.co/zGRdOL335j",Sen Warren,17,0.0,1.0,0.0,0.0
41,Democrats,"Happy anniversary to the love of my life and the life of my love, @DrBiden. I’m forever grateful you agreed to spen… https://t.co/SIDtmgQFaZ",Sen Warren,23,0.0,0.511,0.489,0.9531
42,Democrats,"It will also include premium-free access to this public option for people who would otherwise qualify for Medicaid,… https://t.co/jUHBAE7pRB",Sen Warren,19,0.0,1.0,0.0,0.0
43,Democrats,"Lastly, I discussed how my health care plan will include access to a Medicare-like public option for anyone who wants it.",Sen Warren,21,0.0,0.849,0.151,0.4939
44,Democrats,"I declared that we have to do everything we can to protect the most sacred, fundamental right we have: the right to vote.",Sen Warren,23,0.0,0.89,0.11,0.3818
45,Democrats,"I discussed how in a Biden Administration, we’ll support teachers and ensure every kid has access to a quality educ… https://t.co/TUpObiizeZ",Sen Warren,21,0.0,0.751,0.249,0.6486
46,Democrats,"I talked about how the greatest sin is the abuse of power — whether economic, or physical, or social. And, it’s our… https://t.co/ybPdhmpUt7",Sen Warren,23,0.26,0.6,0.14,-0.5574
47,Democrats,"I was honored to join @UniteThePoor, @RevDrBarber, and @liztheo at today’s #PPCMoralCongress Presidential Forum.",Sen Warren,14,0.0,0.647,0.353,0.7184
48,Democrats,"Today, I took @EricHolder's @demredistrict pledge to support #FairMaps. For too long, gerrymandering has allowed po… https://t.co/yxW0fd68B5",Sen Warren,17,0.0,0.847,0.153,0.4019
49,Democrats,"Four years ago, a white supremacist walked into ""Mother Emanuel"" and gunned down nine brave souls, including my fri… https://t.co/tRbrlphIw7",Sen Warren,20,0.0,0.776,0.224,0.5994
50,Democrats,"7 years ago, @BarackObama and I offered security to DREAMers, young people brought here as kids who only know Ameri… https://t.co/XaPEH2UFil",Sen Warren,21,0.0,0.882,0.118,0.34
51,Democrats,"Good luck to the @USWNT as they take on Chile! 

As we cheer them on in the World Cup, we must support their fight… https://t.co/dpHU4LOP3m",Sen Warren,25,0.0,0.633,0.367,0.9041
52,Democrats,"As my father believed, there’s no higher calling for a woman or a man than to be a good mother or a good father. Ha… https://t.co/E0aHV2Ze7Z",Sen Warren,26,0.081,0.704,0.215,0.5574
53,Democrats,"This country wasn’t built by Wall Street bankers, CEOs, or hedge fund managers. It was built by the American middle… https://t.co/ue4wXPN725",Sen Warren,21,0.0,1.0,0.0,0.0
54,Democrats,"In America, no child’s future should be determined by their zip code, parents’ income, race, or disability. In a Bi… https://t.co/ZFN0GEboYw",Sen Warren,21,0.097,0.796,0.106,0.0516
55,Democrats,"The extraordinary bravery shown by hundreds of thousands in Hong Kong, marching for the civil liberties &amp; autonomy… https://t.co/cXTgAHaN3U",Sen Warren,19,0.0,0.723,0.277,0.7579
56,Democrats,This is simple. No candidate running for office should help foreign governments undermine our democracy. That inclu… https://t.co/fiZIPkxySP,Sen Warren,18,0.199,0.679,0.122,-0.1779
57,Democrats,Donald Trump doesn’t think it matters if candidates accept damaging intel on their opponent from a foreign governme… https://t.co/J2JS9ChNps,Sen Warren,19,0.15,0.682,0.168,-0.1531
58,Democrats,Every worker in this country deserves the dignity that comes with fair wages and benefits — and the right to collec… https://t.co/DwHxVnwqCz,Sen Warren,22,0.0,0.703,0.297,0.765
59,Democrats,Had great pancakes and great conversation at Tasty Cafe in Eldridge before heading to Clinton Community College for… https://t.co/t80prENqgZ,Sen Warren,19,0.0,0.675,0.325,0.8481
60,Democrats,"I have nothing against Amazon, but no company pulling in billions of dollars of profits should pay a lower tax rate… https://t.co/vH6OS01gZ3",Sen Warren,22,0.31,0.549,0.141,-0.3837
61,Democrats,President Trump is once again welcoming foreign interference in our elections. This isn’t about politics. It is a t… https://t.co/wlGfmBTUqV,Sen Warren,20,0.0,0.861,0.139,0.4404
62,Democrats,We had a great day in Iowa talking about how we rebuild the backbone of our country — the middle class. Thank you t… https://t.co/QxevfT1ceo,Sen Warren,25,0.0,0.761,0.239,0.765
63,Democrats,"Today in 1967, the Supreme Court struck down interracial marriage bans in Loving v. Virginia—a decision that inched… https://t.co/oEA9HZV5S5",Sen Warren,19,0.078,0.627,0.294,0.7579
64,Democrats,Our 9/11 first responders represent the best of our country — selflessly rushing into danger to save others. We owe… https://t.co/8J0TsLIv1T,Sen Warren,21,0.122,0.612,0.266,0.6124
65,Democrats,"Prayers are not enough to end these senseless mass shootings. This violence is not normal. As a country, we have a… https://t.co/a2H61annAj",Sen Warren,22,0.17,0.83,0.0,-0.6249
66,Democrats,"Three years later, the horrific attack on Pulse Nightclub still shakes our nation to the core. A night that should… https://t.co/aBJ5lQQcue",Sen Warren,21,0.294,0.706,0.0,-0.8176
67,Democrats,President Trump thinks his tariffs are being paid by China. Just like he thinks Mexico is building the wall.,Sen Warren,19,0.0,0.878,0.122,0.3612
68,Democrats,"Tomorrow, we’re heading to Clinton, Iowa, and hope to see you there! RSVP at https://t.co/MwCakzlMdm and spread the… https://t.co/xVR7cg1Bgh",Sen Warren,19,0.0,0.849,0.151,0.4926
69,Democrats,President Trump is bringing his secret one page agreement with Mexico to Iowa. The Iowans being crushed by his tariffs would like to see it.,Sen Warren,25,0.092,0.721,0.187,0.4404
70,Democrats,Good luck to the @USWNT as they kick off their first game of the Women’s World Cup. @DrBiden and I will be rooting… https://t.co/520caCHKS4,Sen Warren,24,0.0,0.781,0.219,0.7096
71,Democrats,Thank you for following along this afternoon! Follow @TeamJoe to keep up with everything happening on the campaign. #TeamJoe,Sen Warren,19,0.0,0.866,0.134,0.4199
72,Democrats,We can’t afford four more years of an administration that gambles with the livelihoods of American families. Workin… https://t.co/EwNUY7Dc4D,Sen Warren,19,0.0,0.905,0.095,0.2263
73,Democrats,Trump doesn’t get the basics. He thinks his tariffs are being paid by China. Any freshman econ student could tell y… https://t.co/Alnz7uEXGT,Sen Warren,22,0.0,1.0,0.0,0.0
74,Democrats,"He thinks he’s being tough. Well, it’s easy to be tough when someone else is feeling the pain. How many farmers acr… https://t.co/4su0eneAka",Sen Warren,23,0.211,0.57,0.218,0.0516
75,Democrats,Tune in here: https://t.co/4rTMVjJzyb,Sen Warren,4,0.0,1.0,0.0,0.0
76,Democrats,"When it comes to President Trump’s tariff war with China, one thing is clear: America’s farmers and manufacturers a… https://t.co/aEnaSRsYlJ",Sen Warren,20,0.159,0.735,0.106,-0.3182
77,Democrats,"Hey everyone, @TeamJoe here. We’re taking over to keep you in the loop on our event in Ottumwa, Iowa. Stay tuned! #TeamJoe",Sen Warren,22,0.0,1.0,0.0,0.0
78,Democrats,I'm headed to eastern Iowa this week to talk with voters about our vision for the future. Head to… https://t.co/8RBGybQqbM,Sen Warren,20,0.0,0.905,0.095,0.25
79,Democrats,It was great to be back in Atlanta! Thank you to Mayor @KeishaBottoms for showing me around town and for your work… https://t.co/LQ3YBn5ayH,Sen Warren,23,0.0,0.753,0.247,0.784
80,Democrats,President Trump’s decision to abandon the #ParisAgreement wasn't just reckless—it abdicated our leadership on the w… https://t.co/3l9CnrkDV1,Sen Warren,17,0.153,0.847,0.0,-0.4404
81,Democrats,"Jill &amp; I were thrilled to be there today to watch our amazing granddaughter Maisy graduate. Maisy, you make us so p… https://t.co/q8thRLPEOH",Sen Warren,23,0.0,0.749,0.251,0.7717
82,Democrats,"As president, I’ll lead America to become the world’s clean energy superpower.

https://t.co/FbsOsyQkIo https://t.co/rzeIcuW9BW",Sen Warren,14,0.0,0.714,0.286,0.5859
83,Democrats,"Happy birthday to one of the strongest people Jill and I know, @GabbyGiffords. You are an inspiration to so many pe… https://t.co/SS7He7vjer",Sen Warren,22,0.0,0.643,0.357,0.875
84,Democrats,"Happy #BestFriendsDay to my friend, @BarackObama. https://t.co/JTd1t7NtyL",Sen Warren,7,0.0,0.42,0.58,0.7845
85,Democrats,The Bidens are celebrating my daughter Ashley’s birthday today. @DrBiden and I are so proud of everything she has a… https://t.co/VFzbKjTXvr,Sen Warren,21,0.0,0.701,0.299,0.8267
86,Democrats,"Across America, mayors are stepping up and leading the way on combating climate change. Thank you to… https://t.co/hWIYWnuJO6",Sen Warren,18,0.0,0.872,0.128,0.3612
87,Democrats,"Iowa, we’re heading your way next week and hope to see you there! Go to https://t.co/r0RlGWdvLe to RSVP to an event in your community.",Sen Warren,24,0.0,0.878,0.122,0.4926
88,Democrats,"Make no mistake, how we act in the next 12 years will determine the very livability of our planet. We’ll make the l… https://t.co/dTGcVWVsQI",Sen Warren,24,0.173,0.827,0.0,-0.5574
89,Democrats,This campaign is about listening to communities and working with them to find solutions to the issues on their mind… https://t.co/d1CFYfAU7D,Sen Warren,21,0.0,0.922,0.078,0.1779
90,Democrats,I know how to beat the NRA because I’ve done it before - twice. I shepherded through the passage of the Brady backg… https://t.co/cIKUtr0RKi,Sen Warren,24,0.0,1.0,0.0,0.0
91,Democrats,We can’t let a special interest group dictate the safety of the rest of the country. That’s why defeating the NRA i… https://t.co/txzHWNjFcq,Sen Warren,23,0.089,0.619,0.292,0.7096
92,Democrats,"We will be rolling out policies to reduce gun violence in the coming months, but it’s clear we need to: 
- Close th… https://t.co/dstpi7I62W",Sen Warren,24,0.154,0.723,0.123,0.0387
93,Democrats,There are actions that Congress can take right now if they were to listen to the majority of the American people wh… https://t.co/31cpur25df,Sen Warren,23,0.0,1.0,0.0,0.0
94,Democrats,We don't need to convince the American public that common-sense measures to reduce gun violence are a good idea. 2… https://t.co/GnwHCqB2o1,Sen Warren,21,0.304,0.59,0.107,-0.6531
95,Democrats,This is politics at its worst. We should all feel safe to walk the streets of our own cities and towns. Our workers… https://t.co/MIirJb3MLH,Sen Warren,24,0.141,0.759,0.1,-0.296
96,Democrats,We need action. But the NRA and gun manufacturers have such a firm grip on Republicans in Congress that they refuse… https://t.co/JneqChQ9k3,Sen Warren,22,0.107,0.893,0.0,-0.34
97,Democrats,"Today is #NationalGunViolenceAwarenessDay. Our team, and people across the country, are wearing orange in remembran… https://t.co/3wXp8SOxib",Sen Warren,16,0.0,1.0,0.0,0.0
98,Democrats,Women’s rights and health care are under assault in a way that seeks to roll back every step of progress we’ve made… https://t.co/qsc1Vg6nv7,Sen Warren,23,0.132,0.66,0.208,0.296
99,Democrats,"Today, we honor all those who answered duty’s call on June 6, 1944, not only in memorials and remembrances, but in… https://t.co/on8W40wC6S",Sen Warren,22,0.0,0.909,0.091,0.2732
100,Democrats,Their valor cemented in history their place of honor and it planted the seeds of what would grow to become the grea… https://t.co/IiyNBDy8DQ,Sen Warren,23,0.0,0.873,0.127,0.4939
101,Democrats,We will never forget what the conviction and mettle of those young patriots achieved—for all of us.,Sen Warren,17,0.0,0.906,0.094,0.1695
102,Democrats,"With uncommon courage and unfailing honor, Allied forces claimed the first few feet in the drive to turn back an em… https://t.co/Jeh3KAmqMx",Sen Warren,22,0.0,0.758,0.242,0.7506
103,Democrats,"75 years ago, far from home, on those bloody beachheads of Normandy, thousands of brave young Americans risked ever… https://t.co/oVov3Kxfxq",Sen Warren,20,0.19,0.675,0.135,-0.1027
104,Democrats,We can’t afford four more years of President Trump attacking the progress we’ve made on climate change. On day one… https://t.co/H6EHwls1VX,Sen Warren,21,0.121,0.766,0.113,-0.0516
105,Democrats,We had a great few days on the campaign trail in New Hampshire. Thank you to everyone who came out to join us! I lo… https://t.co/7vGRM3FMOf,Sen Warren,26,0.0,0.698,0.302,0.8439
106,Democrats,"Spent yesterday afternoon in Plymouth, NH, discussing how we build our Clean Energy Revolution. Under our bold new… https://t.co/VrRpkzaNlN",Sen Warren,19,0.0,0.57,0.43,0.8842
107,Democrats,"As the sun sets around the world, Jill and I want to extend our warmest wishes to those marking the end of Ramadan.… https://t.co/sDeJhSgEgI",Sen Warren,24,0.0,0.722,0.278,0.6486
108,Democrats,"Estamos enfrentando una emergencia climática y debemos tomar medidas drásticas ya. Por eso, hoy, estoy anunciando m… https://t.co/gLGG1HfCGU",Sen Warren,18,0.0,1.0,0.0,0.0
109,Democrats,"China’s continuing oppression of its own people, especially the abuse and internment of more than one million Uyghu… https://t.co/Thcn6qUYZ5",Sen Warren,19,0.199,0.801,0.0,-0.6682
110,Democrats,Today is the anniversary of China's brutal crackdown in Tiananmen Square. Authorities tried to stop peaceful calls… https://t.co/YdAaFeI1Wb,Sen Warren,18,0.257,0.612,0.131,-0.4767
111,Democrats,"Making these revolutionary changes is going to take an incredible commitment at all levels, but I know we can meet… https://t.co/fKpeZjH2TE",Sen Warren,21,0.0,0.913,0.087,0.2023
112,Democrats,We need to dramatically accelerate our worldwide effort to meet the intensity of the challenge we face. I hope you'… https://t.co/GMgKILt4rB,Sen Warren,21,0.0,0.811,0.189,0.4939
113,Democrats,"I will rejoin the Paris Climate Accord on Day One. But that’s not sufficient.

I’ll immediately get to work leading… https://t.co/0yb6QfYLM2",Sen Warren,21,0.0,1.0,0.0,0.0
114,Democrats,We’ll hold polluters accountable for the damage they've caused—particularly in low-income communities and communiti… https://t.co/z3qWLsae4K,Sen Warren,15,0.323,0.677,0.0,-0.7351
115,Democrats,"This initiative will create new, good-paying jobs all across the clean economy in the United States of America. It’… https://t.co/7d1tpaKNnL",Sen Warren,20,0.0,0.691,0.309,0.765
116,Democrats,We’re going to make record-breaking investments in research and development and zero-carbon technologies so that Am… https://t.co/qsrmZA643p,Sen Warren,17,0.0,1.0,0.0,0.0
117,Democrats,"Science tells us that how we act, or fail to act, in the next 12 years will determine the very livability of our pl… https://t.co/l3U2Ce2tgS",Sen Warren,25,0.127,0.873,0.0,-0.5423
118,Democrats,"Today, President Trump denies the evidence in front of his own eyes, hides climate science produced by his own admi… https://t.co/1Q2sgO4qN9",Sen Warren,21,0.191,0.809,0.0,-0.5423
119,Democrats,"We are in a climate emergency and we must take drastic action now to address it. So today, I’m announcing my plan f… https://t.co/ghbFDuhhZt",Sen Warren,24,0.106,0.894,0.0,-0.3818
120,Democrats,"We have a major problem with educational inequality and we need to tackle it head on. In a Biden Administration, we… https://t.co/5hUoVUwbjR",Sen Warren,22,0.124,0.876,0.0,-0.4019
121,Democrats,"Happy birthday to the love of my life and the life of my love, @DrBiden. Jilly, I love you. https://t.co/WFwlUCuowv",Sen Warren,20,0.0,0.479,0.521,0.9538
122,Democrats,"I’m looking forward to traveling to New Hampshire this week to talk to voters about my plans for our country. 

RSV… https://t.co/VejXrL2OVJ",Sen Warren,22,0.0,1.0,0.0,0.0
123,Democrats,Thank you @HRC for having me tonight in Columbus. At a time when we’re seeing the forces of hate and intolerance pu… https://t.co/4gP6SozyUV,Sen Warren,23,0.141,0.763,0.095,-0.296
124,Democrats,"Gun violence occurs every day across America. Enough is enough.
Not every life lost makes national headlines, but i… https://t.co/ssCE39Qc2J",Sen Warren,20,0.187,0.748,0.065,-0.4155
125,Democrats,Pride is about standing up to the voices of injustice and discrimination and declaring that everyone has the right… https://t.co/HpJ5OyR8x9,Sen Warren,20,0.154,0.747,0.1,-0.3182
126,Democrats,11 innocent lives cut down. 11 more futures denied. When will we finally say enough is enough? It’s long past time… https://t.co/lyVVjURQqg,Sen Warren,22,0.198,0.712,0.09,-0.4364
127,Democrats,America’s teachers have been forced to make ends meet with too little pay and too few resources. That changes with… https://t.co/N2OilDPkCE,Sen Warren,21,0.178,0.822,0.0,-0.4779
128,Democrats,"One in five children experience mental health challenges, but too many don’t get help. My plan doubles the number o… https://t.co/9x0UDXgEp0",Sen Warren,21,0.0,0.745,0.255,0.631
129,Democrats,"Every day, we’re witnessing the Trump Administration attack the hard fought progress made by the LGBTQ community. W… https://t.co/cJWeGMGmtt",Sen Warren,19,0.276,0.61,0.114,-0.4588
130,Democrats,Jill and I were honored to join today’s Memorial Day service in Delaware. We must remember the brave women and men… https://t.co/MsDgbPfk1i,Sen Warren,22,0.0,0.657,0.343,0.8555
131,Democrats,"@KamalaHarris @DrBiden Thank you @KamalaHarris from me, Jill, &amp; all the Bidens for your kind remembrance of Beau to… https://t.co/Uh7q7xCiT0",Sen Warren,20,0.0,0.753,0.247,0.7096
132,Democrats,"We’ve got to invest in every child — regardless of zip code or race or parents' income. In a Biden Administration,… https://t.co/hB8DbTV69f",Sen Warren,22,0.0,1.0,0.0,0.0
133,Democrats,"South Carolina would be lucky to have @harrisonjaime representing them in the Senate. He has the character, intelli… https://t.co/AB5oOoAfPr",Sen Warren,19,0.0,0.865,0.135,0.4215
134,Democrats,Our motivated students make me believe America’s best days are still ahead. Thank you to Mayor @Mike_Rawlings and… https://t.co/tQ8pRdWa2v,Sen Warren,19,0.0,0.623,0.377,0.8658
135,Democrats,We had a great first day in Texas! Thank you to @rweingarten and @AFTunion for the discussion on how we improve our… https://t.co/ZuxA32aRIx,Sen Warren,23,0.0,0.66,0.34,0.8687
136,Democrats,"There is no doubt in my mind that if we take these steps, no nation on earth will be able to match the United State… https://t.co/g7anVnoG3n",Sen Warren,26,0.218,0.694,0.088,-0.4767
137,Democrats,"Our children are our future, it’s time we start investing in them from birth. https://t.co/WkDxxamJlT",Sen Warren,15,0.0,1.0,0.0,0.0
138,Democrats,It’s our responsibility to provide every middle and high school student a path to a successful career. https://t.co/SlVRJSuw68,Sen Warren,18,0.0,0.798,0.202,0.5859
139,Democrats,"In America, no child’s future should be determined by their zip code, parents’ income, race, or disability. https://t.co/Q43YWyq6K8",Sen Warren,18,0.107,0.777,0.117,0.0516
140,Democrats,We must invest in our public schools so students can grow into healthy adults and educators can focus on teaching. https://t.co/f6xHzfTq8o,Sen Warren,21,0.0,0.881,0.119,0.4019
141,Democrats,It’s time we give our educators the pay and dignity they deserve. https://t.co/Hzhr7jZF4t,Sen Warren,13,0.093,0.728,0.179,0.3182
142,Democrats,Our plan will increase teacher pay and provide them with the support they deserve. We’ll invest in all children fro… https://t.co/soi2Jz4Zxp,Sen Warren,21,0.057,0.738,0.205,0.5574
143,Democrats,I’ve seen firsthand how hard teachers work with little support and few resources. We’ve got to do better. That’s wh… https://t.co/Jzjd36Z2Kd,Sen Warren,21,0.057,0.729,0.215,0.6003
144,Democrats,Teachers like Ronniece are not only educating our children — they’re building the future of our country. https://t.co/Jr1Qf84sfq,Sen Warren,18,0.0,0.865,0.135,0.3612
145,Democrats,"Every #MemorialDay, Jill and I remember those who made the ultimate sacrifice in service of our nation. Our troops… https://t.co/N4jIixKoou",Sen Warren,20,0.0,1.0,0.0,0.0
146,Democrats,"Everybody knows who Donald Trump is, we have to let them know who we are. We choose hope over fear. Truth over lies… https://t.co/MmGmZTO4pv",Sen Warren,24,0.109,0.714,0.177,0.25
147,Democrats,"I’m running to offer our country a different path. Not back to a past that never was, but to a future that lives up… https://t.co/mHGcPRaHQS",Sen Warren,25,0.0,1.0,0.0,0.0
148,Democrats,"Across the country, too many families are being left behind. We’ve got to rebuild an inclusive middle class where e… https://t.co/XQIppwEf1X",Sen Warren,21,0.0,1.0,0.0,0.0
149,Democrats,"With so much happening on the campaign, we want to make sure you’re up-to-date on the latest news. Text JOIN right… https://t.co/41zhGerQ7Q",Sen Warren,22,0.0,0.744,0.256,0.6739
150,Democrats,"Let me make one thing clear, the promise of this nation will not be extinguished on my watch. https://t.co/2v21dxil7K",Sen Warren,19,0.0,0.776,0.224,0.5994
151,Democrats,I can promise you this: I will do whatever it takes to make progress on the issues that matter most. https://t.co/Ta7066wGlB,Sen Warren,21,0.0,0.721,0.279,0.6369
152,Democrats,I know how to make government work — not because I’ve talked or tweeted about it. But because I’ve done it. https://t.co/gHn7DJP4pO,Sen Warren,22,0.0,1.0,0.0,0.0
153,Democrats,I’m proud to stand with @SEIU and workers across the country today in the #FightFor15. We must restore the dignity… https://t.co/Wr6YGctseY,Sen Warren,21,0.0,0.782,0.218,0.6486
154,Democrats,"Over the last year, six children have tragically died in US custody at the border. It’s unacceptable. It’s not who… https://t.co/HRpLr5pzB9",Sen Warren,21,0.364,0.636,0.0,-0.8834
155,Democrats,"On Saturday, we officially kicked off our campaign in Philadelphia — the city that brought our nation together over… https://t.co/pAj4sqkqDg",Sen Warren,20,0.0,1.0,0.0,0.0
156,Democrats,"In the 25 years since we passed the Violence Against Women Act, we’ve made great strides in protecting women from a… https://t.co/MYJDruP3rS",Sen Warren,22,0.145,0.709,0.145,0.0
157,Democrats,Our politics today has become so mean and petty — it traffics in division and our president is the divider in chief… https://t.co/5dghvEcAjX,Sen Warren,23,0.089,0.911,0.0,-0.2648
158,Democrats,We were born of an idea that every single person — no matter where they come from — can achieve anything if they wo… https://t.co/vl8x7GsAE6,Sen Warren,25,0.091,0.864,0.045,-0.2732
159,Democrats,That’s why I’ve spent my whole career fighting — and I will continue to fight — like hell so that no one ever has t… https://t.co/T59ZUkURYX,Sen Warren,26,0.373,0.551,0.077,-0.8651
