,Political Affiliation,tweet,Politician,Word Count,created_time,negative,neutral,positive,polarity
361,Democrats,"Today’s hearing on White Supremacy was powerful.

Heather Heyer’s mother, @SusanBro7, offered testimony on how ‘being non-racist isn’t good enough; we must be anti-racist.’

We also learned how white supremacist mass shootings escape FBI “domestic terror“ classification &amp; more. https://t.co/GP6jpmryeC",AOC,40,2019-05,0.0,0.776,0.224,0.7964
362,Democrats,"@mmcauliff Not technically the 1st time, a few weeks ago I briefly covered for @RepRaskin for a few minutes as he quickly ran to a vote in Judiciary. But this is definitely my first time chairing for a significant amount of time!",AOC,42,2019-05,0.0,0.88,0.12,0.5848
363,Democrats,"1st Q today: to military contractor TransDigm, w/ a history of price gouging the public.

Their 3in clutch disc costs $32 to make. They charged DoD $1,443 149x.

How many kids could we have sent to college tuition-free at the cost of their unfair gouging?
https://t.co/gF2BpBUnc4",AOC,46,2019-05,0.104,0.896,0.0,-0.5994
364,Democrats,"@Liz_Wheeler @GovernorKayIvey Actually it *would* be a felony for women - if those women are medical providers. See? According to your own semantic standard, you “lied.”

We can fact-check obvious semantics all day and make absurd bad faith claims if that’s how you want be. But I have better uses for my time.",AOC,53,2019-05,0.119,0.763,0.119,-0.25
365,Democrats,"@Liz_Wheeler @GovernorKayIvey It’s a felony punishable by jail, incl cases of women pregnant by rape or incest. Twitter is 280 chars - read the context clues in grammar of the tweet.

But good to know you’re here to promote criminalizing medical providers aiding victims of rape and incest! 👍🏽 good job",AOC,51,2019-05,0.271,0.605,0.124,-0.8999
366,Democrats,"This law would force children - 12 year olds - to carry a pregnancy by their rapist.

This law would force people w/ mental disabilities to carry pregnancy by rape to term.

This law forces people to be pregnant against their own consent. It’s horrifying.",AOC,45,2019-05,0.25,0.714,0.036,-0.9246
367,Democrats,"Alabama lawmakers are making all abortions a felony punishable w jailtime,incl women victimized by rape+incest.

Of course, no added punishments for rapists.

It’s going to @GovernorKayIvey‘s desk. She will decide the future of women’s rights in Alabama.
https://t.co/IRR0EtsxHp",AOC,38,2019-05,0.381,0.619,0.0,-0.9552
368,Democrats,"😊 Oh, what’s that?

All these spooky “socialist” proposals are winning over vast majorities of GOP voters because they are common-sense, humane policies?

Ya don’t say. https://t.co/yIFx1gLBvx",AOC,27,2019-05,0.0,0.869,0.131,0.5803
369,Democrats,Thank you Q.U.E.E.N.! 👑💕 https://t.co/WtSTrGU7yD,AOC,5,2019-05,0.0,0.589,0.411,0.4199
370,Democrats,"Until very recently, there were few mothers of young children in Congress.

Today is quite different.

We could still use a lot more, but watching moms like @katieporteroc, @RepGraceMeng, @RashidaTlaib &amp; others navigate motherhood in office is so inspiring to me. https://t.co/9oEScpUtMC",AOC,42,2019-05,0.0,0.827,0.173,0.8471
371,Democrats,"The Senate Intel Committee (which is GOP-controlled!) issued a legally binding subpoena, &amp; Sen. @LindseyGrahamSC advised that individual to ignore it.

If Lindsey Graham wants to work for Trump so badly, he can resign his seat and move his office down a few blocks to do so. https://t.co/wrbjoNMISd",AOC,48,2019-05,0.207,0.767,0.026,-0.8652
372,Democrats,".@SenMarkey, longtime climate leader + #GreenNewDeal Senate lead, was on 🔥 at last night’s rally! https://t.co/TsLMfYmmxI",AOC,16,2019-05,0.0,1.0,0.0,0.0
373,Democrats,"So much of our healthcare is needlessly expensive.

When people vote for another military budget increase &amp; then ask, “How are you going to pay for Medicare for All?”

What they actually mean is, “How are you going to keep Big Pharma profits high if we can’t price gouge anymore?” https://t.co/7YAfabBpBP",AOC,51,2019-05,0.025,0.873,0.101,0.6322
374,Democrats,"We’ve organized 1,500 people on a Monday night for a climate rally at @HowardU demanding a #GreenNewDeal.

Watch the stream: https://t.co/GLHLAhhHzj https://t.co/XHBquXes2c",AOC,22,2019-05,0.095,0.905,0.0,-0.2263
375,Democrats,"@AndrewFeinberg But also if you’re a staffer getting invited to a spa weekend funded by lobbyists, maybe ask yourself why you’re saying yes to that.

It’s like those timeshare co’s who offer free vacations to people. You THINK you’re gonna say no, but they do it for a reason.",AOC,49,2019-05,0.032,0.851,0.117,0.4854
376,Democrats,"@AndrewFeinberg So sometimes you think you’re getting some straightforward info by some professor here or there, as if it’s a CRS report or something.

But instead they just saying “objectively” that social security isn’t worth saving, etc. Without other viewpoints.",AOC,40,2019-05,0.0,0.896,0.104,0.5106
377,Democrats,"@AndrewFeinberg It’s not that simple. Oftentimes you have no idea you’re listening to a lobbyist bc they incorporate 3rd party groups with confusing names.

I saw this 1st hand at the Harvard “Orientation” hosted by AEI. It was marketed at “objective” (lobbyists always say they’re objective).",AOC,46,2019-05,0.082,0.8,0.118,0.4215
378,Democrats,"It’s that bundle 💰 for elections, so you pick up their call,accept invites, become friends.

In practice it’s not transactional, it’s social.

So while ppl don’t see how lobbying influences votes, their whole enviro + staff has been exposed to mainly 1 point of view: lobbyists’.",AOC,46,2019-05,0.057,0.875,0.068,0.3612
379,Democrats,"When I was looking at lobbying from the outside, just as a normal voting citizen, it appeared to me as more transactional in nature than it actually is.

It’s not necessarily that a lobbyist calls you and says “vote/don’t vote for this bill or we won’t donate to you again...” /2",AOC,51,2019-05,0.027,0.973,0.0,-0.0772
380,Democrats,"This is how corporate lobbying works:

Lobbyists ID bills they need to kill to keep profits high (no matter the human cost), come up w/ “sensible” talking points to mask intent + say policy is “misguided,” then schmooze policymakers in secret into accepting said talking points. https://t.co/EB9TDkANYj",AOC,47,2019-05,0.112,0.765,0.123,-0.1027
381,Democrats,"It’s true.

The #GreenNewDeal, as much as GOP hiss, scream, storytell &amp; cry about it, has forced even the most entrenched Tea Partiers into publicly abandoning their climate denial stance.

The reason they’re so focused on discrediting the GND is because it’s a winning policy. ⬇️ https://t.co/hzjchYZV6N",AOC,47,2019-05,0.187,0.624,0.189,0.0335
382,Democrats,"This is why a “middle ground” approach to our climate crisis is unacceptable.

This isn’t like other issues where you can pretend you’re a sober adult by cutting the difference between left and right.

You’re either fighting for our future or you’re not.

https://t.co/YLOVzNe2Z9",AOC,44,2019-05,0.245,0.706,0.049,-0.8402
383,Democrats,"Happy #MothersDay!

Let’s celebrate by making 3 months paid parental leave the minimum standard for all workers in the United States. 🌹

https://t.co/oVqLee1ffd",AOC,23,2019-05,0.042,0.592,0.366,0.8832
384,Democrats,"If you think your ‘celibacy’ is due to “female empowerment,” maybe it’s because far too many people relied on the disempowerment + silence of women to not be ‘celibate’ in the first place. https://t.co/GWHuxrfOGF",AOC,34,2019-05,0.0,1.0,0.0,0.0
385,Democrats,A little over 1 year ago today. ⬇️ #KnockDowntheHouse https://t.co/OIdgzEUvji,AOC,10,2019-05,0.0,1.0,0.0,0.0
386,Democrats,"This is a technique of the GOP, to take dry humor + sarcasm literally and “fact check” it.

Like the “world ending in 12 years” thing, you’d have to have the social intelligence of a sea sponge to think it’s literal.

But the GOP is basically Dwight from The Office so who knows. https://t.co/pmkwrdeAnq",AOC,54,2019-05,0.034,0.83,0.136,0.7003
387,Democrats,"And in the meantime, as we continue fighting for Medicare for All, a living wage, &amp; more:

Unionize your workplace.
Demand a raise.
And don’t stop until you get one. 💪🏽",AOC,31,2019-05,0.193,0.807,0.0,-0.6369
388,Democrats,"Ultimately, living in a moral society, a good nation, means establishing some basic standards of dignity:
- healthcare as a right
- a living wage
- public education that prepares for civil society + economy (which now shld incl college)
- all people having power in the economy",AOC,48,2019-05,0.0,0.869,0.131,0.6808
389,Democrats,"When we say “tax the rich,” we mean nesting-doll yacht rich. For-profit prison rich. Betsy DeVos, student-loan-shark rich.

Trick-the-country-into-war rich. Subsidizing-workforce-w-food-stamps rich.

Because THAT kind of rich is simply not good for society, &amp; it’s like 10 people.",AOC,38,2019-05,0.097,0.493,0.41,0.9606
390,Democrats,"US GDP is at an all-time high. As a nation, we are more prosperous than we ever have been.

But that’s simply not the lived truth. Even now, I’m paid similar to a doctor or corporate lawyer - many who‘d think they are “rich,” but it’s nowhere near what we actually mean in policy.",AOC,54,2019-05,0.028,0.93,0.042,0.1817
391,Democrats,"It’s a big part of what makes this Chase tweet so bad.

It’s the idea that if you choose to have any expense beyond mere animalistic survival - an iced coffee, a cab after a 18hr shift on your feet - you deserve suffering, eviction, or skipped medicine. 

You don’t. Nobody does. https://t.co/XKo6ayPfRJ",AOC,53,2019-05,0.191,0.809,0.0,-0.8908
392,Democrats,"The myth that bad credit or struggling w bills = irresponsibility is a heinous myth.

Paying people less than what’s needed to live is what’s actually irresponsible.

GDP + costs are rising, wages are not. That doesn’t mean YOU’RE bad. It means working people are set up to fail.",AOC,49,2019-05,0.28,0.675,0.045,-0.9274
393,Democrats,"Now I’m going through a huge income transition compared to living off tips (which diff pay every week, very hard).

&amp; I have HEALTH INSURANCE, which now means I have fewer expenses.

According to banks, I’d be more “responsible,” but my character hasn’t changed. Just my math. /3",AOC,48,2019-05,0.026,0.938,0.036,0.1154
394,Democrats,"When I was waitressing, I used to jerk awake in the middle of sleep worried that I may have forgotten if a bill cleared, or if I had enough 💰 to pay a Dr in cash.

Was that bc I was “irresponsible?” No. It’s bc I wasn’t being paid a living wage as cost of living skyrocketed. /2",AOC,58,2019-05,0.189,0.785,0.026,-0.7717
395,Democrats,"Going from waitressing a year ago to now carries a LOT of life-adjustments.

But 3 paychecks in has shown me how 1 of the greatest scams in US is the idea that financial struggle is due to “poor character.”

It’s a huge myth designed to keep people from empowering themselves. /1",AOC,51,2019-05,0.112,0.769,0.119,0.1027
396,Democrats,"In our house, we name a Queen of Hearts 👑 @NinaWest that is YOU!

Thank you for being a relentless example of kindness, consciousness, compassion, and courage.

Thank you for using your gifts to focus on voices + issues that deserve all the shine and elevation in the world. 🌎🏳️‍🌈 https://t.co/Mxc4O9Y56n",AOC,51,2019-05,0.0,0.723,0.277,0.9286
397,Democrats,"Hell yeah ✊🏿✊🏻✊🏽

#KnockDowntheHouse https://t.co/O4wA8faI7D",AOC,5,2019-05,0.469,0.306,0.224,-0.5267
398,Democrats,"If you don’t understand this man’s sign - or don’t approach it with a desire to - then you do not understand this political moment.

The same folks who said Trump was impossible in 2016 are the same ones lecturing on what’s “electable” in 2020. 

Don’t buy it. Vote your values.",AOC,51,2019-05,0.0,0.895,0.105,0.6597
399,Democrats,"The forces getting in the way of solving our climate crisis are politicians themselves + lobbyists. It is the willingness to bend to corporate power - the same ones that use coal miners’ plights for a tax break, yet refuse to pay for those same miners’ healthcare for black lung.",AOC,50,2019-05,0.142,0.775,0.083,-0.4939
400,Democrats,"All of this is to say don’t let any politician, no matter the party, lecture you about what is “possible” or “electable.”

Don’t ever let a politician imply that working people are “less-than” or “uneducated” - aka that they are the ones in the way of solving the climate crisis.",AOC,50,2019-05,0.114,0.775,0.112,-0.2732
401,Democrats,"Then he said, “I like you. I can tell that you are genuine and fighting for us. You’re real and you get it.”

I thanked him and his family from the bottom of my heart.",AOC,35,2019-05,0.066,0.792,0.142,0.4404
402,Democrats,"I somehow got it out: “With all respect sir, how do you... manage to support both of us at the same time?”

This is what he said:
“I’ve been saying for years that climate change is our most important crisis. You’re one of the only ones who‘s been willing to be decisive on it.”",AOC,54,2019-05,0.07,0.772,0.158,0.5291
403,Democrats,"I was pretty astonished.

We shook hands, he introduced himself, and told me he wanted to show his support.

I could barely get my question out - I wanted to honor his positivity, yet respectfully find a way to ask, “How?”",AOC,41,2019-05,0.029,0.603,0.368,0.946
404,Democrats,"About an hour ago, I was walking out of my office for the day.

There was a man what I believe was his teenage son hanging a small sign they made outside my office (we let people leave well wishes on our wall).

Astonishingly, his sign read: “Trump supporters for Ocasio-Cortez.” https://t.co/IjVKbvetEI",AOC,52,2019-05,0.023,0.849,0.127,0.6597
405,Democrats,"This is a dealbreaker.

There is no “middle ground” w/ climate denial &amp; delay.

Blaming “blue collar” Americans as the main opponents to bold climate policy is gas lobbyist 101.

We’re not going to solve the climate crisis w/ this lack of leadership. Our kids’ lives are at stake. https://t.co/KvrBmaJd75",AOC,50,2019-05,0.26,0.697,0.043,-0.902
406,Democrats,"Today I presided over the House floor for the first time.

Every day here is a sacred privilege + responsibility entrusted to me by my community. I never forget that, and moments like these drive it home.

Thank you to the people of NY14 + beyond. This House belongs to all of us. https://t.co/EPW5vP3lrP",AOC,54,2019-05,0.0,0.8,0.2,0.8388
407,Democrats,"Lastly, if anyone has recommendations for baby gear that folds up nicely or tips on how to prep a workplace for little ones, please give me your recs!

If you’re a new mom/parent + could bring your babies / kids to work, what would help that? What would you want to see? ⬇️",AOC,53,2019-05,0.0,0.825,0.175,0.8212
408,Democrats,"Lastly, if anyone has recommendations for baby gear that folds up nicely or tips on how to prep a workplace for little ones, please give me your recs!

If you’re a new mom/parent + could bring your babies / kids to work, what would help that? What would you want to see? ⬇️",AOC,53,2019-05,0.0,0.825,0.175,0.8212
409,Democrats,"8. This is convo is bigger than parental leave - it’s a larger conversation about how modern work has grown so hostile to family life. It doesn’t have to be that way!

Work + family can go together, but we have to break down the barriers that force people to choose between them.",AOC,53,2019-05,0.069,0.931,0.0,-0.3767
410,Democrats,"7. Additionally, paying a living min wage to our most junior staffers means they’re talented + capable (no 2nd job) to take over big-time situations, meaning senior staffers are confident enough in them to take parental leave and not feel like everything will fall apart.",AOC,45,2019-05,0.066,0.754,0.181,0.7776
411,Democrats,"6. We make an effort to make our office family-friendly. We talk about what play mats + cribs we need along w/ our legislative agenda. My personal office can be used for pumping/feeding.

Staff can bring their babies to work if they like &amp; we are working to prepare to have them.",AOC,52,2019-05,0.0,0.909,0.091,0.5994
412,Democrats,"5. Equal pay at work is about SO much more than the salary you offer.

If you give dads less paid parental leave than moms, you’re contributing to the pay gap.

If you see pregnancy or family as a workplace obstacle, you’re contributing to the pay gap.",AOC,47,2019-05,0.137,0.841,0.022,-0.5627
413,Democrats,"4. I want to reiterate how important it is to give dads full parental leave. I strongly encourage them to take the full time.

I’ve heard the “normal” paternity leave is 2 weeks. That is NOT okay! As my partner says: “What do employers expect those new moms to do? Walk it off?”",AOC,53,2019-05,0.072,0.765,0.163,0.7258
414,Democrats,"3. Our 12 weeks parental leave is up to the parent on how they want to use that time. They don’t have to take all 12 weeks at once - for example, they can take 5 weeks off and work 2 days a week to transition in; bank 3 weeks for later in the year, etc.   /4",AOC,57,2019-05,0.023,0.952,0.025,0.0258
415,Democrats,"2. Paid parental leave applies to ALL new parents, period. Moms, dads, parents; biological or adopted. If you’ve got a new child, you get  12 weeks to spend adjusting your family to this huge transition.

/3",AOC,36,2019-05,0.033,0.896,0.071,0.3453
416,Democrats,"A few notes on our approach:

1. Expecting a child has nothing to do with our hiring decisions, &amp; we do everything we can to accommodate. That’s supposed to be law, but there are small ways (incl self-selection) where it can play a role. We work to be a pro-family workplace.

/2",AOC,52,2019-05,0.0,0.938,0.062,0.4767
417,Democrats,"I’d like to share another “unusual” (but shouldn’t be) part of my office policy w/ you all: Parental Leave!

Three members of our small team are expectant or new parents in the first 6 mos of my term.

In my office, *every* new parent receives 3 mos paid leave - including dads.",AOC,52,2019-05,0.046,0.859,0.095,0.5562
418,Democrats,"We chose to go on the climate offense with the #GreenNewDeal.

As a result, climate denial is now a losing position + we got GOP (incl #WheresMitch!) to finally admit that climate change is real + man-made.

Now it’s time to go after predatory lending.

Whose side is the GOP on? https://t.co/1nI4UQnEVB",AOC,52,2019-05,0.095,0.871,0.035,-0.4753
419,Democrats,"Really, the biggest, boldest idea (other than war) the GOP has proposed is A Wall.

At this rate they’re gonna propose getting us to space w/ trebuchets.

They constantly hate, but have 0 real solutions for income inequality, healthcare, climate crisis, racial injustice, etc.",AOC,44,2019-05,0.242,0.685,0.074,-0.9015
420,Democrats,"GOP is talking smack about the Post Office (of course, since they have no ideas).

The funny thing about that: it‘s the GOP’s own “business model” that hurt them! They forced USPS to prefund pensions decades out (which makes NO sense &amp; no solvent biz does)instead of year to year.",AOC,50,2019-05,0.23,0.722,0.048,-0.8786
421,Democrats,"That’s why we pair usury w/ support for a non-profit banking option esp in key communities: aka Postal Banking.

Big banks won’t service poor communities unless they make a killing off them - that’s why they charge predatory rates.

Doesn’t have to be that way w/ competing model. https://t.co/JHJNxcHQbC",AOC,49,2019-05,0.141,0.808,0.051,-0.7003
422,Democrats,"“This is crazy!”
“Just pay your bills!”
“You need higher interest for poor people!”

1st of all, 15% interest is already a TON.

Most credit unions are subject to usury law; they’re quite sound. in fact, they’re the few who DIDN’T need a bailout in ‘08.

So let’s talk about it ⬇️ https://t.co/eVe2ltEs1s",AOC,53,2019-05,0.097,0.742,0.161,0.7067
423,Democrats,"There is no reason a person should pay more than 15% interest in the United States.

It’s common sense - in fact, we had these Usury laws until the 70s.

(Max interest rates are record-high for ppl with excellent credit, too.)

It’s a debt trap for working people + it has to end. https://t.co/tYf4J892KQ",AOC,54,2019-05,0.129,0.631,0.24,0.8492
424,Democrats,"New policy proposal dropping tomorrow with a special Senate co-lead 😎

It’s radical, which I always love, and we’re keeping more coins in your pocket, which I also love.",AOC,29,2019-05,0.0,0.665,0.335,0.9022
425,Democrats,"Before we won, climate issues were ranked very low in nat’l voter priorities.

Thanks to risk-taking activism, it’s now consistently ranked as a #1 or at least a top 3 issue for many voters.

Leadership is often about choice: take the temperature, or change the thermostat.",AOC,46,2019-05,0.048,0.783,0.169,0.719
426,Democrats,"That’s too bad.

The President does not exist above Congress, he governs alongside us. That’s what co-equal means.

If he prefers to rule by fiat, he’s welcome to resign and return to the Trump Org tax-fraud fiefdom in the private sector whenever he pleases.

Checks &amp; balances ✅ https://t.co/u8XNYSlVwb",AOC,49,2019-05,0.106,0.791,0.103,-0.0516
427,Democrats,"🗣Labor, labor - read all about it!

Your Direct Action for today: Don’t take an Uber or Lyft just for the day. (Just today! Cabs are fine! You can do it!)

It’s a small but big way you can help all the drivers you’ve met get paid more to feed their families + support themselves. https://t.co/oaQZsYqukV",AOC,56,2019-05,0.0,0.838,0.162,0.8647
428,Democrats,"If your “business model” is based on caging kids, keeping fams in freezing rooms to save on heating costs, and for-profit incarceration, you shouldn’t be in business at all.

Caging people shouldn’t be a financially incentivized activity.

For-profit prisons should be banned. https://t.co/yyqFZvh7En",AOC,43,2019-05,0.094,0.837,0.069,-0.0516
429,Democrats,"It was an honor to meet w/ @mineworkers today, support legislation to fight for their right to healthcare + pensions, and discuss how we can move forward on the right to clean air and water, together.

The folks trying to turn us against one another are fighting a losing battle. https://t.co/eI4XCQU7HT",AOC,51,2019-05,0.169,0.69,0.141,-0.1779
430,Democrats,"What’s funny is that there *are* Dems that do act like the Tea Party- but they’re conservative.

They threaten Dem votes to get concessions for a small minority, tried to hand Speakership to the GOP, fundraise $ w/ Mike Pence, etc

Progressives don’t do that.

And I drink coffee. https://t.co/fsx8F3OQvw",AOC,50,2019-05,0.062,0.76,0.178,0.6652
431,Democrats,"For context, this kicks in within days of a typical at-home test working.

If you were sexually assaulted (stress delays cycle), took a morning-after pill (throws off cycle), or have an irregular cycle, you‘d have no idea.

There are a TON of ways this law ignores basic biology.",AOC,48,2019-05,0.155,0.845,0.0,-0.7717
432,Democrats,"“6 weeks pregnant” = 2 weeks late on your period.

Most of the men writing these bills don’t know the first thing about a woman’s body outside of the things they want from it. It’s relatively common for a woman to have a late period + not be pregnant.

So this is a backdoor ban. https://t.co/xWd9GAj51b",AOC,56,2019-05,0.069,0.906,0.025,-0.5106
433,Democrats,"Wouldn’t you think someone who personally lost over a BILLION dollars (“more than nearly any other taxpayer in America”) be vulnerable to shady activity to get out of that hole?

If they became the most powerful public servant in America, wouldn’t you want to see their taxes? 🤔 https://t.co/h22XNU1bl4",AOC,49,2019-05,0.081,0.828,0.091,0.1414
434,Democrats,"“If another country came in here, blew up our mountains, and poisoned our water, we’d go to war.

But industry can.” 

- @paulajean2020, West Virginia.

#KnockDownTheHouse https://t.co/LZrvLyJ3Lf",AOC,27,2019-05,0.228,0.772,0.0,-0.7964
435,Democrats,Call your parents. 😉 https://t.co/Zfw4YMmJAd,AOC,5,2019-05,0.0,1.0,0.0,0.0
436,Democrats,"They were illegal in NYC for a long time and never really became a thing after the ban was lifted 😂

Other home things many NYers don’t have in their apartments: washer/dryer, dishwasher, central air.

(Saving up for a portable dishwasher was one of the best things we did) https://t.co/YywnBFirL6",AOC,50,2019-05,0.132,0.79,0.077,-0.4588
437,Democrats,"As if billionaires haven’t been influencing policy this whole time?

Health corps are why the US is the ONLY highly developed nation w/o universal healthcare.

Fossil Fuel execs funded resistance to climate policy.

&amp;corp lobbyists are why we don’t have publicly funded elections. https://t.co/3vK8aaCHcF",AOC,44,2019-05,0.0,1.0,0.0,0.0
438,Democrats,"The CDC requires doctors to offer info sheets on vaccines/boosters recommended to patients.

If you were born before ‘89, you may need a new measles vaccine due to outbreaks.

If you want to know what shots are rec’d for adults, the CDC’s has a list here: 
https://t.co/6FxBEwBEWl",AOC,47,2019-05,0.0,0.933,0.067,0.2732
439,Democrats,"PSA for folks who haven’t had consistent healthcare/doctors:

Get your Tetanus vaccine booster!  You’re supposed to get them every 10 yrs as an adult - I just got mine bc I didn’t have insurance for a bit.

My shot also included a whooping cough booster bc of recent outbreaks.",AOC,49,2019-05,0.0,1.0,0.0,0.0
440,Democrats,"AKA why GOP donors are losing their minds and throwing money at lame YouTubers and social media content producers to make videos justifying $300 insulin, defending racism as acceptable because “it’s just a joke” and other Conservative Argument versions of Freebird ⬇️ https://t.co/FE9H0Gfjnk",AOC,43,2019-05,0.234,0.721,0.045,-0.8658
441,Democrats,"This was always the dream: for people at home + across the country to come together to watch #KnockDownTheHouse w/ community, friends, + family.

These moments, making the space and time to talk, are what change our neighborhoods, states, and country. 💕
https://t.co/WOFJGyGy3H",AOC,43,2019-05,0.0,0.882,0.118,0.6249
442,Democrats,"That a sitting US Senator can say something lacking so much critical thinking + honesty is embarrassing to the institution.

If you were a female candidate, maybe you’d be called “unlikeable,” “crazy,” or “uninformed.”

But since you’re not, this inadequacy is accepted as normal. https://t.co/KLkaYxfT6K",AOC,45,2019-05,0.103,0.739,0.157,0.4008
443,Democrats,"Our extractive, wasteful, fossil fuel economy is posing a direct threat to our own lives.

There is a better way: one that’s conscious, just + prosperous.

We will not be able to save our planet without first changing ourselves. That is the task before us. https://t.co/NsELCtwehE",AOC,46,2019-05,0.066,0.756,0.178,0.7003
444,Democrats,"We were so ready for lumberjack life after months of 18 hour days that neither one of us had gotten a haircut in months 😂 it’s also one reason why my hair was always in a bun

(It was very nice to see him again after we took a weed wacker to his castaway beard post-election ☺️) https://t.co/Ze5wc5HJ2K",AOC,58,2019-05,0.0,0.891,0.109,0.7457
445,Democrats,And by bit I mean like 10 words 🤣 trying out here,AOC,12,2019-05,0.0,0.783,0.217,0.3612
446,Democrats,"Just a bit! I made a campaign video in Bengali and it was really fun.

Over 200 languages are spoken in my district of NY-14. I can speak 4 (2 are rusty, but it’s like a bike).

Picking up a little Bengali is my next goal - we have an awesome community here ☺️ https://t.co/vANdEtcuLa",AOC,55,2019-05,0.0,0.793,0.207,0.9098
447,Democrats,"I honestly thought GOP witnesses would be well-prepared, w/ sophisticated arguments for the opposing view - evil-genius lobbyist types.

But they’re often sloppy + reaching (not all though). I think if everyday GOP voters saw the witnesses called on their behalf, they’d be upset.",AOC,44,2019-05,0.109,0.719,0.172,0.4767
448,Democrats,"One of the things that genuinely surprised me in Congress is the sheer mediocrity of witnesses called forth by the GOP in hearings.

Yesterday they brought in a guy w/ a polka dot bowtie backed by oil lobbyists arguing that fossil fuels are “healthy.” HEALTHY.

It’s embarrassing. https://t.co/B17AsEZuCP",AOC,48,2019-05,0.129,0.75,0.121,-0.1197
449,Democrats,Barr needs to resign. https://t.co/XOV1or0HAQ,AOC,5,2019-05,0.375,0.625,0.0,-0.34
450,Democrats,"A little motivation mantra for your Thursday morning✨ 

You got this! https://t.co/9Nfsneku2V",AOC,12,2019-05,0.0,0.807,0.193,0.3397
451,Democrats,"The mediocrity is astounding.

How would these guys like it if Gov was 80% female, constantly looking for ways to limit or outlaw condoms + vasectomies, yet had little/no medical context?

Sounds crazy? The flipside is what women &amp; LGBTQ+ people have to deal w/ ALL the time. 🤦🏽‍♀️ https://t.co/6GfysHlNFD",AOC,50,2019-05,0.068,0.828,0.104,0.4515
452,Democrats,"“The new documentary is worth a watch, no matter your political persuasion.”

I’m so glad #KnockDownTheHouse is inspiring people across the political spectrum.

At early screenings, even Trump supporters left the film in tears - because it’s about the power of everyday people. https://t.co/BijnoLIsOv",AOC,44,2019-05,0.079,0.677,0.243,0.816
453,Democrats,"You: Why is my balance so low?

Economists: Bc working Americans haven’t gotten a raise in 30 years despite unprecedented growth; &amp; living costs have exploded.

Chase: Maybe if you skipped that Dunkin on April 22nd you‘d be able to afford your RX meds. That’s how that works right https://t.co/i8bGowwomU",AOC,50,2019-04,0.095,0.905,0.0,-0.6027
454,Democrats,"The inhumane living conditions in NYCHA are a disgraceful result of Congress’ refusal to fund routine public housing investment for almost 20 YEARS.

That $32 billion in neglect means kids are now testing w/ lead in their blood, breathing in mold, &amp; more.

And it was preventable. https://t.co/VGANPDUNrn",AOC,48,2019-04,0.061,0.939,0.0,-0.4588
455,Democrats,"My community garden plot is doing well!

I was nervous checking up on it today, because Congress has been out of session for 2 weeks for district work. I left it with a bunch of watering stakes/bottles and hoped for the best.

They blew up! Peep the collard greens! 🥬👀 https://t.co/QvBEX85eAd",AOC,51,2019-04,0.038,0.784,0.178,0.826
456,Democrats,"You are using this as an excuse to stoke suspicion around my Christianity + faith life, @KellyannePolls.

The Sri Lanka massacre was horrifying. No one should be targeted for their religion.

If you’re so moved, let’s do more to welcome immigrants fleeing religious persecution.",AOC,44,2019-04,0.161,0.7,0.14,-0.2782
457,Democrats,"The terrorist attack in Sri Lanka was horrifying. Saying ‘Easter worshippers’ matters bc Easter is the holiest day of the year for Christians, &amp; to be targeted on Easter highlights how heinous the attack was - just as saying yesterday’s #SanDiego shooting was on Passover.",AOC,45,2019-04,0.267,0.713,0.02,-0.9382
458,Democrats,"“Corrupt” is a good one, too.

I’m curious, how do you spin ignoring and neglecting the largest mass death of people on American soil in decades, @KellyannePolls?

After all, the official count of 3,075 people is much bigger than the 64 number your admin clung to for so long.",AOC,49,2019-04,0.161,0.727,0.112,-0.5859
459,Democrats,"I chose to use the word ‘incompetent’ when it comes to Trump’s response to Hurricane María &amp; the 3,000 Americans who died on his watch, but that’s only because I had 280 characters.

There are plenty of other words too:
- Negligent
- Inept
- Inhumane
- Predatory

Take your pick.",AOC,51,2019-04,0.05,0.95,0.0,-0.3182
460,Democrats,"Hello Ms. Conway,

On Easter I was away from tech visiting my grandmother in Puerto Rico, which continues to suffer from the White House’s incompetent disaster response.

Are you trying to imply that I am less Christian? What was the point of you bringing this up on national TV? https://t.co/TIypLf2CaB",AOC,50,2019-04,0.197,0.803,0.0,-0.9013
461,Democrats,"Happy Sunday everyone - let’s sing!

🎼This LOVE
This VOICE
This STRENGTH
This PEACE
This JOY
that I have/

The world didn’t give it to me -
The world didn’t give it,
&amp; the world can’t take it away🎶

Thank you @ResistanceRev for our #GreenNewDeal community celebration yesterday! https://t.co/I0AlXS9mtU",AOC,49,2019-04,0.0,0.621,0.379,0.9786
462,Democrats,"Heartbroken to hear of the San Diego synagogue shooting, particularly so on this final day of Passover.

We have a responsibility to love + protect our neighbors.

The longer the Senate delays holding a vote on #HR8, the more we put Americans at risk.
https://t.co/ef9FURMFQ5",AOC,45,2019-04,0.125,0.742,0.133,0.1027
463,Democrats,"Civics lesson for the NRA: As much as they may not like it, the Bronx and Queens are part of “the real America,” too.

Wild that the NRA is suggesting the voters of NY-14 aren’t “real Americans” bc they don’t think assault weapons in school classrooms is a good idea. https://t.co/p5W14vrqQ1",AOC,51,2019-04,0.153,0.797,0.05,-0.7105
