,Political Affiliation,tweet,Politician,Word Count,negative,neutral,positive,polarity
31,Republican,"“Special Counsel Mueller said today that his report speaks for itself, and confirmed what we already knew: there wa… https://t.co/E0LGIkF7qg",House GOP,20,0.0,1.0,0.0,0.0
32,Republican,This #MemorialDay we honor and remember the men and women in uniform who laid down their lives for our country and… https://t.co/wJYVobl7FW,House GOP,22,0.0,0.868,0.132,0.4939
33,Republican,Conference Chair @RepLizCheney calls out @SpeakerPelosi for losing control and highlights politicization of FBI in… https://t.co/jhKrNIuBZj,House GOP,16,0.148,0.852,0.0,-0.3818
34,Republican,"50 times.

House Dems have blocked GOP efforts to pass the #BornAliveBill. @RepAnnWagner's legislation would give l… https://t.co/6Gaj3K8bTc",House GOP,18,0.11,0.89,0.0,-0.2732
35,Republican,There have now been 50 times that @HouseDemocrats have refused to take up legislation that would end infanticide. R… https://t.co/N1Sa4i9bX1,House GOP,20,0.104,0.896,0.0,-0.296
36,Republican,"Today, @HouseDemocrats have a chance to stand against the BDS movement. Will they support Israel or continue to ena… https://t.co/YZIelfmw45",House GOP,20,0.0,0.783,0.217,0.5719
37,Republican,House Democrats are set to make impeachment their entire agenda. They should stop the partisan political games and… https://t.co/iWDakOtzIs,House GOP,19,0.109,0.891,0.0,-0.296
38,Republican,"Under Canada's single payer health care system, the median time for a patient with cancer to start treatment is nea… https://t.co/9OwNvj1NXk",House GOP,21,0.172,0.703,0.125,-0.296
39,Republican,".@RepDanCrenshaw sums it up: Medicare for All gets Americans “less providers, less innovation, longer wait times, a… https://t.co/X6RPUFScJR",House GOP,18,0.0,0.881,0.119,0.3197
40,Republican,Dems are once again trying to force Americans to conform to a one-size-fits-all plan that takes away their ability… https://t.co/LQRkOon8qr,House GOP,20,0.0,1.0,0.0,0.0
41,Republican,In today's House Budget Committee hearing @USCBO Deputy Director confirms that patient wait times will increase und… https://t.co/D0zyninR60,House GOP,18,0.0,0.881,0.119,0.3182
42,Republican,"During today’s @housebudgetGOP hearing, Democrats want to impose their socialist government takeover of the healthc… https://t.co/D8jyBxKrO1",House GOP,16,0.126,0.8,0.074,-0.2263
43,Republican,Today House Democrats are holding yet another hearing on their one-size-fits-all government takeover of healthcare.… https://t.co/Lek4Bx8xnb,House GOP,16,0.0,1.0,0.0,0.0
44,Republican,"""Single-payer. Government-run. Government takeover. One-size-fits-all. Socialist. Each is an accurate description o… https://t.co/JLsEjoHSwt",House GOP,13,0.0,1.0,0.0,0.0
45,Republican,Must watch clip of @RepPaulMitchell discussing the importance of allowing families to save money for their child’s… https://t.co/i2Csdxwshq,House GOP,18,0.0,0.737,0.263,0.6908
46,Republican,.@RepJasonSmith urges @SpeakerPelosi to bring the anti-BDS bill to a vote: “Standing up for Israel and its right to… https://t.co/QYx0rL6lGq,House GOP,20,0.0,1.0,0.0,0.0
47,Republican,"Today we celebrate the centennial of the 19th Amendment’s passage in the U.S. House of Representatives, which guara… https://t.co/jOLexDSO5s",House GOP,19,0.0,0.829,0.171,0.5719
48,Republican,".@VirginiaFoxx, @RepDLesko, @RepHartzler, and @RepAnnWagner on the House of Representatives passing the 19th Amendment 100 years ago →",House GOP,18,0.0,1.0,0.0,0.0
49,Republican,Former police officer @RepPeteStauber delivers powerful remarks honoring law enforcement during #NationalPoliceWeek https://t.co/iUiiMFaktw,House GOP,13,0.0,0.643,0.357,0.7269
50,Republican,Even Democrats are upset with their leadership for opting to scuttle bipartisan legislation that would have lowered… https://t.co/260r6mV6ek,House GOP,18,0.133,0.867,0.0,-0.3818
51,Republican,Speaker Pelosi and @HouseDemocrats could have worked with Republicans to pass bipartisan legislation that would low… https://t.co/8qgXhf1nlO,House GOP,17,0.0,1.0,0.0,0.0
52,Republican,"Today, House Democrats brazenly turned a bipartisan bill to lower drug prices into a partisan ploy. This measure wa… https://t.co/OHg1zmVt8u",House GOP,20,0.115,0.885,0.0,-0.296
53,Republican,"""We need to send a stronger statement as a body that we stand against all this anti-Semitism. Israel is our stronge… https://t.co/Xz6hPjuHz9",House GOP,22,0.0,0.88,0.12,0.3818
54,Republican,"This #NationalPoliceWeek, we are proud to honor our brave men and women of law enforcement who put their lives on t… https://t.co/QtArusuJZd",House GOP,22,0.0,0.662,0.338,0.8658
55,Republican,“Political leaders on both sides of the aisle have a responsibility to confront this ugliness head-on… The Senate s… https://t.co/RaMWChKARa,House GOP,20,0.263,0.737,0.0,-0.7248
56,Republican,"This bill passed the Senate with 77 votes on a widespread bipartisan basis, yet Nancy Pelosi still refuses to bring… https://t.co/b90UvWAUgK",House GOP,21,0.0,1.0,0.0,0.0
57,Republican,"“Do what’s right. Stand with us. And together we can fight back BDS, we can find back anti-Israel hate, and we can… https://t.co/08NoWiDSwU",House GOP,23,0.231,0.769,0.0,-0.743
58,Republican,📺 Must-watch video from @JudiciaryGOP explaining the how loopholes in our current immigration policy put children i… https://t.co/bS09DoiVZH,House GOP,18,0.0,1.0,0.0,0.0
59,Republican,"Today House Dems have a choice:

🔘 Sign the anti-BDS discharge petition and show they support one of America’s stro… https://t.co/UJCdb9W8us",House GOP,21,0.0,0.87,0.13,0.4019
60,Republican,TUNE IN → House Republicans to sign anti-BDS discharge petition to bypass Nancy Pelosi and #StandWithIsrael 🇮🇱… https://t.co/HdLT0jEN2p,House GOP,18,0.0,1.0,0.0,0.0
61,Republican,"A must read joint op-ed from @GOPLeader &amp; @senatemajldr: ""The House must stand against the toxic BDS movement” https://t.co/Et17tg4KXS",House GOP,19,0.0,1.0,0.0,0.0
62,Republican,"One year ago today, the United States embassy opened in Jerusalem, the rightful capital of Israel. Join us in celeb… https://t.co/0TC8KDAz9U",House GOP,21,0.0,0.792,0.208,0.6124
63,Republican,"Trump’s pro-growth, GOP policies are doing the exact opposite of what Democrats warned:
✅ The unemployment rate fel… https://t.co/TaR6M3k0Or",House GOP,19,0.238,0.762,0.0,-0.6124
64,Republican,.@HerreraBeutler calls out Dems on Born Alive Protections  ➡️ “To hide behind the idea that this is somehow overtur… https://t.co/aI4BsquJKI,House GOP,20,0.076,0.807,0.117,0.2263
65,Republican,"This National #SmallBusinessWeek we’re celebrating the 30 million innovative, job-creating small business owners ac… https://t.co/xoIQHDql0v",House GOP,15,0.0,0.663,0.337,0.765
66,Republican,WATCH: Today @RepTomGraves brought forward an amendment during @AppropsDems hearing that would have condemned the B… https://t.co/gqL1m8lmPH,House GOP,17,0.153,0.847,0.0,-0.4404
67,Republican,"D's bill on the floor today has nothing to do w/ pre-existing conditions. 

But it will prevent states from reducin… https://t.co/YKpgn8EpA2",House GOP,21,0.0,0.948,0.052,0.0258
68,Republican,"House Republicans join White House Counselor @KellyannePolls, and Gold Star Mom Debbie Lee ahead of Mother’s Day to… https://t.co/ZuHV0tP6wH",House GOP,19,0.0,0.891,0.109,0.296
69,Republican,TUNE IN ⬇️ https://t.co/zJ2vinqHt0,House GOP,4,0.0,1.0,0.0,0.0
70,Republican,Happy #TeacherAppreciation Day! We’re thankful for teachers all across America who are making a positive impact in… https://t.co/IOVplQUBK8,House GOP,18,0.0,0.554,0.446,0.906
71,Republican,Nice to see @RepDonBeyer continuing the Dem trend of lying about health care. This bill does nothing to protect peo… https://t.co/ZnLw5Z5Qku,House GOP,21,0.195,0.595,0.21,0.1068
72,Republican,"“Sanders’ plan, dubbed 'Medicare For All’ would eliminate private insurers and have all Americans covered through M… https://t.co/IJSjnpwr23",House GOP,18,0.0,1.0,0.0,0.0
73,Republican,"""Democrats' bill on the floor this week is another meaningless messaging bill...might as well call it: 'This Bill A… https://t.co/RL6E8QMlPc",House GOP,20,0.126,0.783,0.091,-0.2023
74,Republican,"""The Democrats’ leftward lurch is a dangerous evolution for us, our children, and future Americans."" 

Read more on… https://t.co/JNzos2IJtJ",House GOP,19,0.154,0.846,0.0,-0.4767
75,Republican,The economy is booming and America is prospering thanks to pro-growth policies championed by the GOP. https://t.co/BNnPlGAxzK,House GOP,17,0.0,0.746,0.254,0.6249
76,Republican,.@RepDougCollins explains how House Dems sabotaged their own hearing for political reasons. Read his @FoxNews op-ed… https://t.co/eZ80E5XvMq,House GOP,17,0.0,1.0,0.0,0.0
77,Republican,The Democrats’ socialist health care scheme forces millions of Americans off their current plans and into a governm… https://t.co/d20I2h7lgq,House GOP,19,0.0,0.842,0.158,0.4939
78,Republican,"On this #NationalDayofPrayer, we look past our differences to come together and pray for peace, prosperity, and uni… https://t.co/Ux5Jy20hAe",House GOP,19,0.0,0.746,0.254,0.7003
79,Republican,"""We approach this year’s Holocaust Remembrance Day not only as a call for remembrance, but also as a call to action… https://t.co/yB72goXVai",House GOP,22,0.0,1.0,0.0,0.0
80,Republican,"“Action is the only remedy to indifference: the most insidious danger of all,” Elie Wiesel. 

On #YomHaShoah, we re… https://t.co/lpKbqMPNP6",House GOP,20,0.213,0.787,0.0,-0.5965
81,Republican,"The Democrats’ one-size-fits-all, government run-scheme has a price tag of $32,000,000,000,000 and would strip 158… https://t.co/ZN4bFKjkvf",House GOP,16,0.0,1.0,0.0,0.0
82,Republican,No slowing down: The booming Trump economy continues to blow past expectations and help all Americans succeed. https://t.co/fhbis9tnwE,House GOP,18,0.095,0.649,0.255,0.5719
83,Republican,".@RepMcGovern falsely claims ""people aren't going to lose their health care with Medicare-for-All.""

The truth? The… https://t.co/d5LDBQeMSx",House GOP,17,0.0,0.643,0.357,0.7755
84,Republican,Today’s hearing is yet another example of Democrats embracing socialism and trying to put government in charge of e… https://t.co/utYeJgVZJp,House GOP,20,0.0,1.0,0.0,0.0
85,Republican,"Today House Democrats are advancing their $32 trillion, one-size-fits-all government takeover of health care that w… https://t.co/tJqfAUfO7w",House GOP,17,0.0,0.833,0.167,0.4939
86,Republican,"Tune in live with @GOPLeader, @SteveScalise, @RepLizCheney, and @michaelcburgess now ⬇️ https://t.co/VFcLzXPc9Z",House GOP,12,0.0,1.0,0.0,0.0
87,Republican,"“In this iteration, you get to keep nothing. All private health insurance as we know it's gone…Everything will be t… https://t.co/3iMCi9IO3r",House GOP,21,0.0,1.0,0.0,0.0
88,Republican,"""This horrifying episode is the latest example of rising anti-Semitic violence in this country &amp; around the world.… https://t.co/pyP1FOWfoY",House GOP,19,0.315,0.685,0.0,-0.8316
89,Republican,Today is @DEAHQ's National #TakeBackDay. Take a step to prevent drug addiction and overdose deaths by properly disp… https://t.co/hee9TXJq3D,House GOP,19,0.0,0.939,0.061,0.0258
90,Republican,"The situation on the U.S.-Mexico border is a humanitarian &amp; national security disaster. @RepAndyBiggsAZ,… https://t.co/xfxnGStGIr",House GOP,15,0.222,0.649,0.13,-0.4019
91,Republican,"What does @HouseDemocrats socialist health care takeover mean for you?

✅ $32 Trillion Price Tag
✅ Eliminates priva… https://t.co/GcyOLxBXUC",House GOP,19,0.0,0.833,0.167,0.4939
92,Republican,"We want to wish you, your family, and all of your loved ones a happy and blessed Easter! https://t.co/AgBgeXFwLE",House GOP,19,0.0,0.452,0.548,0.9412
93,Republican,Wishing everyone who is observing a happy #Passover. Chag Sameach! https://t.co/1OTk0XrmQZ,House GOP,11,0.0,0.576,0.424,0.7088
94,Republican,"Who is in charge of Democrats today? Not @SpeakerPelosi or @LeaderHoyer... 
 
@RichLowry explains why the far-left… https://t.co/u3lLGt2w7c",House GOP,17,0.0,1.0,0.0,0.0
95,Republican,"“Dems are pining ever more loudly for socialism these days, for ‘free’ education, ‘free’ health care &amp; much else...… https://t.co/TcMRKpYKK7",House GOP,20,0.0,0.856,0.144,0.4939
96,Republican,"In the first 100 days of their majority, House Democrats:
➡️ failed to deliver a budget
➡️ failed to secure our bor… https://t.co/pQrR0jFchc",House GOP,23,0.236,0.679,0.086,-0.6369
97,Republican,"""From ignoring the humanitarian crisis at the border to championing an impeachment resolution, it has been one exer… https://t.co/rqdSmciVvV",House GOP,19,0.266,0.625,0.109,-0.6124
98,Republican,"Thanks to the GOP’s Tax Cuts &amp; Jobs Act, over 90% of middle-class families received a tax cut. That means more of y… https://t.co/C3mt7tz35h",House GOP,24,0.158,0.735,0.107,-0.1027
99,Republican,"""Tax-cut opponents and a complicit media tell average Americans our new tax law helps only the rich. Facts say othe… https://t.co/NxepRhiwlz",House GOP,21,0.0,0.744,0.256,0.7351
100,Republican,"We are seeing higher wages, record economic optimism, and working families are taking home more of their hard-earne… https://t.co/l1fB0P6oGi",House GOP,19,0.0,0.837,0.163,0.5423
101,Republican,"The Republican Tax Cuts &amp; Jobs Act is delivering results for the American people:

✔️Lower taxes
✔️Higher wages
✔️M… https://t.co/4jcw4Ita7K",House GOP,20,0.104,0.896,0.0,-0.296
102,Republican,".@WaysandMeansGOP’s @RepKevinBrady explains on #TaxDay how tax reform is helping single moms, working families and… https://t.co/opEhQ5rgeF",House GOP,16,0.0,0.872,0.128,0.296
103,Republican,"Happy Birthday to America's 3rd President, Thomas Jefferson! https://t.co/w29dTVTLAj",House GOP,9,0.0,0.667,0.333,0.6114
104,Republican,"House Dems when Republicans try to stop infanticide: “Oh my god. They just will not quit.”
 
They’re absolutely rig… https://t.co/qNxtwjaz6N",House GOP,20,0.099,0.807,0.094,-0.0258
105,Republican,"For years, House Dems said “show me your budget, show me your values.” Now they’re so divided that they can’t even… https://t.co/BeJh9qrqOv",House GOP,22,0.0,1.0,0.0,0.0
106,Republican,"During the first 100 days, House Democrats have embraced the so-called #GreenNewDeal. This reckless proposal would:… https://t.co/gQtDVhjJKV",House GOP,17,0.144,0.856,0.0,-0.4019
107,Republican,"The fight to #EndInfanticide should not be a partisan issue, yet in the first 100 days of their majority Democrats… https://t.co/HvZCBAAnTM",House GOP,21,0.12,0.88,0.0,-0.3818
108,Republican,The first #100DayOfDems has been filled with nothing more than meaningless resolutions and messaging votes. Democra… https://t.co/Yr1RAM6C9D,House GOP,17,0.0,0.86,0.14,0.3843
109,Republican,"If there’s one thing House Democrats are best known for during their first 100 days in the majority, it’s the $93 T… https://t.co/Xg38AZgZoe",House GOP,23,0.0,0.84,0.16,0.6369
110,Republican,"In the first #100DaysOfDems, House Democrats have shown that they are not “for the people,” but are for radical and… https://t.co/vuKfwPnlz8",House GOP,21,0.0,1.0,0.0,0.0
111,Republican,"The Democrat’s out-of-touch $100+ Trillion socialist agenda has been on display in the first #100DaysofDems, and it… https://t.co/nRzzeOnAON",House GOP,18,0.0,1.0,0.0,0.0
112,Republican,".@GOPLeader is right: “You can sum up the first 100 days in 3 words: radicalism, resistance and resolutions.” #100DaysOfDems",House GOP,19,0.0,1.0,0.0,0.0
113,Republican,"Following Bernie Sanders, House Democrats are pushing #SinglePayer healthcare, which would abolish private insuranc… https://t.co/MbpqmvhSB6",House GOP,15,0.0,1.0,0.0,0.0
114,Republican,"Today marks the 100th day of the Democrat majority in the House, and one thing is clear: the American people deserv… https://t.co/xjnVU1Qt7b",House GOP,22,0.0,0.89,0.11,0.3818
115,Republican,"Our immigration system is at its “breaking point,” and House D’s have spent their first 100 days in the majority ig… https://t.co/rndDhGTYuj",House GOP,22,0.0,1.0,0.0,0.0
116,Republican,House D's have been so divided by the fringe radicals in their party during their first #100DaysOfDems that they ar… https://t.co/COvvBnHH9h,House GOP,21,0.0,0.881,0.119,0.4019
117,Republican,"Here’s what House Democrats have done with their first 100 days in the majority: 
- Embraced socialism
- Defended i… https://t.co/krAAfUtZic",House GOP,21,0.0,1.0,0.0,0.0
118,Republican,Happy #NationalPetDay from our office pet to yours! https://t.co/5Yh2jZLMOh,House GOP,9,0.0,0.667,0.333,0.6114
119,Republican,"Democrats have spent their majority pushing open-border policies and calling to abolish @ICEgov, while ignoring the… https://t.co/MsENg1gaU9",House GOP,17,0.144,0.856,0.0,-0.4019
120,Republican,"Democrats’ partisan plan for a government takeover of the internet would:
- Stifle innovation
- Limit access for ru… https://t.co/y9aBQWaRn9",House GOP,20,0.0,0.86,0.14,0.3818
121,Republican,“This month House Democrats announced that they have no intention of upholding that essential obligation... A failu… https://t.co/p96TeOsBjw,House GOP,18,0.121,0.879,0.0,-0.296
122,Republican,"In their first 100 days in the majority, House Democrats have repeatedly shown that they are not “for the people,”… https://t.co/GP6flRBMaC",House GOP,21,0.0,1.0,0.0,0.0
123,Republican,Today is Gold Star Spouses Day. It’s a time to remember surviving military spouses and honor the legacy of their hu… https://t.co/mxFZ97EaQL,House GOP,22,0.0,0.779,0.221,0.6597
124,Republican,".@realdonaldtrump and Republicans in Congress have helped create a strong, healthy, and growing economy that contin… https://t.co/hqDwMfWMbG",House GOP,17,0.0,0.55,0.45,0.8316
125,Republican,"Strong words from @RepStefanik... 

Ending violence against women should not be a partisan issue. Unfortunately, Ho… https://t.co/4OKxqh14r8",House GOP,17,0.285,0.57,0.145,-0.4939
126,Republican,"Democrats are pushing for a government takeover of the Internet. 

@RepGregWalden penned an op-ed about why this pa… https://t.co/PlLVvrcw4g",House GOP,19,0.0,1.0,0.0,0.0
127,Republican,This week House Republicans signed a discharge petition to protect babies born-alive and ensure that they receive l… https://t.co/lFR311Csr2,House GOP,19,0.0,0.755,0.245,0.6369
128,Republican,"You had one job, @HouseBudgetDems... https://t.co/ivV6Up4TXc",House GOP,6,0.0,1.0,0.0,0.0
129,Republican,The Democrats health care plan is a one-size-fits-all socialist scheme that would strip 158 million Americans from… https://t.co/lay4LYG0OM,House GOP,18,0.0,0.833,0.167,0.4939
130,Republican,Democrats are focused on a partisan stunt to distract from their single-payer health care scheme to eliminate all p… https://t.co/h5pNSQji5e,House GOP,20,0.092,0.667,0.242,0.5574
131,Republican,Democrat @JanSchakowsky’s response to the GOP’s Born Alive discharge petition to force a vote on the House floor to… https://t.co/kp3DeEs1wF,House GOP,20,0.0,0.874,0.126,0.3818
132,Republican,"This issue shouldn’t be partisan. All babies, including those that survive abortion, should be treated with the sam… https://t.co/LagMp6WM57",House GOP,19,0.0,1.0,0.0,0.0
133,Republican,Watch as House Republicans head to the floor to sign a discharge petition to demand a vote on the #BornAliveBill to… https://t.co/uqgv5247NZ,House GOP,22,0.073,0.927,0.0,-0.128
134,Republican,"“It’s amazing to me as a mom, as a member of this House of Representatives, that we even have to have this argument… https://t.co/E9fqtGlNmv",House GOP,24,0.0,0.847,0.153,0.5859
135,Republican,Newborns who survive abortions deserve to be granted the same legal protections and life-saving medical care as any… https://t.co/QbEJKERrns,House GOP,19,0.0,0.705,0.295,0.6908
136,Republican,"25 times. 

House Democrats have blocked Republican efforts 25 times to pass the Born Alive Abortion Survivors Prot… https://t.co/k8eIZtOvr0",House GOP,19,0.097,0.783,0.12,0.128
137,Republican,"Protecting newborn children from the abhorrent practice #infanticide shouldn’t be so difficult, but Dems have refus… https://t.co/Z1N4mRWw6U",House GOP,17,0.237,0.763,0.0,-0.5677
138,Republican,House Dems have blocked a bill that ensures medical care for every baby 25 times. Today @SteveScalise’s filing a di… https://t.co/yz8kVGOaee,House GOP,21,0.094,0.762,0.143,0.2732
139,Republican,TUNE IN → House Republicans to file a discharge petition to bypass Nancy Pelosi in order to protect babies born-ali… https://t.co/iIXvgKjLYW,House GOP,21,0.0,0.874,0.126,0.3818
140,Republican,Today is #WorldAutismAwarenessDay – a day to promote understanding and acceptance for the millions of people with a… https://t.co/MlcX3i32tN,House GOP,19,0.0,0.728,0.272,0.6808
141,Republican,House Democrats are so divided by the fringe far-left in their party that after just 3 months they have already dec… https://t.co/9MNBVwje4S,House GOP,22,0.0,0.881,0.119,0.4019
142,Republican,News outlets are reporting that House Democrats are so divided by the far-left radicals in their party that they ar… https://t.co/vpfFmBBR3Q,House GOP,21,0.0,0.881,0.119,0.4019
143,Republican,".@AdamSchiff repeatedly claimed that there was ""significant evidence"" of collusion between the President and Russia… https://t.co/A5DsQBAxv2",House GOP,16,0.0,0.893,0.107,0.2023
144,Republican,Today marks 22 times that Democrats have blocked mandatory medical care for every baby born. It's time to… https://t.co/mx6IgqJPYo,House GOP,19,0.093,0.708,0.199,0.34
145,Republican,The issue of anti-Semitism should never be political. While House Republicans stand unapologetically alongside Isra… https://t.co/X2zzbzymIZ,House GOP,16,0.0,1.0,0.0,0.0
146,Republican,House Dems can't fulfill the basic responsibilities of governing. They are so divided and driven to the fringe by t… https://t.co/ehaJP0vjjp,House GOP,21,0.107,0.893,0.0,-0.3412
147,Republican,"The Senate is voting now on the Democrats' #GreenNewDeal, a socialist vision which would upend the entire U.S. econ… https://t.co/4KCxwvtBam",House GOP,20,0.0,0.9,0.1,0.25
148,Republican,Democrats are seriously trying to claim they haven’t spent the last two years obsessed about Russia…but… https://t.co/lxa6vSJCjA,House GOP,17,0.185,0.815,0.0,-0.34
149,Republican,House Republicans know how important it is to address the emergency on our border. We need to #SecureTheBorder and… https://t.co/zHc4xTWUZ6,House GOP,20,0.116,0.804,0.08,-0.2023
150,Republican,"For more than two years, Democrats peddled falsehoods and repeatedly claimed they had “evidence” of collusion. They… https://t.co/PMae5QKKUo",House GOP,18,0.0,1.0,0.0,0.0
151,Republican,Last night @RepRickAllen asked again for unanimous consent on the #BornAliveBill. This marks the 20th consecutive t… https://t.co/2W78gW8FzK,House GOP,18,0.0,0.899,0.101,0.2263
152,Republican,"“Yes, we are in a crisis situation at the border... It’s absolutely, 100% true that every part of our border manage… https://t.co/kW7mFx9OD6",House GOP,22,0.157,0.726,0.118,-0.2551
153,Republican,"After 22 months and at least $25 million, the Special Counsel’s report finds what Republicans long knew and what De… https://t.co/myZWVrIH6Q",House GOP,21,0.0,0.881,0.119,0.4019
154,Republican,"After 22 months and at least $25 million, the Special Counsel’s report finds what Republicans long knew and what De… https://t.co/myZWVrIH6Q",House GOP,21,0.0,0.881,0.119,0.4019
155,Republican,"#OnThisDay in 1863, the first Medal of Honor was awarded, making this National #MedalOfHonorDay. We are thankful fo… https://t.co/sAnexVnlpS",House GOP,19,0.0,0.542,0.458,0.9136
156,Republican,"""The American people will long remember how wrong and irresponsible the Democrats have been."" 

Read Conference Cha… https://t.co/Aa0w6k0Xl4",House GOP,18,0.273,0.727,0.0,-0.7184
157,Republican,House GOP Conference Chair @RepLizCheney joined Gregory Smith at @AIPAC Conference today to talk about the importan… https://t.co/gZ9umPFPvF,House GOP,18,0.0,1.0,0.0,0.0
158,Republican,Happy #NationalPuppyDay from the best pups on the Hill 🐶🇺🇸 https://t.co/Lsbth6t4xi,House GOP,11,0.0,0.533,0.467,0.836
159,Republican,"From abolishing the Electoral College to transforming the make up of the Supreme Court, Democrats are racing to fun… https://t.co/KswjYpDJ0T",House GOP,20,0.0,0.841,0.159,0.5574
