Political Affiliation,tweet,Politician,Word Count
Republican,....On Monday they shot down an unmanned drone flying in International Waters. We were cocked &amp; loaded to retaliate… https://t.co/raUb2Tm27P,Donald Trump,20
Republican,"....Death to America. I terminated deal, which was not even ratified by Congress, and imposed strong sanctions. The… https://t.co/NwGNQ61rTV",Donald Trump,19
Republican,President Obama made a desperate and terrible deal with Iran - Gave them 150 Billion Dollars plus I.8 Billion Dolla… https://t.co/kBxd0Jmjs5,Donald Trump,21
Republican,"....”This Russia Collusion Hoax was perpetrated in part by people inside the government, and in part by a compliant… https://t.co/GurPwGDoD9",Donald Trump,20
Republican,"Just revealed that the Failing and Desperate New York Times was feeding false stories about me, &amp; those associated… https://t.co/smranFkpUY",Donald Trump,20
Republican,S&amp;P closes at Record High! https://t.co/C5nOXIQ7EJ,Donald Trump,6
Republican,It was my great honor to host Canadian Prime Minister @JustinTrudeau at the @WhiteHouse today!🇺🇸🇨🇦 https://t.co/orlejZ9FFs,Donald Trump,16
Republican,Iran made a very big mistake!,Donald Trump,6
Republican,“The President has a really good story to tell. We have unemployment lower than we’ve seen in decades. We have peop… https://t.co/Pl2HsZbiRK,Donald Trump,22
Republican,S&amp;P opens at Record High!,Donald Trump,5
Republican,"Since Election Day 2016, Stocks up almost 50%, Stocks gained 9.2 Trillion Dollars in value, and more than 5,000,000… https://t.co/nOj2hCnU11",Donald Trump,20
Republican,Congratulations to President Lopez Obrador — Mexico voted to ratify the USMCA today by a huge margin. Time for Congress to do the same here!,Donald Trump,25
Republican,"Just returning from Orlando and Doral (Miami), Florida, and heading to the Oval Office, where I will present the gr… https://t.co/mmXTH7Oy0Y",Donald Trump,21
Republican,I will be interviewed LIVE tonight by @seanhannity on @FoxNews  9 P.M. Enjoy!,Donald Trump,13
Republican,....asking Hillary Clinton why she deleted and acid washed her Emails AFTER getting a subpoena from Congress? Anybo… https://t.co/v7srUNpDJW,Donald Trump,19
Republican,"So sad that the Democrats are putting wonderful Hope Hicks through hell, for 3 years now, after total exoneration b… https://t.co/Ct2zOwU2f3",Donald Trump,21
Republican,"If I didn’t have the Phony Witch Hunt going on for 3 years, and if the Fake News Media and their partner in Crime,… https://t.co/oIedLRj2hT",Donald Trump,25
Republican,DEMOCRAT CONGRESSIONAL HEARINGS ARE #RIGGED!,Donald Trump,5
Republican,"....33,000 Emails that Hillary and her lawyer deleted and acid washed AFTER GETTING A SUBPOENA FROM CONGRESS? That… https://t.co/MS0sZvxGCU",Donald Trump,19
Republican,"The Dems are very unhappy with the Mueller Report, so after almost 3 years, they want a Redo, or Do Over. This is e… https://t.co/iIezZ37BvR",Donald Trump,25
Republican,THANK YOU! #Trump2020🇺🇸 https://t.co/recnmmYAFN,Donald Trump,4
Republican,"Don’t ever forget - this election is about YOU. It is about YOUR family, YOUR future, &amp; the fate of YOUR COUNTRY. W… https://t.co/N63NrMHm9K",Donald Trump,24
Republican,"In the ultimate act of moral cowardice, not one Democrat Candidate for president - not a single one - has stood up… https://t.co/wYxukWwbsX",Donald Trump,23
Republican,On no issue are Democrats more extreme – and more depraved – than when it comes to Border Security. The Democrat Ag… https://t.co/1OBYdnaLRS,Donald Trump,23
Republican,"Together, we are breaking the most sacred rule in Washington Politics: we are KEEPING our promises to the American… https://t.co/oWdoE44mio",Donald Trump,20
Republican,"THANK YOU ORLANDO, FLORIDA!https://t.co/Va9FhByJi0",Donald Trump,4
Republican,"Join me LIVE tonight in Orlando, Florida at 8:00 P.M. Eastern as we kickoff #Trump2020. Enjoy!",Donald Trump,16
Republican,"Departing for Orlando, Florida with @FLOTUS Melania! https://t.co/EB2ewYArUP",Donald Trump,8
Republican,"....I thank Pat for his outstanding service and will be naming Secretary of the Army, Mark Esper, to be the new Act… https://t.co/bL4tPjQkEq",Donald Trump,23
Republican,"Acting Secretary of Defense Patrick Shanahan, who has done a wonderful job, has decided not to go forward with his… https://t.co/ULQn25do9H",Donald Trump,21
Republican,German DAX way up due to stimulus remarks from Mario Draghi. Very unfair to the United States!,Donald Trump,17
Republican,“ECB officials see Rate Cut as primary tool for any new stimulus.”  @business,Donald Trump,13
Republican,Had a very good telephone conversation with President Xi of China. We will be having an extended meeting next week… https://t.co/6clvoT1GwT,Donald Trump,21
Republican,"The Fake News doesn’t report it, but Republican enthusiasm is at an all time   high. Look what is going on in Orlan… https://t.co/kUvKcJK7ps",Donald Trump,23
Republican,European Markets rose on comments (unfair to U.S.) made today by Mario D!,Donald Trump,13
Republican,"Mario Draghi just announced more stimulus could come, which immediately dropped the Euro against the Dollar, making… https://t.co/DcwHcOuAhi",Donald Trump,18
Republican,"Only a few people showed up for the so-called Impeachment rallies over the weekend. The numbers were anemic, no spi… https://t.co/mZZgn25Mpv",Donald Trump,21
Republican,Wow!  The State Department said it has identified 30 Security Incidents involving current or former employees and t… https://t.co/ZL3RPpKmDj,Donald Trump,19
Republican,"The story in the @nytimes about the U.S. escalating attacks on Russia’s power grid is Fake News, and the Failing Ne… https://t.co/95pzIQFiFk",Donald Trump,22
Republican,"Thousands of people are already lined up in Orlando, some two days before tomorrow nights big Rally. Large Screens… https://t.co/sXWEw2DQ4v",Donald Trump,20
Republican,....long before they get to our Southern Border. Guatemala is getting ready to sign a Safe-Third Agreement. The onl… https://t.co/lfgnHmLhC3,Donald Trump,20
Republican,Next week ICE will begin the process of removing the millions of illegal aliens who have illicitly found their way… https://t.co/Y0el2Ij8dU,Donald Trump,21
Republican,.@FoxNews Polls are always bad for me. They were against Crooked Hillary also. Something weird going on at Fox. Our… https://t.co/zAj4YNIXow,Donald Trump,21
Republican,"One size doesn’t fit all - I support West Virginia Schools. Keep up the great work, @WVGovernor Big Jim Justice -… https://t.co/ji4BX6OpAC",Donald Trump,22
Republican,“Iran to defy Uranium Stockpile Limits”,Donald Trump,6
Republican,"Only Fake Polls show us behind the Motley Crew. We are looking really good, but it is far too early to be focused o… https://t.co/EeEx5krRGK",Donald Trump,25
Republican,"Big Rally tomorrow night in Orlando, Florida, looks to be setting records. We are building large movie screens outs… https://t.co/y8Kj7Qdtnk",Donald Trump,20
Republican,"Thank you Mr. Prime Minister, a great honor! https://t.co/ozLz84g3i0",Donald Trump,9
Republican,"Congratulations to Gary Woodland in winning the United States Open Golf Championship. Fantastic playing, great hear… https://t.co/aOIWxyO1fB",Donald Trump,17
Republican,Rep. Alexandria Ocasio-Cortez. “I think we have a very real risk of losing the Presidency to Donald Trump.” I agree… https://t.co/An2bEJbkdf,Donald Trump,21
Republican,Almost 70% in new Poll say don’t impeach. So ridiculous to even be talking about this subject when all of the crime… https://t.co/1gTLKrlNke,Donald Trump,23
Republican,"......If Republicans ever did that to the Democrats, there would be all hell to pay. It would be a scandal like no other!",Donald Trump,23
Republican,"When will the Fake News Media start asking Democrats if they are OK with the hiring of Christopher Steele, a foreig… https://t.co/EJ09B5ve6v",Donald Trump,22
Republican,Thank you PM @Netanyahu and the State of Israel for this great honor!🇺🇸🇮🇱 https://t.co/OUcf6s98UX,Donald Trump,14
Republican,https://t.co/9T50NuGW28,Donald Trump,1
Republican,"Happy Father’s Day to all, including my worst and most vicious critics, of which there are fewer and fewer. This is… https://t.co/zlDLwvvOmg",Donald Trump,22
Republican,".....news is that at the end of 6 years, after America has been made GREAT again and I leave the beautiful White Ho… https://t.co/zIDFPwA9nP",Donald Trump,24
Republican,"A poll should be done on which is the more dishonest and deceitful newspaper, the Failing New York Times or the Ama… https://t.co/vfZVfQN8vq",Donald Trump,23
Republican,.....saying enough. Democrat voters want to hear the politicians talking about issues. This is a huge distraction a… https://t.co/IO0jqmXTru,Donald Trump,19
Republican,Yesterday was the Radical Left Democrats big Impeachment day. They worked so hard to make it something really big a… https://t.co/qBCbGw6wP4,Donald Trump,21
Republican,Congratulations to great guy Pete Hegseth and wonderful Jenny Cunningham on their engagement. They will have a fant… https://t.co/ZZvmwAmTgk,Donald Trump,19
Republican,....More and more states want to do this but their governors and leaders don’t have the courage to do so. The polit… https://t.co/gptzZATV0b,Donald Trump,23
Republican,"Florida Governor Ron DeSantis just signed Bill banning Sanctuary Cities in State, &amp; forcing all law enforcement age… https://t.co/sCUsLVJd8T",Donald Trump,19
Republican,".....ALSO, NOT TRUE! Anything goes with our Corrupt News Media today. They will do, or say, whatever it takes, with… https://t.co/i5O0nH96rX",Donald Trump,21
Republican,Do you believe that the Failing New York Times just did a story stating that the United States is substantially inc… https://t.co/Zrf9rgki3V,Donald Trump,22
Republican,".....the first 2 1/2 years of his Presidency, including the fact that we have one of the best Economies in the hist… https://t.co/ahJXhprb5V",Donald Trump,23
Republican,....misleading in that I personally spent only a small fraction of that time doing interviews. I do have a few othe… https://t.co/WAR0k7P1Go,Donald Trump,22
Republican,I enjoyed my interview with @GStephanopoulos on @ABC. So funny to watch the Fake News Media try to dissect &amp; distor… https://t.co/8hQEHz4vVS,Donald Trump,22
Republican,He is a national disgrace who is destroying the City of London! https://t.co/l3qcUS17jh,Donald Trump,13
Republican,The Corrupt News Media is totally out of control - they have given up and don’t even care anymore. Mainstream Media… https://t.co/9wk4kXuVkK,Donald Trump,22
Republican,https://t.co/jlmmOCxk9H,Donald Trump,1
Republican,LONDON needs a new mayor ASAP. Khan is a disaster - will only get worse! https://t.co/n7qKI3BbD2,Donald Trump,16
Republican,Thank you Steve &amp; family! https://t.co/1lgfJjHRfH,Donald Trump,6
Republican,"The Trump Economy is setting records, and has a long way up to go....However, if anyone but me takes over in 2020 (… https://t.co/2MY2I67HJG",Donald Trump,24
Republican,“President Trump to launch 2020 Campaign in Florida!”  @foxandfriends  Tuesday will be a Big Crowd and Big Day!,Donald Trump,18
Republican,All in for Senator Steve Daines as he proposes an Amendment for a strong BAN on burning our American Flag. A no brainer!,Donald Trump,23
Republican,Despite the Greatest Presidential Harassment of all time by people that are very dishonest and want to destroy our… https://t.co/0CMQNSi0Pc,Donald Trump,20
Republican,"“With over a 50% Approval Rating at this point in his Presidency, analysts believe re-election in 2020 looks (very)… https://t.co/qN7HxFW4xz",Donald Trump,20
Republican,“The latest Polls find 51% of Americans approve of President Trump’s Job Performance. Last month a Democrat Pollste… https://t.co/G61LaSYhlH,Donald Trump,19
Republican,"....While Pennsylvania is BOOMING, I don’t want there to be even a little glitch in Coatesville – every job counts.… https://t.co/DZ7LVDm0iu",Donald Trump,21
Republican,"Just spoke to Marillyn Hewson, CEO of @LockheedMartin, about continuing operations for the @Sikorsky in Coatesville… https://t.co/DqqlThg65Z",Donald Trump,17
Republican,Thank you @senatemajldr Mitch McConnell for understanding the Democrats game of not playing it straight on the ridi… https://t.co/6dFhQqxufG,Donald Trump,19
Republican,The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE!… https://t.co/0kiJPXY0Jo,Donald Trump,19
Republican,"Announcing great, expanded HRAs—big win for small employers and workers. This is a fantastic plan! My Administratio… https://t.co/SggDfywGRK",Donald Trump,18
Republican,"The Radical Left Dems are working hard, but THE PEOPLE are much smarter. Working hard, thank you! https://t.co/KDHH5jYbGV",Donald Trump,18
Republican,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy! @FoxNews,Donald Trump,11
Republican,"Natalie Harp, fighting Stage 2 Cancer and doing really well, was a GREAT guest on @foxandfriends. Right To Try is p… https://t.co/OEULW2vi3V",Donald Trump,22
Republican,Thank you Jason Chaffetz! #MAGA https://t.co/sz6LiPXez6,Donald Trump,6
Republican,"Today we announced vital new actions that we are taking to help former inmates find a job, live a crime-free life,… https://t.co/C6Iv95Vbss",Donald Trump,22
Republican,"....She is a very special person with extraordinary talents, who has done an incredible job! I hope she decides to… https://t.co/A2HKT8oVGg",Donald Trump,21
Republican,"After 3 1/2 years, our wonderful Sarah Huckabee Sanders will be leaving the White House at the end of the month and… https://t.co/8x6B3347n2",Donald Trump,23
Republican,"""It is the assessment of the U.S. government that Iran is responsible for today's attacks in the Gulf of Oman....""… https://t.co/nS0FBOn7NH",Donald Trump,21
Republican,"While I very much appreciate P.M. Abe going to Iran to meet with Ayatollah Ali Khamenei, I personally feel that it… https://t.co/LJrIPeNJVx",Donald Trump,22
Republican,They’ve been wrong all along! https://t.co/z5tSV2JLEf,Donald Trump,6
Republican,"....and other really bad people, SPIED ON MY CAMPAIGN! They even had an “insurance policy” just in case Crooked Hil… https://t.co/Tn8G6tDSWO",Donald Trump,21
Republican,"....which he is a member. When @RepAdamSchiff took calls from another person, also very successfully purporting to… https://t.co/QX6qDQ9B22",Donald Trump,18
Republican,"When Senator @MarkWarnerVA spoke at length, and in great detail, about extremely negative information on me, with a… https://t.co/g3ijqwIUnZ",Donald Trump,19
Republican,....call the FBI about these calls and meetings? How ridiculous! I would never be trusted again. With that being sa… https://t.co/28KJTK4zmq,Donald Trump,21
Republican,"I meet and talk to “foreign governments” every day. I just met with the Queen of England (U.K.), the Prince of Wale… https://t.co/Lv1Sq9IFED",Donald Trump,23
Republican,The Dems fight us at every turn - in the meantime they are accomplishing nothing for the people! They have gone abs… https://t.co/4ksZW3H6j4,Donald Trump,23
Republican,"....is not Constitutionally Permissable.” Alan Dershowitz, Constitutional Lawyer",Donald Trump,8
Republican,“Congress cannot Impeach President Trump (did nothing wrong) because if they did they would be putting themselves a… https://t.co/o9yLoC5ivo,Donald Trump,19
Republican,"....can to embarrass the Trump Administration (and Republicans), attack the Trump Administration. This is campaigni… https://t.co/fkDliDHTW7",Donald Trump,16
Republican,.....much tougher game than the Republicans did when they had the House Majority. Republicans will remember! “This… https://t.co/qklw7nUrC6,Donald Trump,18
Republican,"Unrelated to Russia, Russia, Russia (although the Radical Left doesn’t use the name Russia anymore since the issuan… https://t.co/vWftO2Z3XI",Donald Trump,19
Republican,"General Michael Flynn, the 33 year war hero who has served with distinction, has not retained a good lawyer, he has… https://t.co/Wa1dZJ8O5t",Donald Trump,22
Republican,"“It’s about peace and Prosperity, that’s how Republican Presidents get elected, and this President has delivered on… https://t.co/WByp5X29HM",Donald Trump,18
Republican,"“Biden would be China’s Dream Candidate, because there would be no more Tariffs, no more demands that China stop st… https://t.co/lqNJf2tFFu",Donald Trump,21
Republican,Thank you very much! https://t.co/UOeTBUqfhE,Donald Trump,5
Republican,is = if (Spell)! Not like Chris. https://t.co/wBIGo2ffzB,Donald Trump,8
Republican,Two Fantastic People! My friends from the very beginning. Thank you D&amp;S. https://t.co/XmyedA1WZL,Donald Trump,13
Republican,"Our Farmers deserve this, they are GREAT! https://t.co/0dFkx0vUkl",Donald Trump,8
Republican,Thank you! https://t.co/tagXwv2imY,Donald Trump,3
Republican,Michael Whatley has been with us right from the beginning. A great Leader and @NCGOP Chairman! https://t.co/XQvnK9LD8R,Donald Trump,17
Republican,It was a pleasure to host my friends President Andrzej Duda and Mrs. Agata Kornhauser-Duda of Poland at the… https://t.co/2mRmiZJBv8,Donald Trump,20
Republican,".....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which, by the way and desp… https://t.co/nv9Ni9aNxf",Donald Trump,23
Republican,The Fake News has never been more dishonest than it is today. Thank goodness we can fight back on Social Media. The… https://t.co/kqtIPkfHvW,Donald Trump,23
Republican,"Wow! Just got word that our June 18th, Tuesday, ANNOUNCEMENT in Orlando, Florida, already has 74,000 requests for a… https://t.co/s0o4oOouVe",Donald Trump,20
Republican,".....The Fake (Corrupt) News Media said they had a leak into polling done by my campaign which, by the way and desp… https://t.co/B1JsX99LLU",Donald Trump,23
Republican,“Someone should call Obama up. The Obama Administration spied on a rival presidential campaign using Federal Agenci… https://t.co/msMEtcaMIr,Donald Trump,18
Republican,"Beautiful afternoon in Iowa. Thank you to all of our Nation’s Farmers. May God bless you, and may God Bless America! https://t.co/VYA2bSzMWf",Donald Trump,22
Republican,“Trump administration gives final approval for year-round E15 use” https://t.co/WPrDiyfpIW,Donald Trump,10
Republican,"Today, here in Iowa, we honor America’s cherished farming heritage. We salute your commitment to American Energy In… https://t.co/4lM6n04fcy",Donald Trump,19
Republican,"On my way to Iowa - just heard nearly 1,000 agriculture groups signed a letter urging Congress to approve the USMCA… https://t.co/dQdPN7bIQE",Donald Trump,22
Republican,“Why did the Democrats run if they didn’t want to do things?” @SenRickScott,Donald Trump,13
Republican,Good day in the Stock Market. People have no idea the tremendous potential our Country has for GROWTH - and many other things!,Donald Trump,23
Republican,...Companies to come to the U.S.A and to get companies that have left us for other lands to come back home. We stup… https://t.co/UC3RoD4Kws,Donald Trump,24
Republican,"Maria, Dagan, Steve, Stuart V - When you are the big “piggy bank” that other countries have been ripping off for ye… https://t.co/cqYjcx59mO",Donald Trump,23
Republican,"This is because the Euro and other currencies are devalued against the dollar, putting the U.S. at a big disadvanta… https://t.co/VNup5q1djm",Donald Trump,21
Republican,"The United States has VERY LOW INFLATION, a beautiful thing!",Donald Trump,10
Republican,"Sad when you think about it, but Mexico right now is doing more for the United States at the Border than the Democr… https://t.co/K5EUuHrwMP",Donald Trump,24
Republican,PRESIDENTIAL HARASSMENT!,Donald Trump,2
Republican,"....investigation in the Senate. They can talk to John Dean until the cows come home, we’re not doing anything in t… https://t.co/CXbta3IJyU",Donald Trump,22
Republican,“Mueller has spoken. He found No Collusion between the Trump Campaign and the Russians. The bottom line is what the… https://t.co/ARXU5n0svE,Donald Trump,21
Republican,"“Jerry Nadler’s Trump Bashing Show Is A Bust.” Headline, New York Post. @foxandfriends  The Greatest Witch Hunt of… https://t.co/KheJlbqBCi",Donald Trump,19
Republican,"New book just out, “The Real Deal, My Decade Fighting Battles and Winning Wars With Trump,” is really wonderful. It… https://t.co/g6hkOZbglo",Donald Trump,21
Republican,#AmericaFIRST #MAGA🇺🇸 https://t.co/Ae51wFELD0,Donald Trump,3
Republican,https://t.co/RRcP8ZDy1e,Donald Trump,1
Republican,https://t.co/V8TxJ3KVLZ,Donald Trump,1
Republican,"Despite the Phony Witch Hunt, we will continue to MAKE AMERICA GREAT AGAIN! Thank you!! https://t.co/MXuiolM745",Donald Trump,16
Republican,"Congratulations to the 2019 Indianapolis 500 Winner @IMS, @SimonPagenaud and @Team_Penske! @IndyCar🏆🏁 https://t.co/uxhfbhJ2p0",Donald Trump,13
Republican,I have been briefed on the helicopter crash in New York City. Phenomenal job by our GREAT First Responders who are… https://t.co/yTXT45pD1V,Donald Trump,22
Republican,"Can’t believe they are bringing in John Dean, the disgraced Nixon White House Counsel who is a paid CNN contributor… https://t.co/n2kxeyCGQq",Donald Trump,21
Republican,Thank you @MarkLevinShow and John Eastman! https://t.co/PsoyEVynjT,Donald Trump,7
Republican,https://t.co/2O43Na2Nmr,Donald Trump,1
Republican,https://t.co/TwLPmiAB78,Donald Trump,1
Republican,When will the Failing New York Times admit that their front page story on the  the new Mexico deal at the Border is… https://t.co/TOYxCHjOmB,Donald Trump,24
Republican,"....We do not anticipate a problem with the vote but, if for any reason the approval is not forthcoming, Tariffs will be reinstated!",Donald Trump,23
Republican,"We have fully signed and documented another very important part of the Immigration and Security deal with Mexico, o… https://t.co/S8Wu4Sr4XK",Donald Trump,20
Republican,"Now with our new deal, Mexico is doing more for the USA on Illegal Immigration than the Democrats. In fact, the Dem… https://t.co/oxWFYw8wWr",Donald Trump,23
Republican,The Failing @nytimes story on Mexico and Illegal Immigration through our Southern Border has now been proven shocki… https://t.co/eBmTp4Dlya,Donald Trump,19
Republican,"....No Obstruction. The Dems were devastated - after all this time and money spent ($40,000,000), the Mueller Repor… https://t.co/hDGKholo8c",Donald Trump,19
Republican,"For two years all the Democrats talked about was the Mueller Report, because they knew that it was loaded up with 1… https://t.co/MVt4J5gZ48",Donald Trump,23
Republican,"If President Obama made the deals that I have made, both at the Border and for the Economy, the Corrupt Media would… https://t.co/ZJp3DnGcV5",Donald Trump,23
Republican,"Twitter should let the banned Conservative Voices back onto their platform, without restriction. It’s called Freedo… https://t.co/A9jaO0NKnS",Donald Trump,17
Republican,".....there is not, we can always go back to our previous, very profitable, position of Tariffs - But I don’t believ… https://t.co/WiKdxHhsCz",Donald Trump,22
Republican,".....not mentioned in yesterday press release, one in particular, were agreed upon. That will be announced at the a… https://t.co/sllX1kR6vi",Donald Trump,20
Republican,".....Mexico was not being cooperative on the Border in things we had, or didn’t have, and now I have full confidenc… https://t.co/nj0MVOfrco",Donald Trump,22
Republican,Another false report in the Failing  @nytimes. We have been trying to get some of these Border Actions for a long t… https://t.co/W8Mmwm3tI7,Donald Trump,23
Republican,"I know it is not at all “Presidential” to hit back at the Corrupt Media, or people who work for the Corrupt Media,… https://t.co/1NPnoosXNk",Donald Trump,24
Republican,"....other than to know he was, and is, a total Loser. When he makes statements about me, they are made up, he knows nothing!",Donald Trump,24
Republican,"Little @DonnyDeutsch, whose show, like his previous shoebiz tries, is a disaster, has been saying that I had been a… https://t.co/Isx4LIdl27",Donald Trump,21
Republican,"Just watched the Great @Rick24Barry, Basketball Hall of Famer, on the @marklevinshow @FoxNews. A wonderful intervie… https://t.co/Bx0mMeS0ZB",Donald Trump,17
Republican,"Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies, alm… https://t.co/c3ErNIBdR2",Donald Trump,22
Republican,"I would like to thank the President of Mexico, Andres Manuel Lopez Obrador, and his foreign minister, Marcelo Ebrar… https://t.co/HgFEwhy48z",Donald Trump,20
Republican,Everyone very excited about the new deal with Mexico!,Donald Trump,9
Republican,"Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA,… https://t.co/jbfZGPtRDu",Donald Trump,21
Republican,MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!,Donald Trump,17
Republican,"Mexico will try very hard, and if they do that, this will be a very successful agreement for both the United States and Mexico!",Donald Trump,24
Republican,"Brandon Judd, National Border Patrol Council: “That’s going to be a huge deal because Mexico will be using their st… https://t.co/0xqeXpXvuh",Donald Trump,21
Republican,"While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good, there has neve… https://t.co/KJSKdpYDXC",Donald Trump,20
Republican,"....stem the tide of Migration through Mexico, and to our Southern Border. This is being done to greatly reduce, or… https://t.co/OVOWrF6I0i",Donald Trump,21
Republican,I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariff… https://t.co/EVGSKXleS6,Donald Trump,22
Republican,Dow Jones has best week of the year!,Donald Trump,8
Republican,Heading back to D.C. Many great things are happening for our Country!,Donald Trump,12
Republican,"For all of the money we are spending, NASA should NOT be talking about going to the Moon - We did that 50 years ago… https://t.co/wTTkOYEC4G",Donald Trump,26
Republican,Democrats are incapable of doing a good and solid Immigration Bill!,Donald Trump,11
Republican,"If we are able to make the deal with Mexico, &amp; there is a good chance that we will, they will begin purchasing Farm… https://t.co/BYCi5AvhUs",Donald Trump,25
Republican,...and have no intention of doing anything other than going on a fishing expedition to see if they can find anythin… https://t.co/XGtC7iNvUK,Donald Trump,22
Republican,"Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement, especiall… https://t.co/bC8fpvt6qd",Donald Trump,20
Republican,China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China… https://t.co/qDKLXAGl7q,Donald Trump,23
Republican,https://t.co/xrrzYhPu0i,Donald Trump,1
Republican,https://t.co/lNh7hQiQTN,Donald Trump,1
Republican,#DDay75thAnniversary #DDay75 https://t.co/c8OTeHVScr,Donald Trump,3
Republican,"“Mueller’s report was pure, political garbage!” @SeanHannity https://t.co/lRjtoPTiO8",Donald Trump,8
Republican,John Solomon: Factual errors and major omissions in the Mueller Report show that it is totally biased against Trump.,Donald Trump,19
Republican,#DDay75thAnniversary https://t.co/GIsoLML4NP,Donald Trump,2
Republican,Just signed Disaster Aid Bill to help Americans who have been hit by recent catastrophic storms. So important for o… https://t.co/LP0G1lVKZk,Donald Trump,21
Republican,"To the men who sit behind me, and to the boys who rest in the field before me: your example will never grow old. Yo… https://t.co/6vsql6p26N",Donald Trump,26
