Political Affiliation,tweet,Politician,Word Count
Democrats,"Resources are coming to American communities, allies and troops! 

House Democrats are INVESTED in providing health… https://t.co/6JArYMsWC5",House Democrats,17
Democrats,@HouseDemocrats voted yesterday to take the next step in holding the Administration accountable &amp; revealing the tru… https://t.co/oKGxYb3kwt,House Democrats,18
Democrats,World War II veteran Medgar Evers fought for African American rights until his last day on earth 56 years ago. Let… https://t.co/PgEjdy957f,House Democrats,22
Democrats,"Today, #WeAreOrlando.

House Democrats remember the 49, honor the survivors &amp; stand against hate.

In their memory,… https://t.co/K3ZgUvtUZP",House Democrats,18
Democrats,House Democrats celebrate our beautiful mosaic of members dedicated to sharing their stories and challenging the st… https://t.co/3RA9SDFifY,House Democrats,18
Democrats,"“The number of those killed and wounded by guns in the United States has already topped 16,000 this year.” 

Enough… https://t.co/JHcWSFMhKP",House Democrats,21
Democrats,"#ClimateChange is real. It's happening now. Today, @HouseBudgetDems held a hearing focused on the economic risk of… https://t.co/vG4zRGCoeo",House Democrats,18
Democrats,“House Democrats’ first major bill this session reaffirmed voting rights 🗳... The bill has stalled in the GOP-led S… https://t.co/zHYuxXTBm9,House Democrats,20
Democrats,"Voting rights are American rights! 

@HouseDemocrats WILL keep our promise to fight #ForThePeople until EVERY Ameri… https://t.co/j9sz73SuC0",House Democrats,17
Democrats,"House Democrats passed the #SaveTheNet Act 2️⃣ MONTHS ago to restore #NetNeutrality #ForThePeople. 

Now the Senate… https://t.co/Y9IBYU82tY",House Democrats,17
Democrats,"House Democrats continue to celebrate LGBTQIA Americans during #PrideMonth 🏳️‍🌈. 

We will keep fighting for human… https://t.co/6vthfoICT2",House Democrats,17
Democrats,"ONE MORE TIME FOR THE FOLKS IN THE BACK 🗣️

SENATE REPUBLICANS: DO. YOUR. JOB.
 
https://t.co/m89PLKQeGz",House Democrats,16
Democrats,Thank you to @TheBlackCaucus Taskforce on Black Youth Suicide and Mental Health and actress @TherealTaraji for remi… https://t.co/HNxFkZWVkz,House Democrats,18
Democrats,"We can’t go backward. 

Eliminating environmental rules aimed at protecting Americans from harmful air pollution is… https://t.co/yfAbg1Ss5V",House Democrats,17
Democrats,"Each day, nearly 1️⃣0️⃣0️⃣ people in our nation are killed by someone using a gun. 

ENOUGH. IS. ENOUGH. 

House De… https://t.co/n6J9PRgOjA",House Democrats,21
Democrats,"Our elections were attacked. 

House Democrats took action to protect our democracy #ForThePeople. 

The Senate’s r… https://t.co/rNhtj8CoCk",House Democrats,17
Democrats,"After serving our country in Iraq and Afghanistan, @RepGolden continues fighting #ForThePeople by standing up for v… https://t.co/X2hSYMJt5l",House Democrats,18
Democrats,Thank you @VetAffairsDems Chairman @RepMarkTakano for fighting to make sure VA centers are prepared to provide adeq… https://t.co/vLQeitxv8r,House Democrats,18
Democrats,"Drug companies have raised prices on over 1,000 drugs THIS year. 

Unacceptable. 

House Democrats have passed bill… https://t.co/eIgxtm4iah",House Democrats,18
Democrats,"1️⃣ in 4️⃣ Americans are currently living in areas of poor air quality. 

House Democrats are fighting for… https://t.co/VPZZfnkIAS",House Democrats,19
Democrats,"This is a moral outrage. In a country as great as ours, the teachers 👩🏻‍🏫 👨🏾‍🏫 charged with educating our next gene… https://t.co/KHw5IfHwae",House Democrats,23
Democrats,"This is why we fight! 

House Democrats are PROUD to make history for thousands of American citizens ✊✊🏻✊🏼✊🏽✊🏾✊🏿… https://t.co/WEE3iPAPm1",House Democrats,19
Democrats,House Democrats passed the #DreamAndPromiseNow Act to protect the thousands of young Americans at risk of removal f… https://t.co/ENOWsLMkNl,House Democrats,19
Democrats,"House Democrats have passed bills to preserve our climate 🌎, protect Dreamers 🇺🇸, lower prescription drug prices 💊… https://t.co/KEWocDlnA5",House Democrats,19
Democrats,👩🏼‍🦱👩🏾🧑🏼👩🏽‍⚕️ https://t.co/wpUCqf4zwG,House Democrats,2
Democrats,"Last month, House Democrats passed HISTORIC climate legislation. We must take #ClimateActionNow to protect the futu… https://t.co/zOred4F34a",House Democrats,17
Democrats,"""When someone shows you who they are, believe them."" There's no doubt that the administration tried to undermine ou… https://t.co/z92mCSaTZI",House Democrats,20
Democrats,The American people sent Democrats to Washington for one simple reason: lower health care costs. We are fighting to… https://t.co/i1q2lwUeLE,House Democrats,20
Democrats,FACTS. ARE. FACTS. 🗣️This administration is laser-focused on denying SCIENCE and reversing our much-needed progress… https://t.co/O6fM5B1qqG,House Democrats,16
Democrats,House Democrats are clear. Experts agree. We need a bipartisan infrastructure plan #ForThePeople. President Trump:… https://t.co/pWt44mZqwi,House Democrats,16
Democrats,"⚡️ “Honoring Our Fallen Heroes”

https://t.co/DvV6zzKwqt",House Democrats,6
Democrats,"Today and every day, we remember those who have sacrificed everything for this nation. Let us recognize the price o… https://t.co/Yy7mzZ8I1x",House Democrats,21
Democrats,"HEALTH CARE IS A RIGHT, NOT A PRIVILEGE.  🗣️🗣️🗣️ https://t.co/roXsU30h63",House Democrats,10
Democrats,Every. American. Deserves. Health. Care. It’s THAT simple. @HouseDemocrats will not stop until ALL AMERICANS receiv… https://t.co/MjG3Kl4voY,House Democrats,17
Democrats,Every American deserves to retire with DIGNITY. Full stop. @HouseDemocrats passed the #SECUREAct to ensure that all… https://t.co/yDv0OLfxMi,House Democrats,18
Democrats,"Since she was elected to the Iowa State House at the age of 25, @RepFinkenauer has ALWAYS advocated for working fam… https://t.co/W7O8Rb9f07",House Democrats,22
Democrats,It has been one week since @HouseDemocrats passed the #EqualityAct to give LGBTQ Americans the fundamental civil ri… https://t.co/uQahI3l4Br,House Democrats,19
Democrats,"The Trump administration is trying to silence our nation’s scientists 👩‍🔬, but the facts speak for themselves. 🗣️… https://t.co/jGO7eT3UWY",House Democrats,19
Democrats,This country should be a beacon for those looking to work hard and fulfill their version of the American dream. Ful… https://t.co/5lwXW1VTsU,House Democrats,22
Democrats,"#ClimateChange is real. Full stop. 
House Democrats are working to save the future of our planet and our children… https://t.co/CZn0XnxgxO",House Democrats,20
Democrats,THIS IS WHAT ACCOUNTABILITY LOOKS LIKE. 👏👏@HouseDemocrats like @RepPressley are holding this administration account… https://t.co/BH2BffV2DB,House Democrats,15
Democrats,House Democrats could not have passed the Affordable Care Act without the fearless leadership of @SpeakerPelosi. We… https://t.co/iC35ecelqo,House Democrats,18
Democrats,"100 years ago today, the House passed the #19thAmendment, finally recognizing women’s voices in our democracy. We h… https://t.co/0dZy8nvtns",House Democrats,19
Democrats,The Trump administration is letting harmful contaminants pollute the water we drink and the air we breathe. House D… https://t.co/EJabYnC2HO,House Democrats,20
Democrats,"Yesterday, @HouseDemocrats passed the #EqualityAct because love does not discriminate. Neither should the law. Full… https://t.co/heRlPZv9Es",House Democrats,16
Democrats,👋🏾 Argos! https://t.co/eN9YGZTaoW,House Democrats,3
Democrats,"Every child has the right to a quality education and the opportunity to pursue their dreams. 65 years later, we mus… https://t.co/RRWG6bUi1d",House Democrats,22
Democrats,This nation is built on the values of fairness and equality. @HouseDemocrats passed the #EqualityAct because every… https://t.co/xqDVCjb142,House Democrats,18
Democrats,House Democrats  know that health care is a fundamental right. We’re  delivering on our core promise to the America… https://t.co/C9WPp5yXRJ,House Democrats,20
Democrats,"She made history as the first South American immigrant elected to Congress. Now, @RepDMP is a leading voice on immi… https://t.co/jk81ziG802",House Democrats,21
Democrats,"From Hawaii to Iraq, Rep. Tulsi Gabbard has served our nation bravely both at home and abroad. She continues her li… https://t.co/GvbwSiMn10",House Democrats,22
Democrats,"This is unconscionable. @HouseDemocrats are dedicated to making sure that every family has access to quality, affor… https://t.co/U58bhehQ2X",House Democrats,18
Democrats,Investing in our infrastructure will not only make our roads safer and our water cleaner—it will also create millio… https://t.co/qfbrtc7Fja,House Democrats,20
Democrats,Our diversity is our STRENGTH. Happy 25th anniversary to @APAICS - thank you for your work supporting @CAPAC and AA… https://t.co/qVdROrlbj9,House Democrats,21
Democrats,The Trump Administration wants to sell JUNK plans to millions of Americans with pre-existing conditions.… https://t.co/wH7hGyfbNH,House Democrats,16
Democrats,"Chairman of @EdLaborCmte, Rep. @BobbyScott has fought for equity in education and affordable health care for decade… https://t.co/p3EhNraOGV",House Democrats,18
Democrats,"This #NationalPoliceWeek, let us remember and honor the lives of officers killed in the line of duty. Thank you for… https://t.co/AafT1raSuX",House Democrats,21
Democrats,1️⃣in 4️⃣ Americans struggle to pay 💵 for their prescription 💊 medication. No American should have to choose betwee… https://t.co/NFdHIIaElU,House Democrats,20
Democrats,"Son of immigrants, engineer, businessman and now Congressman, @RepTjCox knows what it takes to strengthen our middl… https://t.co/jRekcgQSlY",House Democrats,18
Democrats,Educator. Lawyer. Public servant. @CongressmanRaja has worked to strengthen our nation’s middle class for his entir… https://t.co/LoU3fR1PBu,House Democrats,17
Democrats,"This #InfrastructureWeek, we cannot forget that #RuralBroadband is one of the biggest infrastructure needs in this… https://t.co/lwGyKBTVNl",House Democrats,17
Democrats,This nation owes an invaluable debt of gratitude to mothers. May we be emboldened by their strength and inspired by… https://t.co/l6rBEn3xIr,House Democrats,21
Democrats,"The first Vietnamese-American woman elected to Congress, @RepStephMurphy embodies the American dream. From national… https://t.co/0c7JIVP1s5",House Democrats,15
Democrats,"From Puerto Rico to Iowa, millions of Americans are suffering in the aftermath of natural disasters.… https://t.co/X22iUKPlwi",House Democrats,17
Democrats,"A successful lawyer and the first woman to be appointed City Solicitor of Allentown, @RepSusanWild became the first… https://t.co/2eHcTTNRGR",House Democrats,19
Democrats,"Educator and public servant, @RepRoKhanna has served our nation in the White House, the classroom and now in Congre… https://t.co/f5De0pb9m3",House Democrats,20
Democrats,"Disaster relief for Americans in need is long overdue. From Puerto Rico to Iowa, @HouseDemocrats will not let the T… https://t.co/k1DJ3o3TU8",House Democrats,21
Democrats,"House Democrats were given a mission to #ProtectOurCare #ForThePeople. 

We will never let the Trump administration… https://t.co/b3W3ANEgXb",House Democrats,17
Democrats,"Disaster relief for Americans in need is long overdue. From Puerto Rico to Iowa, @HouseDemocrats will not let the T… https://t.co/RcyODUwP1N",House Democrats,21
Democrats,Our nation's teachers dedicate their lives to our children. They should NEVER be left behind. Full stop.… https://t.co/ePh4qYRLTv,House Democrats,18
Democrats,"From civil rights advocate to State Senator and Congresswoman, @RepJayapal has always fought for economic equality,… https://t.co/q1QOlr5oh2",House Democrats,17
Democrats,Every American has a family member with a pre-existing condition. The president is trying to steal their health car… https://t.co/8Hg2CmuA59,House Democrats,20
Democrats,"Dr. @RepBera has been fighting #ForThePeople his entire career. In Congress, he continues his lifelong work of impr… https://t.co/yQU8NT3I5V",House Democrats,19
Democrats,Our nation’s teachers give our children more than knowledge: They instill the values of hard work and perseverance… https://t.co/UZ3lNcBz8z,House Democrats,19
Democrats,.@HouseDemocrats could not do the important work of fighting #ForThePeople without our dedicated leadership.… https://t.co/ZZnyE4CpAq,House Democrats,15
Democrats,"This is NOT who we are. House Democrats know #ClimateChange is real. 🌎

https://t.co/QTNBgxi4UI",House Democrats,14
Democrats,"Thanks to the Democratic majority, the House took action on #ClimateChange for the first time in 10 YEARS. We canno… https://t.co/qhIJdHifhX",House Democrats,21
Democrats,"Almost half of all Americans work for a small business. That's why this #NationalSmallBusinessWeek, House Democrats… https://t.co/K1o1XortCQ",House Democrats,17
Democrats,"Our earth’s plants 🍃 and animals 🦏 are the foundation of all life: without them, there is no us. House Democrats ar… https://t.co/G5YNZztEJt",House Democrats,23
Democrats,"From Sacramento to the White House and the halls of Congress, Rep. @DorisMatsui has never lost focus of her goal: f… https://t.co/7x57Fiov6q",House Democrats,22
Democrats,Wishing all who celebrate a happy and healthy #Ramadan. https://t.co/zQozDEh3I5,House Democrats,10
Democrats,"A proud son of Korean immigrants and a dedicated public servant, @RepAndyKimNJ has served under both Democrats and… https://t.co/3zOvL02Vil",House Democrats,19
Democrats,"A courageous Air Force veteran, former California Assemblyman, State Senator and now Congressman, @RepTedLieu has d… https://t.co/ixg7gSt6Uf",House Democrats,17
Democrats,No one should have to decide between medical care and putting food on the table. House Democrats fought to… https://t.co/2EFYJGf72f,House Democrats,20
Democrats,"2️⃣ years ago today, every House Democrat voted 🗳against #Trumpcare, which would have ripped health care from milli… https://t.co/2NVHL3sDrf",House Democrats,19
Democrats,"On this day 58 years ago, a group of courageous Americans challenged the status quo and demanded their rights. May… https://t.co/r0QHNnOtR4",House Democrats,21
Democrats,Our Constitution’s First Amendment makes it clear that #PressFreedom is CRUCIAL to the foundation of our democracy.… https://t.co/EEEDq2Xvjk,House Democrats,18
Democrats,"We can walk and chew gum at the same time #ForThePeople.

cc: @StaceyPlaskett https://t.co/YHdtGjnSpU",House Democrats,14
Democrats,"Educator, advocate and Chair of @VetAffairsDems, @RepMarkTakano fights every day to ensure that our nation’s greate… https://t.co/YT6cPGnDI9",House Democrats,17
Democrats,Climate change and climate disasters are a human and fiscal crisis. That's why House Democrats just took decisive a… https://t.co/g5gOldpNEX,House Democrats,20
Democrats,"From Queens to the Capitol, @RepGraceMeng has dedicated her career to fighting #ForThePeople. She is the first and… https://t.co/8lhh6WRuzR",House Democrats,19
Democrats,"Today, we vow to #NeverAgain be silent in the face of hatred, and we honor the victims and survivors of such pain.… https://t.co/UKH6iXae5i",House Democrats,23
Democrats,"We have a moral imperative to act on climate change #ForThePeople.

#ClimateActionNow protects our planet for futur… https://t.co/UuF3L9tram",House Democrats,18
Democrats,"Workers' rights aren't given -- they're fought for and won.

House Democrats &amp; @EdLaborCmte won't stop until all wo… https://t.co/tR9q3Gg9ll",House Democrats,20
Democrats,"This nation was founded upon the values of fairness, freedom and equality. It’s time to make those values a reality… https://t.co/tZBoCKs6TT",House Democrats,21
Democrats,"Every May, we honor our nation’s vibrant Asian American and Pacific Islander community. The first Chinese American… https://t.co/MOoOUlMxCp",House Democrats,18
Democrats,The American people sent House Democrats to Washington to lower health care and prescription drug costs — and we're… https://t.co/tO5UtasnYl,House Democrats,20
Democrats,"Gun violence is a public health crisis. 

House Democrats are fighting to fund research into the gun violence epide… https://t.co/HcjJALvOLA",House Democrats,20
Democrats,"Cancer, diabetes, heart disease – across the board, communities of color suffer disproportionately from life-threat… https://t.co/weVIrnriA6",House Democrats,16
Democrats,"Cancer, diabetes, heart disease – across the board, communities of color suffer disproportionately from life-threat… https://t.co/weVIrnriA6",House Democrats,16
Democrats,House Democrats are back in Washington and we’re hitting the ground running #ForThePeople. https://t.co/aKDe4W3bHo,House Democrats,14
Democrats,👀 https://t.co/nddlGQVulM,House Democrats,2
Democrats,"Every day, 20 veterans, servicemembers, reservists and National Guard members die by suicide. Today,… https://t.co/hPx3cvh80u",House Democrats,15
Democrats,"Every day, we honor the workers who do the crucial and often dangerous jobs on which our nation depends.… https://t.co/KnsXfPhVCO",House Democrats,20
Democrats,"From Afghanistan and the Pentagon to the halls of the Capitol, @RepAndyKimNJ has tirelessly served our country both… https://t.co/WF5V0wgqnb",House Democrats,19
Democrats,Almost half of all Americans live in areas with unhealthy levels of air pollution. @HouseDemocrats are fighting to… https://t.co/ILVSVxKNrW,House Democrats,19
Democrats,We will lead that fight ✊ ✊🏼 ✊🏿 ✊🏽 https://t.co/BzA3QJbE0n,House Democrats,10
Democrats,America's diversity is our strength. Congratulations! 🇺🇸 https://t.co/dItSUhM6Hb,House Democrats,8
Democrats,"⚡️ “Hard Work Never Stops for @HouseDemocrats”

https://t.co/z5BPGvbJJg",House Democrats,8
Democrats,The Trump Administration is trying to stifle the voices of millions of Americans. @HouseDemocrats will fight… https://t.co/IW7LtCLKB9,House Democrats,17
Democrats,"FACT: Climate change is real. Full Stop 🛑

@HouseDemocrats are taking action. We've held the first climate change h… https://t.co/B5gYHkYGST",House Democrats,20
Democrats,"We only get one Earth. Today and every day, @HouseDemocrats are fighting to keep our planet healthy and safe for ou… https://t.co/3Isp5rm1CC",House Democrats,22
Democrats,Happy #Easter to all who celebrate! https://t.co/gvmBgAAb3L,House Democrats,7
Democrats,Wishing all who celebrate a happy and healthy #Passover. https://t.co/K8y1IyVSBN,House Democrats,10
Democrats,"⚡️ “#ForThePeople Friday” by @HouseDemocrats

https://t.co/nsKlXvQrD5",House Democrats,6
Democrats,"Follow along &amp; see how @RepBrindisi is a tireless advocate for the veterans, seniors and working families of Centra… https://t.co/46M9TDbjCS",House Democrats,20
Democrats,House Democrats have fought #ForThePeople every day since taking the oath of office. And we’re just getting started. https://t.co/KTNGMiOL0X,House Democrats,19
Democrats,"⚡️ “@HouseDemocrats Work It, Flip It and Reverse It 💃🏻”

https://t.co/nfOMw7Y9R4",House Democrats,11
Democrats,".@HouseDemocrats -- out of many, we are one. Just an example of our gorgeous mosaic at work: https://t.co/r9W4OBzhRD",House Democrats,18
Democrats,"The next 100 days: the sky’s the limit 

via Chairman @RepJeffries 

https://t.co/M9Vym3rp2V 

#Democrats #ForThePeople",House Democrats,14
Democrats,"It’s the 100th Day of the @HouseDemocrats majority.

From cleaning up corruption with #HR1 to fighting for equal pa… https://t.co/9hwHOFzmZP",House Democrats,20
Democrats,@HouseDemocrats are proud to reauthorize #VAWA. We MUST prevent violence and empower survivors to stand up and make… https://t.co/pMTWxJTXEi,House Democrats,19
Democrats,@HouseDemocrats are clear: We don’t work for the president. We work #ForThePeople. Check out @RepJeffries on… https://t.co/vXDgzAk1hM,House Democrats,17
Democrats,The American people should not be forced to choose between feeding their families or going bankrupt from a surprise… https://t.co/gUGnskHskV,House Democrats,20
Democrats,.@HouseDemocrats are laser focused on fighting #ForThePeople. We will NOT let Republicans play politics with life a… https://t.co/VRnKJMmIDS,House Democrats,18
Democrats,".@HouseDemocrats know that our military families sacrifice so much for this great nation. Thank you, Mrs. Cisneros,… https://t.co/u8n0YpwZtf",House Democrats,18
Democrats,"Happy #WomensHistoryMonth to our queen. 👑  From the South Side of Chicago to Princeton and the White House, First L… https://t.co/93fGbvHcI7",House Democrats,21
Democrats,Patsy Mink paved the way as the first Asian American woman and first non-white woman elected to Congress. We are al… https://t.co/01Wk6EJKQx,House Democrats,22
Democrats,"Sylvia Mendez, a lifelong civil rights activist, played an instrumental role in the 1946 case that desegregated sch… https://t.co/L3Ns8MMLEI",House Democrats,19
Democrats,.@RepGilCisneros served in the US Navy for 11 years to give back to the country that gave his family a fair shot at… https://t.co/K7YWBLiKug,House Democrats,24
Democrats,The American people deserve more than partisan cliff notes of Mr. Mueller’s investigation. The Trump Justice Depart… https://t.co/rmAS1EZDtx,House Democrats,18
Democrats,"Women who work full time face inequality every single day, making just 80 cents to every man’s dollar.… https://t.co/MqHIMgFC9F",House Democrats,19
Democrats,The GOP has a 🎯on the back of every single American with a pre-existing condition. @HouseDemocrats continue our fig… https://t.co/TFkIGx1ac2,House Democrats,20
Democrats,"Motivated by her own chronic illness and the struggles of her community, Susan La Flesche Picotte went on to become… https://t.co/k4YVUKCW8R",House Democrats,21
Democrats,"The president said ""I understand health care now.""

So he *understands* that he is ripping away coverage from milli… https://t.co/DRcGwMUAxx",House Democrats,20
Democrats,"For every man’s dollar, a black woman earns 61 cents, a Latina woman earns 53 cents and a Native American woman ear… https://t.co/M0Iw4XLpPC",House Democrats,23
Democrats,"Shoutout to our sister, Representative @rosadelauro--who has been introducing this bill since 1997--for her dedicat… https://t.co/wMLvgIVyMG",House Democrats,16
Democrats,@HouseDemocrats passed the #PaycheckFairnessAct for one simple reason: 👏EQUAL 👏🏻PAY👏🏿FOR 👏🏽EQUAL 👏🏾WORK👏🏼 https://t.co/at5uElJbxt,House Democrats,13
Democrats,"Does gutting the lifesaving healthcare of millions of grandparents, children and hardworking Americans count as bei… https://t.co/bhijPrijLf",House Democrats,17
Democrats,"The GOP is working to rip away the people’s health care. 

@HouseDemocrats are fighting to protect health care and… https://t.co/zCAwXtukVD",House Democrats,20
Democrats,"Happy birthday to our leader - trailblazer, legislator and advocate #ForThePeople. #NDP 👑 https://t.co/OSS1zCNHEp",House Democrats,14
Democrats,This latest GOP attempt to gut health care for millions of Americans is cruel and inhumane. @HouseDemocrats are fig… https://t.co/WJr8drn0Xj,House Democrats,20
Democrats,".@HouseDemocrats see you, @BetsyDeVosED 👀 

https://t.co/X8ouGmZCnx",House Democrats,6
Democrats,@HouseDemocrats were sent to Washington for a reason: to defend health care #ForThePeople. ✊🏾✊🏿 That’s what we’re d… https://t.co/NiNkGOwxhm,House Democrats,19
Democrats,Unions have built the American middle class. Full stop. @HouseDemocrats are fighting to #ProtectWorkersRights… https://t.co/0VthXN9gbJ,House Democrats,15
Democrats,The American people deserve the truth. @HouseDemocrats are fighting for transparency #ForThePeople. https://t.co/nrjcIdrLBV,House Democrats,13
Democrats,The people have spoken.  Special Counsel Mueller’s report to the Attorney General must be made public.… https://t.co/J6KKC5Xn85,House Democrats,17
Democrats,"One year ago today, young people all across the nation mobilized for gun safety reform. @HouseDemocrats are fightin… https://t.co/uAww19MxNh",House Democrats,19
Democrats,“The American people paid for this report. They deserve to get an understanding of the conclusions that were drawn.… https://t.co/pWBnDOKO0h,House Democrats,20
Democrats,Democrats &amp; Republicans agree – AG Barr must make the Mueller Report available to the public #ForThePeople.… https://t.co/dL82ILJbMD,House Democrats,18
Democrats,"The daughter of a single mother, @YalitzaAparicio had just finished her teaching degree when she took the film indu… https://t.co/Gb8sHjisDS",House Democrats,20
Democrats,"Nine years ago today, President Obama signed the historic #ACA into law, changing our nation — and millions of live… https://t.co/SUqS8816en",House Democrats,21
Democrats,The American people paid for this report. The American people deserve to see it. @HouseDemocrats are demanding answ… https://t.co/Q82pV5BYvb,House Democrats,19
Democrats,"After running his own dental practice for 30 years and serving in the New Jersey Senate, @CongressmanJVD is keeping… https://t.co/KuDh7FYdB8",House Democrats,20
Democrats,"⚡️ “It’s all in a day’s work #ForThePeople 🇺🇸”

https://t.co/DudjVnNI5O",House Democrats,10
Democrats,"Our nation’s first female astronomer, Maria Mitchell, discovered a comet 💫 in 1847. Decades later, she also discove… https://t.co/4CF8uZYVFz",House Democrats,19
Democrats,.@HouseDemocrats are fighting to keep the Internet free and open #ForThePeople. https://t.co/MyrbcwIz05,House Democrats,12
Democrats,Happy #Holi to all who celebrate! 💥 https://t.co/eULhgYNIZu,House Democrats,8
Democrats,Bessie Coleman was #CatchingFlights as the nation’s first African-American female pilot. Her national reputation al… https://t.co/AmHgcYSBjx,House Democrats,16
Democrats,"In a nation as prosperous as ours, NO AMERICAN should ever have to choose between their 🏠 or their 🏥 bill.… https://t.co/21TMByCDMR",House Democrats,22
Democrats,"Grace Hopper was a pioneer in computer programming, a Navy rear admiral and the recipient of 40 honorary degrees an… https://t.co/matcgsdTd3",House Democrats,21
Democrats,Let's be clear - the #TrumpBudget is not #ForThePeople. @HouseDemocrats are fighting to ensure everyone can live wi… https://t.co/o8CH9wRxju,House Democrats,19
Democrats,"⚡️ “@HouseDemocrats Work From Home”

https://t.co/H2BiV5QpG9",House Democrats,6
Democrats,When President Trump tried it with funding for his medieval border wall 🏰 from sea to shining 🌊 https://t.co/Ak2mCw0kY3,House Democrats,19
Democrats,"If sunshine is the best disinfectant, @CSPAN's lights and cameras are the next best. Happy Birthday! #cspan40 https://t.co/sBfxzEHGtE",House Democrats,18
Democrats,"It's time to put people over profits. @HouseDemocrats are working hard to protect access to high-quality, affordabl… https://t.co/aRRIPy1Phd",House Democrats,18
Democrats,"The #NotoriousRBG inspires us all with her strength, determination and brilliance. Happy birthday 🎂 to the queen. 👑… https://t.co/Y2VIXOoOvA",House Democrats,19
