Political Affiliation,tweet,Politician,Word Count,created_time
Democrats,"Today, I took @EricHolder's @demredistrict pledge to support #FairMaps. For too long, gerrymandering has allowed politicians to pick who they represent. That’s wrong. I’m committed to fair redistricting where elected officials are accountable to those they represent.",Joe Biden,37,2019-06
Democrats,"Four years ago, a white supremacist walked into ""Mother Emanuel"" and gunned down nine brave souls, including my friend Clementa Pinckney. It's not enough to remember them. We have to fight for them. We are in a battle for the soul of this nation.",Joe Biden,44,2019-06
Democrats,"7 years ago, @BarackObama and I offered security to DREAMers, young people brought here as kids who only know America as home. Trump is trying to break our country's promise to them &amp; continues to threaten their status.

DREAMers are Americans. It’s time we kept our word to them.",Joe Biden,49,2019-06
Democrats,"Good luck to the @USWNT as they take on Chile! 

As we cheer them on in the World Cup, we must support their fight off the field for equal pay. In 2019, it’s past time we close the pay gap and ensure women get paid as much as men. #OneNationOneTeam https://t.co/bJQZm2aQMv",Joe Biden,51,2019-06
Democrats,"As my father believed, there’s no higher calling for a woman or a man than to be a good mother or a good father. Happy Father’s Day to all the dads out there who work every day to help raise their children—and all our children—to be honorable, generous, kind young men and women. https://t.co/6B8hbfOIft",Joe Biden,54,2019-06
Democrats,"This country wasn’t built by Wall Street bankers, CEOs, or hedge fund managers. It was built by the American middle class. It’s time we recognize that.

We’ve got to build an economy and a tax code that rewards work, not just wealth.",Joe Biden,42,2019-06
Democrats,"In America, no child’s future should be determined by their zip code, parents’ income, race, or disability. In a Biden Administration, we’ll invest in our students, schools, and educators to ensure every kid gets a fair shot.

Read the plan here: https://t.co/d1o4WnUNrt",Joe Biden,42,2019-06
Democrats,"The extraordinary bravery shown by hundreds of thousands in Hong Kong, marching for the civil liberties &amp; autonomy promised by China is inspiring. And the world is watching. All of us must stand in support of democratic principles and freedom.",Joe Biden,40,2019-06
Democrats,This is simple. No candidate running for office should help foreign governments undermine our democracy. That includes the sitting President of the United States. Our elections should be decided by the American people — not Vladimir Putin.,Joe Biden,37,2019-06
Democrats,"Donald Trump doesn’t think it matters if candidates accept damaging intel on their opponent from a foreign government. He’s dead wrong.

That’s why I’m signing the Pledge for Election Integrity. I refuse to help those who seek to undermine our democracy. https://t.co/Zw7DKYXc1h https://t.co/3NGezt58hx",Joe Biden,43,2019-06
Democrats,Every worker in this country deserves the dignity that comes with fair wages and benefits — and the right to collectively bargain. I’m proud to stand with Detroit security officers today as they fight for a $15 minimum wage and union rights. #OneDetroit,Joe Biden,43,2019-06
Democrats,"Had great pancakes and great conversation at Tasty Cafe in Eldridge before heading to Clinton Community College for our final event this trip. Thank you for a great few days, Iowa! https://t.co/gONhYR1gRf",Joe Biden,32,2019-06
Democrats,"I have nothing against Amazon, but no company pulling in billions of dollars of profits should pay a lower tax rate than firefighters and teachers. We need to reward work, not just wealth. https://t.co/R6xaN3vXGT",Joe Biden,34,2019-06
Democrats,President Trump is once again welcoming foreign interference in our elections. This isn’t about politics. It is a threat to our national security. An American President should not seek their aid and abet those who seek to undermine democracy.,Joe Biden,39,2019-06
Democrats,We had a great day in Iowa talking about how we rebuild the backbone of our country — the middle class. Thank you to everyone who came out to join us! https://t.co/49jUzP89F1,Joe Biden,32,2019-06
Democrats,"Today in 1967, the Supreme Court struck down interracial marriage bans in Loving v. Virginia—a decision that inched us closer to our founding ideals of equality, equity, &amp; fairness.

The decision reminds us progress doesn’t happen on its own—every generation has to fight for it.",Joe Biden,45,2019-06
Democrats,"Our 9/11 first responders represent the best of our country — selflessly rushing into danger to save others. We owe them so much, and the least we can do is provide the health care and benefits they deserve. 

Thank you, Jon Stewart, for continuing to have their backs. https://t.co/AHvAupqIyc",Joe Biden,49,2019-06
Democrats,"Prayers are not enough to end these senseless mass shootings. This violence is not normal. As a country, we have a moral obligation to do everything in our power to stop the gun violence epidemic.",Joe Biden,35,2019-06
Democrats,"Three years later, the horrific attack on Pulse Nightclub still shakes our nation to the core. A night that should have been a celebration of love and life was cut short by unspeakable terror. Today, we remember those we lost — including so many in the LGBTQ community. https://t.co/vdNyZEjlRr",Joe Biden,49,2019-06
Democrats,President Trump thinks his tariffs are being paid by China. Just like he thinks Mexico is building the wall.,Joe Biden,19,2019-06
Democrats,"Tomorrow, we’re heading to Clinton, Iowa, and hope to see you there! RSVP at https://t.co/MwCakzlMdm and spread the word to family and friends.",Joe Biden,23,2019-06
Democrats,President Trump is bringing his secret one page agreement with Mexico to Iowa. The Iowans being crushed by his tariffs would like to see it.,Joe Biden,25,2019-06
Democrats,Good luck to the @USWNT as they kick off their first game of the Women’s World Cup. @DrBiden and I will be rooting for you! We have no doubt you’ll make our country proud. #OneNationOneTeam https://t.co/BCtOFAtSRt,Joe Biden,36,2019-06
Democrats,Thank you for following along this afternoon! Follow @TeamJoe to keep up with everything happening on the campaign. #TeamJoe,Joe Biden,19,2019-06
Democrats,We can’t afford four more years of an administration that gambles with the livelihoods of American families. Working families deserve a president who is fighting for them. #TeamJoe,Joe Biden,28,2019-06
Democrats,"Trump doesn’t get the basics. He thinks his tariffs are being paid by China. Any freshman econ student could tell you that the American people are paying his tariffs.

The cashiers at Target see what’s going on – they know more about economics than Trump. #TeamJoe",Joe Biden,46,2019-06
Democrats,"He thinks he’s being tough. Well, it’s easy to be tough when someone else is feeling the pain. How many farmers across Iowa and across this nation are facing the prospect of losing their business, of losing their farm because of Trump’s tariffs? #TeamJoe",Joe Biden,44,2019-06
Democrats,Tune in here: https://t.co/4rTMVjJzyb,Joe Biden,4,2019-06
Democrats,"When it comes to President Trump’s tariff war with China, one thing is clear: America’s farmers and manufacturers are getting crushed – no one knows that better than Iowa. 

To Trump, the people getting hurt are just pawns in his game. #TeamJoe",Joe Biden,42,2019-06
Democrats,"Hey everyone, @TeamJoe here. We’re taking over to keep you in the loop on our event in Ottumwa, Iowa. Stay tuned! #TeamJoe",Joe Biden,22,2019-06
Democrats,I'm headed to eastern Iowa this week to talk with voters about our vision for the future. Head to https://t.co/r0RlGWdvLe to RSVP to an event in your community.,Joe Biden,28,2019-06
Democrats,It was great to be back in Atlanta! Thank you to Mayor @KeishaBottoms for showing me around town and for your work expanding opportunity to every corner of the city. https://t.co/kmhmeN5lHm,Joe Biden,31,2019-06
Democrats,"President Trump’s decision to abandon the #ParisAgreement wasn't just reckless—it abdicated our leadership on the world stage and threatened the future of our planet.
 
On day one, I’ll rejoin the Agreement and rally the world to push our progress further. https://t.co/0Wxk0RIYvs",Joe Biden,41,2019-06
Democrats,"Jill &amp; I were thrilled to be there today to watch our amazing granddaughter Maisy graduate. Maisy, you make us so proud &amp; we can’t wait to see what you do next with your talent, smarts, dedication and kindness. The future is yours, and Nana &amp; Pop will always be right behind you. https://t.co/zj80Kee4l3",Joe Biden,54,2019-06
Democrats,"As president, I’ll lead America to become the world’s clean energy superpower.

https://t.co/FbsOsyQkIo https://t.co/rzeIcuW9BW",Joe Biden,14,2019-06
Democrats,"Happy birthday to one of the strongest people Jill and I know, @GabbyGiffords. You are an inspiration to so many people. Your courage and your advocacy have made our country a better place.",Joe Biden,33,2019-06
Democrats,"Happy #BestFriendsDay to my friend, @BarackObama. https://t.co/JTd1t7NtyL",Joe Biden,7,2019-06
Democrats,The Bidens are celebrating my daughter Ashley’s birthday today. @DrBiden and I are so proud of everything she has accomplished and can’t wait to see what she achieves in the years ahead. https://t.co/XlUZHSBMKp,Joe Biden,33,2019-06
Democrats,"Across America, mayors are stepping up and leading the way on combating climate change. Thank you to @MartyForBoston for showing me the innovative work Boston is doing to protect the city from rising sea levels and increased flooding. https://t.co/LZKp6WNWlj",Joe Biden,39,2019-06
Democrats,"Iowa, we’re heading your way next week and hope to see you there! Go to https://t.co/r0RlGWdvLe to RSVP to an event in your community.",Joe Biden,24,2019-06
Democrats,"Make no mistake, how we act in the next 12 years will determine the very livability of our planet. We’ll make the largest investment in American history to tackle the climate emergency head on and protect our planet for future generations. https://t.co/XJsdFWUo9j",Joe Biden,42,2019-06
Democrats,"This campaign is about listening to communities and working with them to find solutions to the issues on their minds. Yesterday we held a roundtable to do just that.

Thank you to everyone who shared their stories with me in Atlanta. https://t.co/xSyn19iT7L",Joe Biden,42,2019-06
Democrats,"I know how to beat the NRA because I’ve done it before - twice. I shepherded through the passage of the Brady background check bill in 1993, and bans on assault weapons and high-capacity magazines in 1994. As president, I will defeat the NRA again.",Joe Biden,45,2019-06
Democrats,We can’t let a special interest group dictate the safety of the rest of the country. That’s why defeating the NRA is a key element of our education policy we introduced last week.,Joe Biden,33,2019-06
Democrats,"We will be rolling out policies to reduce gun violence in the coming months, but it’s clear we need to: 
- Close the loophole that allows individuals to buy guns online or at gun shows without a background check.
- Ban the sale of assault weapons and high-capacity magazines.",Joe Biden,49,2019-06
