Political Affiliation,tweet,Politician,Word Count,created_time
Republican,We’ve made HISTORIC investments in border security - and thanks to @realDonaldTrump - Mexico has done more to secure our border in the last 10 days than Democrats in Congress have done in the last 10 Years!,Mike Pence,37,2019-06
Republican,"Under @realDonaldTrump, businesses are growing and staying put in America. President @realdonaldtrump rolled back regulations and allowed more jobs to be created. The economy is booming and Americans are winning again!",Mike Pence,31,2019-06
Republican,America’s veterans deserve to be treated like the heroes they are. Our Administration secured $86.5 billion in funding for the Department of Veterans Affairs – the largest dollar amount in history for the VA! #StandWithVets,Mike Pence,35,2019-06
Republican,"Under the brave leadership of President @realDonaldTrump, we defeated the ISIS caliphate – retaking all territory in Syria and Iraq! #PromisesMadePromisesKept",Mike Pence,21,2019-06
Republican,"President @realDonaldTrump delivered on the biggest tax cuts and reforms in American history! From doubling the child tax credit to eliminating dozens of special interest tax breaks, the Trump economy is ROARING!",Mike Pence,32,2019-06
Republican,"The Trump Administration respects hard-working families, which is why we followed through on our promise to deliver the largest tax cut in American history! #PromisesKept",Mike Pence,25,2019-06
Republican,President Trump promised to eliminate two regulations for every one new regulation and he KEPT that promise – saving American taxpayers $23 BILLION in regulatory cost! #PromisesKept,Mike Pence,27,2019-06
Republican,Looking forward to joining the Rush @Limbaugh show today at 1:30pm to talk about the HUGE @TeamTrump kickoff rally tonight in Orlando! Listen here: https://t.co/r27pz1qQpq,Mike Pence,25,2019-06
Republican,Great event this afternoon in Billings supporting @SteveDaines! Montana needs 4 more years of @realdonaldtrump in the White House and 6 more years of Steve Daines in the Senate! https://t.co/oLJELYBYh6,Mike Pence,30,2019-06
Republican,"The American people will continue to be drawn to @realDonaldTrump's consistent, conservative leadership - and I couldn't be more proud to stand with him! @FOXNews https://t.co/gMUNlOgvsM",Mike Pence,26,2019-06
Republican,"Congratulations to Michael Whatley on becoming @NCGOP Chairman! North Carolina delivered for @realDonaldTrump in 2016 and under Michael’s leadership, they’ll deliver again! We’ll see you at Convention, and certainly beforehand. Congrats!",Mike Pence,31,2019-06
Republican,Great turnout tonight in Harrisburg at the @PAGOP State Party Dinner! The Keystone State has no bigger supporter than @realdonaldtrump! https://t.co/rTouRl77PQ,Mike Pence,21,2019-06
Republican,"On June 6, 1944, American soldiers stormed the beaches of Normandy in a courageous effort to free Europe from tyranny. On this 75th anniversary of D-Day, we honor and remember their bravery and the enormous sacrifices they made to advance freedom. #DDay75 https://t.co/uTBqTSEGu3",Mike Pence,43,2019-06
Republican,Thanks to @GOPChairwoman and all the great supporters who turned out for the Trump Victory Event tonight in North Carolina! Looking forward to the @GOP Convention in Charlotte &amp; Winning the Tar Heel State (again!) in 2020! https://t.co/NrvdUYVzfH,Mike Pence,38,2019-05
Republican,Tyler Trent was a remarkable young man who inspired so many with his strength and optimism while battling cancer. His book #TheUpset is out today! HIGHLY recommend his story of courage and unwavering faith! Check it out at https://t.co/mBGJNHDTxU #TylerStrong,Mike Pence,40,2019-05
Republican,Congratulations to @derekbrownutah on becoming Chairman of the @UtahGOP! Utah’s economy is on FIRE thanks to the leadership of @realDonaldTrump!,Mike Pence,20,2019-05
Republican,Hello Indiana! Thanks for the warm welcome home for the @SecondLady and me! Heading to @LucasOilStadium now for the @NRAILA! https://t.co/HjySYb114a,Mike Pence,21,2019-04
Republican,See you soon Indianapolis! It’s going to be a great day at the @NRAILA forum! https://t.co/JZY8SaY8K7,Mike Pence,16,2019-04
Republican,Looking forward to being back home in Indiana tomorrow with @realDonaldTrump to speak to the @NRAILA forum! #2A https://t.co/2LbDeaGXpA,Mike Pence,19,2019-04
Republican,Hello Texas!  Great to be back in Dallas - thank you for the warm welcome! @realDonaldTrump is fighting for you in Washington every day! https://t.co/1aqNwGg3bR,Mike Pence,25,2019-04
Republican,Great to meet with the producers behind the powerful new pro-life film - @UnplannedMovie yesterday. Life is winning because of powerful stories like this! Check out @UnplannedMovie!,Mike Pence,27,2019-04
Republican,"The last 2 years, under @RealDonaldTrump, have been 2 years of action – it’s been 2 years of results – &amp; it’s been 2 years of promises made and promises kept! #MAGA",Mike Pence,32,2019-04
Republican,"THANK YOU, @RJC! @realDonaldTrump &amp; I are with you all the way! #MAGA https://t.co/26H0SDlpw1",Mike Pence,14,2019-04
Republican,.@RealDonaldTrump is doing his job to SECURE OUR BORDER! @CBP is doing their job. It’s time for Congress to do its job and CLOSE THE LOOPHOLES in our immigration laws &amp; end the CRISIS on our southern border!,Mike Pence,38,2019-04
Republican,"Make no mistake about it: No matter what you hear from the Democrats and their allies in the media, we have a CRISIS on our Southern Border! #BuildTheWall",Mike Pence,28,2019-04
Republican,"Great to be in Las Vegas for the @RJC! Under @RealDonaldTrump, America will always stand with the Jewish people, we will always condemn anti-Semitism, and America will always STAND WITH ISRAEL! #RJC https://t.co/U89RVDDqEB",Mike Pence,33,2019-04
Republican,Coming up shortly at the @RJC! PROUD to serve with a President who is the greatest friend to Israel to ever sit in the Oval Office — @realDonaldTrump! Watch LIVE: https://t.co/ufwd8kU0Lr,Mike Pence,31,2019-04
Republican,"THANK YOU Greenville, SC! Great campaign kickoff for @LindseyGrahamSC crisscrossing the Palmetto State. Help us send Lindsey back to the United States Senate! https://t.co/04y2YsoISK",Mike Pence,24,2019-03
Republican,"Off to Greenville, South Carolina with @LindseyGrahamSC &amp; Governor @henrymcmaster! See you soon! https://t.co/uq671jWJcL",Mike Pence,14,2019-03
Republican,Great crowd and support in Myrtle Beach! @realDonaldTrump &amp; I have no stronger ally in the US Senate than @LindseyGrahamSC! He’s been with us every step of the way! https://t.co/R6AUZ30yFk,Mike Pence,30,2019-03
Republican,Hello South Carolina! Heading to our first rally in Myrtle Beach with @lindseygrahamSC! Thanks for the warm welcome! https://t.co/bA1X95uP1k,Mike Pence,19,2019-03
Republican,Looking forward to joining my good friend @LindseyGrahamSC in South Carolina today! https://t.co/0F1dknmMJD,Mike Pence,13,2019-03
Republican,Under leaders like @MattBevin &amp; @RealDonaldTrump — Kentucky &amp; America are back! https://t.co/bqF2w1XBxB,Mike Pence,13,2019-03
Republican,"Great to be in Kentucky! I’m proud to stand with @MattBevin who is working tirelessly for the great people of the Bluegrass State! Matt stands with @RealDonaldTrump’s pro-growth, pro-life, pro-2nd Amendment agenda! https://t.co/LcloPXZSKp",Mike Pence,33,2019-03
Republican,Heading to Kentucky this evening to support my friend &amp; a conservative CHAMPION - @MattBevin! Gov Bevin has put Kentucky jobs &amp; Kentucky businesses FIRST by fighting for tax reform &amp; pro-growth policies! #MAGA,Mike Pence,34,2019-03
Republican,Thank you @Franklin_Graham. Karen and I truly appreciate your support and prayers! https://t.co/8yp2uIKnZN,Mike Pence,13,2019-01
Republican,We’ll let the critics roll off our back. But the criticism of Christian education in America must stop. https://t.co/ync0tgwhG4,Mike Pence,19,2019-01
Republican,Congratulations to @MarthaMcSally on being appointed to replace Sen. Jon Kyl in the US Senate! Martha served our Nation proudly in the military &amp; in the Congress. I know Martha McSally will be a champion for the people of Arizona and the #MAGA Agenda in the US Senate!,Mike Pence,48,2018-12
Republican,CONGRATULATIONS Senator @CindyHydeSmith! @RealDonaldTrump &amp; I look forward to continuing to work with you to build on all the progress we’ve made for the hardworking people of Mississippi!,Mike Pence,28,2018-11
Republican,Mississippi - get out and VOTE TODAY for @CindyHydeSmith for Senate. @RealDonaldTrump &amp; I need her in the Senate to help continue to deliver RESULTS for hardworking Americans.,Mike Pence,28,2018-11
Republican,Mississippi needs to send @cindyhydesmith back to the U.S. Senate! President @realDonaldTrump and I are proud to STAND with Cindy Hyde-Smith because she’s stood strong for the #MAGA Agenda! Be sure to get out &amp; Vote for @CindyHydeSmith in Tuesday’s election Mississippi! https://t.co/PuXZwmSpZS,Mike Pence,43,2018-11
Republican,".@CindyHydeSmith is standing with the Trump Administration every single day. As a Senator, she supported funding for our troops &amp; Justice Brett Kavanaugh for the Supreme Court! Honored to be in  Mississippi today w/ @RealDonaldTrump to support her!",Mike Pence,38,2018-11
Republican,Heading to Mississippi tonight to support @CindyHydeSmith! Cindy is a conservative leader who will stand with @RealDonaldTrump! Get out &amp; support her tomorrow! https://t.co/wA2Km3pMmI,Mike Pence,24,2018-11
Republican,"For 243 years, @USMC has been defending our freedom. From the Halls of Montezuma to Iwo Jima, from the Chosin Reservoir to Fallujah, the @USMC has been courageously fighting our country’s battles for 243 years. Happy Birthday Marines! Semper Fi #MarineCorpsBirthday https://t.co/m6hTynNeso",Mike Pence,42,2018-11
Republican,Congratulations to all our successful Republican House and Senate candidates across the country. @POTUS and I look forward to working with you to advance the #MAGA agenda in the new Congress!,Mike Pence,31,2018-11
Republican,Congratulations to all the great Republican Governors &amp; Governors-elect across the country on their election victories. @POTUS and I look forward to working with all these great Governors to advance our agenda for a more secure and prosperous America!,Mike Pence,39,2018-11
Republican,Good work Indiana on electing @Braun4Indiana as the next Senator from the Hoosier state! Mike Braun will make us proud in Washington &amp; will FIGHT for @RealDonaldTrump’s #MAGA agenda. I look forward to working with him! https://t.co/H33ryiDS0e,Mike Pence,37,2018-11
Republican,Congrats to my brother @GregPenceIN on being elected to serve in the US Congress. Greg served our country admirably in uniform &amp; will do the same in Washington DC. I am so proud &amp; look forward to working w/ him to advance @RealDonaldTrump’s agenda for America &amp; the Hoosier State!,Mike Pence,50,2018-11
Republican,The choice in this election is between results or resistance —&gt; read my Election Day op-ed in @USAToday #VoteGOP https://t.co/fjRdHQo1Yv,Mike Pence,20,2018-11
Republican,Election Day is here! The choice is clear: Results vs Resistance. @RealDonaldTrump and I need you to vote for our great Republican candidates! Go Vote! #MAGA,Mike Pence,26,2018-11
Republican,PROUD to stand with @KristiNoem - the next Governor of the Great State of South Dakota! Go vote @KristiNoem tomorrow! https://t.co/eFmEmjVl0v,Mike Pence,21,2018-11
Republican,.@RealDonaldTrump &amp; I are with @DannyTarkanian ALL THE WAY! Nevada – get out &amp; vote for Danny Tarkanian for #NV03 tomorrow!,Mike Pence,21,2018-11
Republican,PROUD to stand with @StittForGov! Kevin Stitt will work WITH @RealDonaldTrump to deliver results to the people of Oklahoma – not against him. Vote for RESULTS – vote for  @StittForGov!,Mike Pence,30,2018-11
Republican,"Make no mistake– Heidi Heitkamp is too liberal for North Dakota. Get out &amp; support @KevinCramer -  a proven leader who fought for tax cuts for North Dakota families, supports our veterans, &amp; stands WITH @RealDonaldTrump, not against him!",Mike Pence,39,2018-11
Republican,.@SessionsTX32 is a principled conservative &amp; proven fighter who STANDS WITH @RealDonaldTrump. Get out &amp; support PETE SESSIONS for #TX32!,Mike Pence,20,2018-11
Republican,Virginia – get out &amp; support my friend @BarbaraComstock for #VA10. Barbara is a proven leader in Congress who fought for tax cuts for Virginia families &amp; stood with our veterans. She’s the kind of leader Virginia deserves.,Mike Pence,38,2018-11
Republican,.@RealDonaldTrump &amp; I are with @MorriseyWV all the way! We need Patrick Morrisey in the U.S. Senate to fight for President Trump’s pro-growth agenda that is benefiting the families of West Virginia! #MAGA,Mike Pence,33,2018-11
Republican,PROUD to be in Montana supporting @MattforMontana! Matt Rosendale will STAND with @RealDonaldTrump &amp; deliver results. The choice is clear: vote for results not resistance. Vote @MattForMontana https://t.co/2KD3wzQX4L,Mike Pence,28,2018-11
Republican,Ohio needs strong conservative leaders like @SteveChabot in the U.S. Congress. Vote Steve Chabot on Tuesday! #OH1,Mike Pence,17,2018-11
Republican,.@JohnCulberson is the right candidate to fight in Congress for the people of Texas 7! Get out &amp; vote for John Culberson for Congress – a proven leader &amp; champion of Texas values!,Mike Pence,33,2018-11
Republican,"Get out &amp; support @DougDucey for Governor, Arizona! Doug is a proven leader who will put the people of Arizona FIRST &amp; work WITH President @RealDonaldTrump to deliver results to Arizona!",Mike Pence,31,2018-11
Republican,"Get out &amp; support my friend, Cathy McMorris Rodgers, a proven leader in Congress &amp; fighter for the people of Washington! Get out &amp; vote @TeamCMR!",Mike Pence,26,2018-11
Republican,Rod Blum is a principled conservative leader who stood with @RealDonaldTrump on tax cuts for America families &amp; fought for our veterans. He’s the right candidate to represent #IA01 in the U.S. Congress. Get out &amp; vote @BlumForCongress!,Mike Pence,38,2018-11
Republican,West Virginia – get out &amp; support @CarolMillerWV – the right leader for the great people of #WV3!,Mike Pence,18,2018-11
Republican,.@DaveBratVA7th is a conservative fighter who stands up against the establishment &amp; WITH @RealDonaldTrump. We need more leaders like him who listen to the people of Virginia &amp; put them first. Vote Dave Brat for #VA07!,Mike Pence,36,2018-11
Republican,"Mike Bost supports a strong national defense, tax cuts for American families, &amp; more choices for our veterans. He’s a proven leader for #IL12. Get out &amp; vote @BostForCongress!",Mike Pence,29,2018-11
Republican,.@JohnFasoNY is the right candidate for Upstate New York. He’s a strong advocate for our military &amp; our veterans &amp; will work with @RealDonaldTrump to deliver results to the people of NY! Vote FASO!,Mike Pence,34,2018-11
Republican,Hello Michigan! Get out &amp; support @ElectMikeBishop for #MI08. Mike Bishop is a principled conservative who will stand for the people of Michigan &amp; with @RealDonaldTrump.,Mike Pence,26,2018-11
Republican,.@karenhandel is a proven leader who helped deliver tax cuts to Georgia families &amp; has fought for our military &amp; vets! Get out &amp; support @karenhandel for #GA06! https://t.co/fJZNLFCDXM,Mike Pence,29,2018-11
Republican,".@realDonaldTrump &amp; I are PROUD to stand with @JohnJamesMI for U.S. Senate in Michigan. John is a future star of @GOP, who served our country proudly in uniform. Get out tomorrow &amp; support @JohnJamesMI!",Mike Pence,34,2018-11
Republican,Get out and vote @tmac4congress! Tom MacArthur is a proven leader who puts RESULTS before partisanship. He’s the fighter #NJ03 needs in Congress!,Mike Pence,23,2018-11
Republican,"The people of Kentucky deserve strong leaders like @barrforcongress. Andy Barr fought for tax cuts for working Americans, stood with our vets, &amp; law enforcement, &amp; supports @realDonaldTrump’s pro-growth Agenda!",Mike Pence,30,2018-11
Republican,.@MikeKellyForPA FIGHTS for the people of Pennsylvania &amp; stands with @RealDonaldTrump to get REAL results. Get out &amp; support MIKE KELLY for #PA16!,Mike Pence,23,2018-11
Republican,.@RealDonaldTrump &amp; I are with @MarthaMcSally all the way! She’s served our country proudly in uniform &amp; in the US Congress – &amp; she’ll continue to make our Nation proud in the U.S. Senate. https://t.co/ajCcHRDCQM,Mike Pence,35,2018-11
Republican,.@RealDonaldTrump &amp; I stand with @Troy_Balderson for #OH12. Get out and support Troy Balderson for U.S. Congress!,Mike Pence,17,2018-11
Republican,"Nevada needs a Governor who will work with @RealDonaldTrump – that person is @AdamLaxalt, a veteran who has dedicated his life to public service. Get out &amp; support Adam Laxalt!",Mike Pence,30,2018-11
Republican,People of Nebraska - get out and support @DonJBacon for Congress. Don served our country proudly in uniform completing 16 tours of duty. Now he wants to continue to serve his country in the U.S. Congress. Vote BACON for #NE02 for results &amp; leadership.,Mike Pence,44,2018-11
Republican,We need @DeanHeller back in the Senate Nevada! Get out and vote for him tomorrow! https://t.co/FBdcffwZqL,Mike Pence,16,2018-11
Republican,Make sure to get out and vote for @TeamCMR tomorrow WA-5! https://t.co/1FjTeN33ry,Mike Pence,12,2018-11
Republican,"One day to go! Heading to Montana this morning to campaign with @MattForMontana for US Senate, then on to South Dakota to support @KristiNoem - who will be a GREAT governor!",Mike Pence,31,2018-11
Republican,THANK YOU TENNESSEE! What a great crowd to see @realDonaldTrump and support at @VoteMarsha Blackburn for Senate. She needs your support Tuesday. Also amazing to hear Lee Greenwood perform “God Bless the USA” live to a packed house. 🇺🇸 https://t.co/5Rxay9pkOo,Mike Pence,40,2018-11
Republican,WHEELS UP! President @realDonaldTrump and I will see you soon Chattanooga! We need your support for Tennessee’s next great Senator @VoteMarsha Blackburn. https://t.co/cARh0vhs05,Mike Pence,23,2018-11
Republican,It’s Results vs Resistance in 3 days Florida. @realDonaldTrump &amp; I need you to vote for @ScottforFlorida &amp; @RonDeSantisFL this Tuesday! #MAGA https://t.co/yYq6KFKFpv,Mike Pence,23,2018-11
Republican,"Thank you Florida! Under @RealDonaldTrump: Promises Made, Promises Kept! #MAGA https://t.co/a9srALHNOq",Mike Pence,11,2018-11
Republican,"HUGE crowd in Pensacola, FL tonight for @RealDonaldTrump rally! Florida - Go vote for @ScottforFlorida for US Senate &amp; @RonDeSantisFL for Governor! Great sunset, even better #MAGA supporters! https://t.co/SB5IvF8SZz",Mike Pence,29,2018-11
Republican,Just a few days away from re-electing one of the best Governors in the Nation - my good friend @ScottWalker! And let’s send a GREAT candidate @LeahVukmir to the US Senate to help continue @realdonaltrump’s pro-American worker agenda! #MAGA https://t.co/0UBuJAJKZN,Mike Pence,40,2018-11
Republican,"Karen is hitting the campaign trail this morning in Charleston, South Carolina supporting @karringtonsc. Great breakfast with local pastors! Katie is a strong supporter of the #MAGA agenda. We need SC-01 to send Katie to Congress this Tuesday! https://t.co/SZMbRfgktt",Mike Pence,39,2018-11
Republican,"Picture perfect fall morning! Great day to hit the campaign trail with @ScottWalker and @LeahVukmir in Wisconsin and tonight with @realdonaldtrump, @ScottforFlorida &amp; @RonDeSantisFL in Pensacola, FL! https://t.co/IQbQ3v2IaD",Mike Pence,28,2018-11
Republican,GREAT NIGHT in Indiana! Huge crowd to support @realdonaldtrump &amp; @braunforindiana #MAGA https://t.co/YsBlldiYLZ,Mike Pence,13,2018-11
Republican,"THANK YOU for the warm welcome, Hoosiers! PROUD to stand with @RealDonaldTrump &amp; @Braun4Indiana in my home state of Indiana! Get out and vote @Braun4Indiana on Tuesday! https://t.co/5yAgtDb0yl",Mike Pence,28,2018-11
Republican,"THANK YOU, KANSAS CITY! Great afternoon supporting @HawleyMO for MO Senate &amp; @KrisKobach1787 for Governor of KS! The choice is clear - vote for RESULTS, not resistance. https://t.co/mql1H9LBFv",Mike Pence,28,2018-11
Republican,Coming up LIVE @CPAC 365! Watch here:  https://t.co/Iiwq7DugX8,Mike Pence,8,2018-11
Republican,"Check out our daughter @charlipence on @700club today talking about her new book, “Where You Go: Life Lessons from My Father” https://t.co/AATcRlbuvy. SO proud of our Charlotte! https://t.co/5DAPyOHHfk",Mike Pence,28,2018-11
Republican,"We’re off! Heading to Kansas City, Missouri for @CPAC 365 &amp; to support my friend @HawleyMO — then home to join @RealDonaldTrump in Indiana! https://t.co/jN07pWewE2",Mike Pence,25,2018-11
Republican,"Another GREAT crowd in Savannah tonight for @BrianKempGA! GREAT day, GREAT candidate, and soon to be GREAT Governor - vote Brian Kemp! Felt the excitement for his campaign all across Georgia today! #MAGA https://t.co/lYXIgpRKlN",Mike Pence,34,2018-11
Republican,"I’ve got a message for all of Stacey Abrams’ Hollywood friends: This ain’t Hollywood. This is Georgia!

Vote @BrianKempGA on Nov 6. He’s for Georgia! https://t.co/AcmVHDkZtc",Mike Pence,26,2018-11
Republican,"THANK YOU, GEORGIA! HUGE crowds and GREAT energy throughout the state for the next Governor of Georgia - @BrianKempGA. Get out and vote on Tuesday! https://t.co/7dOREO6eEl",Mike Pence,26,2018-11
Republican,PROUD to be in Georgia supporting @BrianKempGA for Governor! Georgians don’t want Hollywood elites telling them who to support - they want a proven leader w/ a track record of putting GA 1st! That’s Brian Kemp! #ThisAintHollywood https://t.co/6cxlKQ7abg,Mike Pence,38,2018-11
Republican,"My wife Karen has been hard at work on the campaign trail! Today she’s in Virginia supporting DAVE BRAT, a principled conservative who stands with @RealDonaldTrump &amp; for the people of #VA07! Get out &amp; support @DaveBratVA7th! https://t.co/NgiEGCiWRp",Mike Pence,38,2018-11
Republican,"GREAT to be in Ohio today supporting STRONG Republican candidates. Proud to stand with @MikeDeWine for Governor, @JimRenacci for Senate &amp; @Troy_Balderson &amp; @Bob_Gibbs for Congress. Get Out and Vote, Ohio! https://t.co/PV8PswlFfI",Mike Pence,32,2018-10
Republican,"Incredible day in Michigan! One of best parts was walking off AF2 with @SchuetteonDuty, @JohnJamesMI — his wife Liz &amp; their two wonderful sons John &amp; Hudson. Thanks for the warm welcome, Grand Rapids! Don’t forget to get out and vote @GOP on Tuesday, Michigan! https://t.co/sLAMZavEe7",Mike Pence,46,2018-10
Republican,HUGE crowd tonight in Grand Rapids supporting STRONG Republican candidates: @JohnJamesMI for US Senate &amp; @SchuetteOnDuty for Governor! They have ALL the momentum! THANK YOU MICHIGAN! https://t.co/Oc6Pu0NWU3,Mike Pence,27,2018-10
Republican,"PROUD to be in Michigan today with STRONG Republican candidates down ballot. Get out and vote @ScheutteOnDuty for Governor, @JohnJamesMI for Senate, @LenaEpstein &amp; @ElectMikeBishop for Congress! https://t.co/SlMqf8AtR6",Mike Pence,28,2018-10
Republican,GREAT to be in Michigan supporting two great Republican leaders -@ElectMikeBishop &amp; @LenaEpstein! We need them in Congress to continue the progress under @RealDonaldTrump that has helped the hard working families of Michigan! https://t.co/AYaTED7Nnr,Mike Pence,34,2018-10
Republican,Great to see @AdamLaxalt today in Carson City! Get out and vote to make him the next Governor of Nevada! https://t.co/gjg8R8GDJv,Mike Pence,21,2018-10
Republican,"PROUD to stand with @DeanHeller for Senate! Dean has a proven record of supporting our military, voting for tax cuts for Nevadans, &amp; standing up for our veterans. Get out &amp; support Heller for Senate! https://t.co/88FpBdMfLm",Mike Pence,36,2018-10
Republican,Great to be in Las Vegas today supporting @CresentHardy for Congress! Cresent will be a voice for @RealDonaldTrump’s agenda for the people of #NV04! Get out and support Hardy for Congress! https://t.co/qLR3UPchZN,Mike Pence,32,2018-10
Republican,Karen had a great day on the campaign trail supporting @LenaEpstein for MI-11. Lena is a strong supporter of the #MAGA agenda. We need to send her to Congress on November 6th! https://t.co/q8ZISTnWkG.,Mike Pence,33,2018-10
Republican,"PROUD to stand with the next Senator from Arizona - @MarthaMcSally! Martha is a leader in Congress, veteran of our armed forces, &amp; advocate for America’s veterans. @RealDonaldTrump &amp; I are with her all the way! https://t.co/BGFuzZKHb5",Mike Pence,37,2018-10
Republican,"THANK YOU, New Mexico! Get out and support @Yvette4Congress &amp; @Pearce4NM! We need leaders like Yvette Herrell in Congress &amp; Steve Pearce as Governor supporting @RealDonaldTrump’s America First Agenda! https://t.co/75zzJxlRZ0",Mike Pence,30,2018-10
Republican,"GREAT to be in New Mexico supporting @Pearce4NM for Governor! Steve stands for secure borders, with our law enforcement, &amp; for a strong national defense! Get out and vote for Steve Pearce for Governor, New Mexico! https://t.co/0vQZNHxZcF",Mike Pence,37,2018-10
Republican,"GREAT to be in Jacksonville, supporting the next Governor of Florida @RonDesantisFL &amp; the next Lieutenant Governor @RepJNunez! Ron &amp; Jeanette are the right leaders for the Sunshine State! https://t.co/TCypkNU3Ll",Mike Pence,30,2018-10
Republican,Latest @Freep poll has @JohnJamesMI &amp; @SchuetteOnDuty surging thanks to @realDonaldTrump’s increased approval ratings in Michigan! I’ll be at @KentGOP Lincoln Day GOTV rally Monday night! Let’s keep the momentum going! https://t.co/08ZkJk2bJx,Mike Pence,32,2018-10
Republican,Virginia has a warrior in @Scotttaylorva who fought for Americans in the Navy and he is still fighting alongside  @realDonaldTrump for Americans in Congress. That’s why Scott Taylor has our full support and endorsement. Virginia needs to send Scott back to Congress! https://t.co/EUz8RFlMTk,Mike Pence,43,2018-10
Republican,"Hello Norfolk and Virginia Beach, VA!Heading to see a great crowd excited to re-elect a great Congressman, @Scotttaylorva. https://t.co/0tQRI4ddJU",Mike Pence,19,2018-10
Republican,"Couldn’t come to Pennsylvania without saying - @realDonaldTrump and I love Lou Barletta! He’s a great leader who is strong on borders, tax cuts &amp; will always support Americans with pre-existing conditions! Lou will make a great senator! The Keystone State needs @louforsenate! https://t.co/UyLXPSTZo9",Mike Pence,44,2018-10
Republican,"Couldn’t come to Pennsylvania without saying - @realDonaldTrump and I love Lou Barletta! He’s a great leader who is strong on borders, tax cuts &amp; will always support Americans with pre-existing conditions! Lou will make a great senator! The Keystone State needs @louforsenate! https://t.co/UyLXPSTZo9",Mike Pence,44,2018-10
Republican,"It is great to be in Lancaster, PA with two great American Congressman  and two great supporters of @realDonaldTrump and the #MAGA Agenda! PA needs to re-elect @LloydSmuckerPA and Rep. Scott Perry. They have our full support! https://t.co/l7gBhYovx6",Mike Pence,38,2018-10
Republican,"WHEELS DOWN in Lancaster, PA. Looking forward to joining everyone shortly to show my support for @LloydSmuckerPA and Rep. Scott Perry for Congress! https://t.co/xNC8RmAzD7",Mike Pence,24,2018-10
Republican,"The American economy is booming! America is leading again on the world stage! PROUD to be in Wilkes-Barre/Scranton, PA - TRUMP COUNTRY - today to offer my support and full endorsement of @JohnChrin, a leader who will be an ally in Congress to President @realDonaldTrump. https://t.co/VzZW6WH38e",Mike Pence,46,2018-10
Republican,We are off to Pennsylvania to support @JohnChrin for Congress. See you soon Wilkes-Barre/Scranton! https://t.co/LGRq2tksrO,Mike Pence,15,2018-10
Republican,"We must secure our border, build the wall, close the loopholes, &amp; fix this broken immigration system once and for all. Remember the Midterms!",Mike Pence,24,2018-10
