Political Affiliation,tweet,Politician,Word Count,created_time,number of retweets,number of likes
Democrats,.@JoaquinCastrotx and I aren’t going to let the President declare a fake national emergency without a fight. https://t.co/iPlcVVsm6U,AOC,18,2019-02,6378,37269
Democrats,"This deal wasn’t a simple tax break. It was $3 BILLION dollars.
When the community wanted to negotiate, Amazon said “all or nothing.” They bailed when they didn’t get 100% of what they wanted.

Google came into NYC just fine. Amazon wanted to be FoxConn:
https://t.co/Ce9gVb7jg8",AOC,46,2019-02,3840,20243
Democrats,"Yeah I’m laughing @ this.

Amazon was not coming to my Congressional district, had no concentrated outreach to us that I’m aware of, yet w/ no effort I defeated the richest man in the world?

Doesn’t add up. Story that’s not being told: the local community organized to reject it. https://t.co/S9Or7NKprZ",AOC,51,2019-02,7089,40529
Democrats,@SebasAHerrera It wasn’t going to be built in my district. It was supposed to be built in NY-12.,AOC,18,2019-02,113,1618
Democrats,"@ltthompso Actually this cal designation is a permission so he can have access to my Google Cal. Congressional spouses get Gcal access all the time.

Next time check your facts before you tweet nonsense.",AOC,34,2019-02,4791,64364
Democrats,"Amazon is paying $0 in taxes on $11+ billion in profit.

$0 for schools.
$0 for firefighters.
$0 for infrastructure.
$0 for research and healthcare.

Why should corporations that contribute nothing to the pot be in a position to take billions from the public? https://t.co/IdsuKaVOTU",AOC,45,2019-02,65723,207183
Democrats,"@seemacnbc Plenty of companies (even large ones) move to NYC without needing an unprecedented $3b tax giveaway that isn’t extended to other local business owners - just look at Google, for example.

Deals have to be fair. This is what happens when they’re not:
https://t.co/Ce9gVb7jg8",AOC,45,2019-02,354,2454
Democrats,@TweetBenMax I think so. Grassroots community members led + organized the whole effort. Wouldn’t have happened if they weren’t there.,AOC,20,2019-02,1455,25883
Democrats,"Anything is possible: today was the day a group of dedicated, everyday New Yorkers &amp; their neighbors defeated Amazon’s corporate greed, its worker exploitation, and the power of the richest man in the world. https://t.co/nyvm5vtH9k",AOC,35,2019-02,8196,54407
Democrats,"Let’s go:

‘We’re starting a 15-city tour + a 50-State campaign, starting in early primary states, to build political and public support for a Green New Deal.’ - @sunrisemvmt

#ThisIsWhatDemocracyLooksLike ⬇️ https://t.co/bFs1nozd6e",AOC,32,2019-02,6319,26531
Democrats,"I often reflect on @AyannaPressley‘s words: “people closest to the pain should be closest to the power.”

@IlhanMN is a Somali refugee. She has felt the ravages of war. Watching her question Trump’s envoy to VZ, who pled guilty to several Iran-Contra crimes, feels like justice. https://t.co/3mFv0lmAis",AOC,47,2019-02,12173,59915
Democrats,Bringing the BX to DC! https://t.co/aJRZsXDVfV,AOC,6,2019-02,4413,34311
Democrats,"Apparently this is a normal practice, and people don’t bat an eye.

The first few people in line are guaranteed a seat in a given hearing.

This was the hearing for marijuana banking laws. Lobbyists and those who can afford it pay people to hold their spot so they get in 1st.",AOC,52,2019-02,15027,65050
Democrats,"Shock doesn’t begin to cover it.

Today I left a hearing on homelessness &amp; saw tons of people camped outside committee.

I turned to my staff and asked if it was a demonstration.

“No,” they said. “Lobbyists pay the homeless + others to hold their place so they can get in 1st.” https://t.co/mXbgqkKp4P",AOC,53,2019-02,45006,119511
Democrats,"Reminder that their plan = no plan.

Why? Because for billionaires, things are already going fine. https://t.co/YrZlU5zvdh",AOC,17,2019-02,11712,60970
Democrats,"Don’t mess with our future.

When it comes to climate, it’s all our lives at stake. The younger you are, the more consequences you’ll see.

It’s life and death for us.
And we will fight like it. https://t.co/jlyFGkzCUW",AOC,38,2019-02,16855,84138
Democrats,"If you want to read more, here’s a starter:
https://t.co/D6q2LsOCFq",AOC,10,2019-02,7126,26436
Democrats,"Do you really think these increasingly regular &amp; horrific wildfires &amp; droughts are a coincidence?

That growing regularity of “100-year floods” is an accident?

We are losing our homes &amp; loved ones *now.* 3,000 Americans died in María.

And GOP doesn’t even care enough to try.",AOC,46,2019-02,6429,35479
Democrats,"We are already feeling the early nightmares of climate crisis, &amp; the GOP is doing nothing to stop it - as they have for years.

I’ve been reading docs all week about how much people knew  about climate + when.

They knew early. &amp; Their goal has been to sow doubt this entire time. https://t.co/6YjVuKoevZ",AOC,55,2019-02,14176,60698
Democrats,"Trust me, I like ice cream way too much to do that.

(I also like visiting my family in Puerto Rico too much to “ban airplanes”)

Maybe if the GOP did their job for once &amp; read a piece of legislation, they’d see that communities + jobs come FIRST, not last, in the #GreenNewDeal. https://t.co/b7oFVCkmGp",AOC,55,2019-02,8273,42984
Democrats,@mtracey Disagree. Progressive Jews in my community have been engaging me in private in an effort to not create infighting. Progressive Muslims in my community are concerned w/ being falsely tagged as anti-Semitic. If we can’t reconcile those things via process then nothing will get done.,AOC,46,2019-02,972,9784
Democrats,"Lots of people here proclaiming to be “woke” trying to police communities on what they are/aren’t allowed to be upset by.

I’m proud @IlhanMN raised the issue of lobbyist 💰 in politics &amp; equally proud of her sensitivity to communities. Both are possible.

https://t.co/Jq2Y1txFCS",AOC,44,2019-02,2116,16159
Democrats,"Unlike this President, Rep. @IlhanMN demonstrated a capacity to acknowledge pain &amp; apologize, use the opportunity to learn abt history of antisemitism,+grow from it while clarifying her stance.

I’m also inspired by Jewish leadership who brought her in, not push her out, to heal. https://t.co/ONRegDJK2S",AOC,45,2019-02,7723,44142
Democrats,"Why is it so controversial to say that when children die in an agency’s care and there’s no accountability, they shouldn’t have their budget expanded?

People need to wake up. Trump’s not building a wall. He’s building detention camps for kids.

And we’re falling for it. https://t.co/Zx4rOROg4t",AOC,47,2019-02,31434,111420
Democrats,"It just appeared one day. Some mothers came by &amp; left 2-3 encouraging notes on my plaque.

We left them up, bc it was great to read those little encouraging words every morning.

Soon, more post-its came. It became a little ritual for the public, so we left stacks out for people. https://t.co/In2i93a9mL",AOC,53,2019-02,1854,15600
Democrats,"RIP our post-it wall :(
 
We were told it had to be taken down...

So we moved it inside instead 🤗 https://t.co/qw3RMfPDeU",AOC,22,2019-02,6814,86790
Democrats,"“MLK used to teach, “cowardice asks the question, is it expedient?
And then expedience comes along and asks the question, is it politic?
Vanity asks the question, is it popular?

Conscience asks the question, is it right?“",AOC,37,2019-02,4552,23411
Democrats,"“There is a wide gulf between the political center + the moral center.

What is different now is that the moral center — what is right — is popular.

So they yell “socialism!” “Venezuela!” “extremism!”
... to spread fear to protect a discredited political center.”

- @RevJJackson https://t.co/AKVytD3y1t",AOC,48,2019-02,5820,25991
Democrats,"There’s no reason to be afraid of lawmakers if everyday people are being respected, protected, and taken care of.

Now, if financial companies are engaging in predatory practices and ripping off working/middle class families &amp; the poor, then yes, there will be an issue.",AOC,44,2019-02,3272,23073
Democrats,"‘Central to @AOC’s campaign has been rejection of corporate💰, closing off a traditional avenue for industry influence on Capitol Hill.’

”The fear is, it's like going in to talk to the FBI, anything you do or say can be used against you,” said one lobbyist for a major bank.” https://t.co/amqkIA5v5y",AOC,50,2019-02,3273,19375
Democrats,"Ah yes, a man who can’t even read briefings written in full sentences is providing literary criticism of a House Resolution.

(“Reading the intelligence book is not Trump’s preferred ‘style of learning,’ according to a person with knowledge of the situation.”
- @washingtonpost) https://t.co/O7daeYlXZO",AOC,44,2019-02,14495,81954
Democrats,"Chairwoman @RepMaxineWaters has scheduled a Financial Services (@FSCDems) hearing on Credit Bureau Accountability for Feb. 26th.

https://t.co/F8hadvCYUO https://t.co/IyDBltDR60",AOC,18,2019-02,3287,18441
Democrats,"Quick Correction: intro’d House instead of passed (yet!)

Senate GOP still speaking out against it",AOC,15,2019-02,541,4833
Democrats,Their own*,AOC,2,2019-02,444,7063
Democrats,"The right is so eager to smear that they end up tripping over the own wires all the time.

Here, the Chief Political Analyist for Sinclair Broadcasting earnestly cites a *parody account* as supporting evidence for his bogus argument.

Misinformation spreads like this regularly. https://t.co/dzNBEkzJOd",AOC,45,2019-02,7505,37935
Democrats,@ella_nilsen Thanks for that!,AOC,4,2019-02,46,785
Democrats,"Democrats took a 1st step to fix the massive, foundational issue of voting reform &amp; money in politics.

#HR1 For the People Act by @RepSarbanes was cosponsored by 227 members&amp;passed the House.

Now it’s at the Senate. GOP is calling getting money out of politics a “power grab.” https://t.co/ruzqcN1MgZ",AOC,49,2019-02,4673,18947
Democrats,"@heathershorn 👍🏽 sounds good. Rebalance w/ whatever suits your fancy, so long as there’s no ‘smog’ look to it 😉",AOC,20,2019-02,38,1008
Democrats,"@mcelhearn Hard Brexit: a straight shot of bathtub gin, with no imported botanicals 🌿",AOC,14,2019-02,376,3163
Democrats,"Cocktails for the Revolution:

- World w/o a #GreenNewDeal: a Bitter Dark n’ Stormy
- Clean transport: an Aviation, but hold the crème de violette
- Bridges, Not Walls: a Mezcal Greyhound
- Paid Parental Leave: Mocktail margarita
- Policy Failure: anything w/ Goldschläger

😉 https://t.co/WGlUSc8BXK",AOC,46,2019-02,7543,54193
Democrats,😂 love it https://t.co/6pir2ajzKF,AOC,4,2019-02,12705,103702
Democrats,"Finally, the reason we scope out with a resolution is bc I am not here to say that only one member of Congress will solve a global crisis.

Think of the GND Res as a “Request for Proposals.”

We’ve defined the scope and where we want to go. Now let’s assess + collab on projects.",AOC,55,2019-02,2883,21080
Democrats,"And part of what the #GreenNewDeal says, at last, is that Flint wasn’t an accident.
The folks dying in West Virginia aren’t an accident.
The Bronx having one of the highest child asthma rates isn’t an accident.

It’s a structural failure to care, &amp; treat these communities fairly.",AOC,48,2019-02,4602,25987
Democrats,"The pipes in Flint weren’t a market failure, they were a social failure.

It was a failure to see the people in Flint as important as the WH. Those decisions were predicated on a legacy of racism + dehumanization of the poor.

The enviro issue of water is how that was expressed.",AOC,52,2019-02,1989,9774
Democrats,"For far too long, ideas like a carbon tax or cap-and-trade were touted as the premier solutions to climate change.

While those things could be *part* of a solution, the GND resolution says they are inadequate as the whole answer.

The pipes in Flint weren’t a “market failure.”",AOC,48,2019-02,1360,7860
Democrats,"“Climate change is not a market glitch to be fixed through pricing... but part of a dire social crisis.”

The GND Resolution’s purpose is to *define the scope* of a climate solution.

Now, from investing into battery tech to fixing water pipes, we can draft projects in the plan. https://t.co/q9faiP2dUA",AOC,50,2019-02,7472,36390
Democrats,"Sure, ‘mobilizing the economy to save our planet from irreparable global catastrophe’ SOUNDS nice, but will it play well in the Midwest? 🤔 https://t.co/L9N2KkuYBE",AOC,24,2019-02,3912,25517
Democrats,"One of the biggest ways predatory financial actors get away w/it all is manufactured shame around personal finance.

When working people aren’t paid a living wage, they become easy prey.

Private credit score cos also have v little accountability,but huge power in people’s lives. https://t.co/uiAX4hCzfU",AOC,45,2019-02,6071,28303
Democrats,"It does not mean the treatment + presumption of guilt before a verdict. It does not mean we aim for the most punitive punishment.

It means that in the eyes of the law, we treat everyone the same.

That’s far from what our current system does. And that’s why it must change.",AOC,52,2019-02,2004,15392
Democrats,"As a result, our system is “innocent until proven guilty” only for the rich &amp;“guilty until proven innocent” for the poor.

To borrow from @ZephyrTeachout, the RADICAL rule of law is the idea that in the same scenario, our courts would treat a billionaire the same as a Bronx teen.",AOC,50,2019-02,1837,10979
Democrats,"All too often, our criminal justice system - from tickets to convictions - is treated as a game, where the one racks up the most “points” wins.

Paired w/ foolish criminalization of marijuana, poverty,etc, it wrecks chaos on people’s lives + stagnates communities for generations.",AOC,45,2019-02,1802,12767
Democrats,"Rikers Island is in my district.

Due to Census law, people incarcerated at Rikers are counted as my constituents (instead of at their home community).

Changing policy is about changing how we treat people, &amp; we have an obligation to hold our criminal justice system to account. https://t.co/S7WRYZBQ9g",AOC,48,2019-02,4224,19803
Democrats,"@JStein_WaPo Full text here: https://t.co/sZ3340nJ6d 

When I talk about the GND, this is what I’m referring to - nothing else. https://t.co/N7cqZOvtaa",AOC,21,2019-02,279,1036
Democrats,"@JStein_WaPo There are multiple doctored GND resolutions and FAQs floating around. There was also a draft version that got uploaded + taken down. There’s also draft versions floating out there.

Point is, the real one is our submitted resolution, H.Res. 109: https://t.co/ZlgWmNQn57",AOC,42,2019-02,5283,19840
Democrats,"Excited to see our community of organizers evolve to launch #MVMTSchool in the Bronx + online! 🚀

@mvmtschool‘s goal is to educate &amp; develop an army of skilled grassroots organizers, so you can make change in your community on your own. 💪🏽💜
#ShowMeWhatDemocracyLooksLike https://t.co/3zw5c6aOp6",AOC,44,2019-02,854,4545
Democrats,"“This is my time. You don’t run this Committee, Mr Whitaker. You don’t run the Congress of the United States.”

Do NOT sleep on @RepRaskin, y’all. He’s among the best. https://t.co/YTNOTQK53s",AOC,31,2019-02,10905,65841
Democrats,"Also a good moment to note that in the wake of the Equifax scandal, privatized credit scoring is a dice game &amp; the credit score system is very broken too.

If only someone could do a Financial Services hearing about that 🤔 https://t.co/1jjrc2M50P",AOC,43,2019-02,7169,42852
Democrats,"It’s pretty wild that the GOP can’t decide whether they’re going to run with the conspiracy theory that I’m secretly rich, or the exaggeration &amp; mockery of my family’s struggle after my dad died during the financial crisis.

Instead, they decide to defy logic and run with both.",AOC,48,2019-02,26537,198488
Democrats,"This stuff is really sad. The GOP is so intellectually bankrupt that they no longer engage to debate issues in good faith, but instead seek to lie, distort, name-call, target, &amp; destroy people/communities w any means possible.

It’s a virus and a race to the bottom.",AOC,46,2019-02,9433,58331
Democrats,"The right has gotten increasingly desperate w/spreading targeted rumors about me lately.

Someone made up a meme that led to @snopes disproving this: https://t.co/M5ffXwvmtT

(Also, I had to live alone in my family’s apt after my dad died, so the eviction lie is especially bad) https://t.co/gJ8NYgenSR",AOC,46,2019-02,8462,45362
Democrats,jay smooth gets it more than most people in DC do ⬇️ https://t.co/L9N2KkuYBE,AOC,13,2019-02,1613,9923
Democrats,@chrissyteigen yes! we can live-tweet me burning something in the kitchen,AOC,11,2019-02,2920,86299
Democrats,"When your #GreenNewDeal legislation is so strong that the GOP has to resort to circulating false versions, but the real one nets 70 House cosponsors on Day 1 and all Dem presidential candidates sign on anyway https://t.co/BbHIn8cu0f",AOC,37,2019-02,13361,64095
Democrats,"Can everyday people come together and effectively organize against creeping overreach of one of the world’s biggest corporations?

Yes, they can.
https://t.co/DqQoL7VH7O",AOC,22,2019-02,3945,23223
Democrats,"Unlike these people, I actually care about my community. This happened across my old campaign office.

We’ve been monitoring this heartbreaking situation and have been working with the community to heal.

Meanwhile, ICE is detaining children, political activists &amp; 21 Savage. https://t.co/hCMdrFEwdF",AOC,42,2019-02,10253,59395
Democrats,"@IlhanMN Love you sister. Thank you for your testimony, and for fighting for little girls with big dreams all over the world.

You are their shining hope, and together we will keep the door open and safe.",AOC,37,2019-02,3437,57532
Democrats,"John Dingell’s legacy, from his early championing of healthcare to his joyous wit, will always be a prime example of showing love for people by fighting hard for them. An example to all of us.

Wishing @RepDebDingell &amp; his loved ones peace during this difficult time. https://t.co/8nyWYuZnDQ",AOC,47,2019-02,2162,17258
Democrats,"@DanRiffle It wasn’t all me! It’s us. Our team’s perspectives, conversations, arguments, examples, humor, and bravery give me the tools to draft these lines of questioning.

Proud to serve alongside each of you.",AOC,33,2019-02,4255,57449
Democrats,"Tonight’s interview w @chucktodd on @MeetThePress was a rare one.

In an age of short-clips, this was a thoughtful 20 min conversation that wasn’t hung up on conflict, but exploration. We talked #GreenNewDeal, navigating race, 2020, labor &amp; more.

Watch ⬇️
https://t.co/6mHT1pSnU5 https://t.co/0kI4nRJxLC",AOC,43,2019-02,2487,14613
Democrats,"Let’s do this! I’m cheering for the 2020 field to inspire the country and push the boundaries of public imagination.

Here are my thoughts on how ⬇️ https://t.co/Nc5x4Z0RXQ",AOC,28,2019-02,8575,48796
Democrats,@JKCorden Thank you!,AOC,3,2019-02,3082,66113
Democrats,"That Bronx @CWAUnion worker meeting I tweeted about this week?

The corporation they were holding accountable tried to break up the union &amp; pass a decertification vote. Dumped $ into demoralizing workers + turning ppl against each other.

It didn’t work!
The workers won 113-57.💪🏽 https://t.co/B83o9wdixx",AOC,46,2019-02,2300,14520
Democrats,This full thread has my five minute “Corruption Game” questioning from today’s hearing: ⬇️ https://t.co/hhoRIQYvQD,AOC,15,2019-02,9758,36048
Democrats,@DanaSchwartzzz You look great! 🤗,AOC,5,2019-02,17,3485
Democrats,@waltshaub @montalvo387 @100_Disable_vet Thanks! The full clip is here: https://t.co/sumhMZcl36,AOC,10,2019-02,467,2811
Democrats,You can watch the full 5 minutes of questioning here: https://t.co/sumhMZcl36,AOC,11,2019-02,2519,11573
Democrats,"Rep. Stefanik, this is not a critique of women across the aisle, but of the serious inability for GOP to elect + support women.

You yourself have taken your party to task on this - in fact, you called it a “crisis.”

I’m happy you’re trying to fix it: https://t.co/vsEw5GeZZE https://t.co/XNNOd9EvRq",AOC,51,2019-02,2753,21023
Democrats,"The fact that my candidacy &amp; win was unlikely enough to generate excitement around its novelty proves my premises exactly.

Congress has been ~80% male, disproportionately rich, &amp; deeply unrepresentative of the American public.

Wins like mine *should* be more common.They aren’t. https://t.co/qxhDCmINGu",AOC,43,2019-02,13587,84406
Democrats,"One my favorite parts of last night: air-fiving @rosadelauro across the aisle at the celebration of women in Congress (btw, majority of whom are Dem).

GOP has major+concerning problems electing women.

Out of the *36* new women elected in 2018:
- GOP elected: 1 (ONE!)
- Dem: 35 https://t.co/YclOGyCetY",AOC,49,2019-02,4172,28981
Democrats,"Earlier today we had our second Oversight hearing of the 116th Congress. It was about voting rights and the role of money in politics.

I asked the expert witnesses to indulge me in a small game.

Here’s what happened ⬇️ https://t.co/q31QdNx9KE",AOC,41,2019-02,16632,67403
Democrats,"Why should I be “spirited and warm” for this embarrassment of a #SOTU?

Tonight was an unsettling night for our country. The president failed to offer any plan, any vision at all, for our future.

We’re flying without a pilot. And I‘m not here to comfort anyone about that fact. https://t.co/7bu3QXFMnC",AOC,51,2019-02,40762,243954
Democrats,Just wait until they find out about the Golden Rule https://t.co/i0qWby8aY6,AOC,11,2019-02,24325,125411
Democrats,"My other tips:
- Start incorporating thrift, consignment &amp; second-hand clothes in your wardrobe (host a clothing swap w/ friends for a no-spend option)
- Walk, bike, &amp; use public transit more often
- Bring your own bag/coffee mug. It’s okay if you forget, 1x/week is still a win",AOC,49,2019-02,3764,30894
Democrats,"Yesterday I visited a school assembly w/ teens in Queens.

One of them asked, “What can WE do to combat climate change?”

2 recs:
- Skip disposable razors+switch to safety razors
- Give your tummy a break! Skip meat/dairy for a meal (easiest is bfast, I do banana &amp; peanut butter) https://t.co/BnAg4x5lGS",AOC,52,2019-02,5549,39708
Democrats,None of it https://t.co/k2SY2NnTpB,AOC,4,2019-02,33147,228528
Democrats,The best comment on this thread: “I Cant Believe It’s Not Racism” 🤣 https://t.co/4EYCGrIkTe,AOC,14,2019-02,1510,13372
Democrats,"I’m so excited for @staceyabrams, and I’m excited for all of us - it’s a blessing to hear her insight every time.

If you’re skipping watching #SOTU tonight, be sure to tune in afterwards to watch her. ☺️

https://t.co/WdvWx0DeYm",AOC,39,2019-02,6916,44360
Democrats,👀 https://t.co/TG7hfLxNEv,AOC,2,2019-02,8903,38138
Democrats,"Thank you for an awesome meeting today, @rubendiazjr - and for taking the time to give a run-down on the current state of affairs in the BX &amp; your vision for its future.

Shout out to your staff too, they gave a phenomenal rundown on everything from NYCHA to public schools! https://t.co/bQA5dpbgfy",AOC,52,2019-02,458,3724
Democrats,"Spent tonight w/ @CWAUnion workers in the Bronx organizing for better work.

Did you know that the spray painted neon on NYC roads mark gas lines &amp; other critical areas?

Those skilled workers are paid little, &amp; can be on call 24h w/ little sleep.

Does that sound safe to you? https://t.co/jcLjOa0n2d",AOC,52,2019-02,817,5444
Democrats,"@AnandWrites @andrewrsorkin 🤣 with those dang green Starbucks straws in the cups too, can’t miss a brand moment",AOC,18,2019-02,410,8339
Democrats,"“The gas was off, so we had to boil up the water/
Been through some things so I can't imagine my kids stuck at the border/
Flint still need water/
People was innocent, couldn't get lawyers.""

- 21 Savage on last Tuesday’s Tonight Show
https://t.co/i28v0M5Kyn",AOC,45,2019-02,8655,39440
Democrats,"This is what being a woman in politics looks like:

Disagreements aren’t labeled as differing opinions. They’re labeled as one’s knowledge being ‘inadequate.’

As a reminder, I’m not the one who testified about Big Pharma under oath to Congress.

It was an expert witness. https://t.co/hgpFoZsgWY",AOC,45,2019-02,7767,43130
Democrats,"It’s the honor of a lifetime to serve w/ my colleagues under the leadership of @RepCummings on Oversight and @RepMaxineWaters on Fin. Services.

Every day I know I’m blessed to represent our community in the nation’s capital. And I will forever be grateful for the responsibility. https://t.co/QyI3JrZJ6L",AOC,47,2019-02,2946,19410
Democrats,It’s happening 🤗 https://t.co/AL9q6yuBuH,AOC,4,2019-02,7555,53259
Democrats,"Thank you Sen. Markey for inviting @VarshPrakash, co-founder of @sunrisemvmt, whose advocacy helped bring fresh urgency to the Green New Deal, as your State of the Union guest! 🌎 https://t.co/rK3sYt4waK",AOC,30,2019-02,765,5062
Democrats,"Let this be a reminder that the stories of survivors across the country will not be silenced, diminished, or forgotten. https://t.co/9PhrgeYuHv",AOC,21,2019-02,16940,71751
Democrats,"This @AnaMariaArchil2, the NY-14 shero that will be accompanying me to the State of the Union tomorrow.

She wasn’t planning on leaping into that elevator ahead of the Kavanaugh vote, but after hearing the stories of survivors across the country, she went in.

A defining moment. https://t.co/J4J8xCii4n",AOC,47,2019-02,2858,15783
Democrats,"I’m proud to announce that my #StateOfTheUnion guest will be @AnaMariaArchil2.

Ana Maria is the NY14-er who famously jumped into the elevator with Sen. Flake to elevate the stories of survivors everywhere.

She‘s living proof that the courage within all of us can change the 🌎. https://t.co/OLSeNbP4Z2",AOC,47,2019-02,5686,41557
Democrats,"The average NFL salary is $2.1 million, so most players would never experience a 70% rate.

The owners who refuse to hire Kaepernick would, though. https://t.co/AnST2lCiU9",AOC,26,2019-02,34826,201073
Democrats,"Inhumane conditions do not belong and should not be tolerated in any jail or prison. 

People are not sent there to be sentenced to torture. And that’s exactly what this is. https://t.co/HzRuU7lIs3",AOC,32,2019-02,10343,42901
Democrats,@PopChassid Always!,AOC,2,2019-02,50,1295
Democrats,@Mottel @PopChassid @jeremycorbyn Of course. Looking forward to the discourse and community-building ahead!,AOC,13,2019-02,21,1114
Democrats,@PopChassid @jeremycorbyn Hi @PopChassid - thank you for bringing this to me. We cannot + will not move forward without deep fellowship and leadership with the Jewish community. I’ll have my team reach out. 💜,AOC,35,2019-02,453,6560
Democrats,"Last year DHS separated 1000s of children from their parents + put them in cages. Some died. Yet DHS has had 0 accountability or changes.

Why on earth should we give them more cash?

Proud to join @AyannaPressley, @IlhanMN, &amp; @RashidaTlaib as we say #Not1Dollar more to DHS. https://t.co/AWBq0eJrRE",AOC,49,2019-02,4651,16163
Democrats,"It was an honor to share such a lovely and wide-reaching conversation with you, @jeremycorbyn!

Also honored to share a great hope in the peace, prosperity, + justice that everyday people can create when we uplift one another across class, race, + identity both at home &amp; abroad. https://t.co/7qnz42I8du",AOC,49,2019-02,6291,32558
Democrats,"Respect the hustle.
🙌🏾🍪🙌🏿🍪🙌🏼 https://t.co/iO2DUBjYn9",AOC,5,2019-02,5546,44153
Democrats,"People are using GoFundMe to beg for insulin while this is happening in the same time and place. ⬇️

It’s no wonder logical, compassionate ideas are called “radical” when the present is dystopian.

We’re living in the upside-down, asking for the rightside-up. https://t.co/TzY7elAlxs",AOC,43,2019-02,31333,113004
Democrats,"Really proud of my Chief @saikatc for doing a great job breaking down elements of our strategy for the public this morning! 

We freely give away our “how-tos,” because we know there’s a lot more future candidates-in-waiting out there and we want to help you succeed✨ https://t.co/ztj39iTBZ4",AOC,47,2019-02,2352,13230
Democrats,@juliacraven No! Maybe next time though 😉,AOC,7,2019-02,106,4323
Democrats,Ahh!! https://t.co/OUqA2XmIQi,AOC,2,2019-02,953,9951
Democrats,"I’m happy to hear this film is having an early impact on everyday people.

Can’t wait for the world to see it. https://t.co/MiZeInBIw2",AOC,23,2019-02,1379,10548
Democrats,"Northam must resign, and those who try to help him stumble past this deserve scrutiny.

If you can’t understand how painful + eroding this is to American society, let alone the state of Virginia, take some time to read up this weekend.

To start, try “Between the World and Me.” https://t.co/Fm0srrPZgN",AOC,51,2019-02,6546,41848
Democrats,"Other Brooklyn officials on the scene: @RepJerryNadler @RepJeffries @bradlander + more.

Everyday New Yorkers &amp; organizers have also been gathering outside the facility for watch shifts, and to show the people inside that others are paying attention and trying to get to them.",AOC,43,2019-02,1091,7042
Democrats,"This is a horrific example of how mass incarceration is a moral scourge on American society &amp; should be addressed immediately.

BX organizers are holding watch shifts outside the facility.

TY @NydiaVelazquez for being responsive to ALL your constituents, incl this emergency. https://t.co/uQkoCAsrjx",AOC,43,2019-02,5366,19441
Democrats,@vtctasentinels Love it! Good luck 💪🏽💜,AOC,6,2019-02,74,1598
Democrats,"Y’all aren’t ready for NY-14’s #StateOfTheUnion guest!

Here’s a hint: I just picked up this gift for them at our very own Lockwood Shop in Jackson Heights 😉 https://t.co/wSv23WmJ9k",AOC,29,2019-02,3414,30657
Democrats,"@cmclymer 💜🏳️‍🌈 if we want a country where all people are accepted and loved, we have to name and rectify where we historically haven’t so we can act to do so now.

(Also - sorry I said “cisgendered” instead of the correct “cisgender.” I’ve learned and am growing too✨)",AOC,49,2019-02,3174,43822
Democrats,@kamilumin Someone call Pandora Boxx because last night the lid came OFF,AOC,12,2019-02,762,14151
Democrats,"It’s hard for them to admit, but a wall is not what Americans want &amp; never has been.

In recent Pew polling, almost 60% of Americans oppose a wall.

A *record-high* 75% of Americans say immigration is good for the US.

The only radical hostage-taker here is the Republican Party. https://t.co/DeQTUnz1E2",AOC,51,2019-02,14810,65464
Democrats,This is nuts - even I had no idea about this. https://t.co/5CvMEtSBQV,AOC,12,2019-02,3008,16197
Democrats,"Big Pharma companies often say that drugs “need” to be expensive to fund research. What they don’t tell you is that they use *publicly-funded research* for expensive, privatized drugs.

This week on Oversight, @RoKhanna and I exposed how this scheme works:
https://t.co/ELbllU3Fxy",AOC,42,2019-02,34319,95686
Democrats,Nothing Amazon has said or done - including selling facial recognition technology to ICE &amp; its intent to fight against worker unionization - would lead us to believe it could be a good or healthy neighbor for NYC. https://t.co/BwASshxJ9F,AOC,39,2019-02,8609,35821
Democrats,"Yep. Our offices are flooded with bigoted calls too - so much so that we have to put energy into searching for actual constituents.

We forward all the threats to Capitol Police to build files. For all those who think your bigoted calls + digital threats are anonymous: Enjoy! https://t.co/Tw0LWnpmDh",AOC,50,2019-02,10911,60336
Democrats,"@keithellison Thank you, @keithellison! ✨",AOC,5,2019-02,219,4620
Democrats,"This week I conducted my first-ever line of questioning at an Oversight committee hearing, which focused on the skyrocketing costs of pharmaceuticals.

Here’s what happened ⬇️ https://t.co/M6XuL61zXN",AOC,27,2019-02,17272,67418
Democrats,"This week I conducted my first-ever line of questioning at an Oversight committee hearing, which focused on the skyrocketing costs of pharmaceuticals.

Here’s what happened ⬇️ https://t.co/M6XuL61zXN",AOC,27,2019-02,17272,67418
Democrats,"cc: the President, a vulnerable and easily riled man who chooses to govern by conspiracy memes shared on Facebook instead of actual briefing data https://t.co/rpjQovpDlX",AOC,25,2019-01,2572,21649
Democrats,"The Republican Party’s best and brightest is back at it today, I see https://t.co/iTXjQPZ9Ek",AOC,14,2019-01,20121,153297
Democrats,"Fun fact: Committee Seating Assignments are not self-selected, + can be determined by a # of factors. 

@AyannaPressley, @RashidaTlaib &amp; I wound up as seatmates and I’m very excited about it. 🥰

(I also 💜 being desk buddies w/ @BenMcAdams &amp; @JenniferWexton on Fin Services!) https://t.co/wZ5JQaguGW",AOC,46,2019-01,1173,11845
Democrats,"For what it’s worth, I don’t think expanding public imagination is a “new style.” It is a return to the Democratic Party that went to the moon, passed the Civil Rights Act, + strove for the Great Society.

It’s the politics of courage vanquishing fear;aspiration over desperation. https://t.co/gncrS5UirZ",AOC,48,2019-01,8332,45685
Democrats,"Tweets have receipts, @thealexvanness 🧾 https://t.co/vumBWKAvBn",AOC,6,2019-01,929,9459
